epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,12.46,18.7,145,63,4000,0.3
2,7900,,,,,,,18.90,27.0,135,69,8000,0.5
3,11900,0.136343,-1.966454,1.7341,0.4761,0.0538,0.0024,20.36,35.1,62,27,12000,2.3
4,15900,0.814148,-5.560381,5.0847,1.4627,0.1618,0.0001,46.66,35.6,158,89,16000,4.1
5,19900,,,,,,,73.02,55.2,61,40,20000,4.3
6,23900,1.328177,-9.592778,9.0261,2.4885,0.1444,0.0000,70.60,50.8,42,13,24000,6.0
7,27900,1.949058,-13.510310,12.8443,3.1577,0.1338,0.0000,141.95,85.5,40,23,28000,7.7
8,31900,3.322319,-17.865187,17.0330,4.9885,0.1955,0.0000,137.52,83.0,60,36,32000,9.4
9,35900,4.446719,-22.192900,21.2716,6.3383,0.2395,0.0000,129.49,76.7,25,16,36000,11.1
10,39900,,,,,,,154.84,87.1,75,38,40000,11.3
11,43900,6.776456,-26.993142,25.9855,9.0480,0.3642,0.0000,111.36,66.7,72,35,44000,13.0
12,47900,9.583566,-31.466652,30.4391,11.3512,0.3465,0.0046,142.03,84.2,29,15,48000,14.7
13,51900,11.454263,-35.629567,34.7047,14.6807,0.4845,0.0270,124.99,73.2,63,31,52000,16.4
14,55900,13.844883,-40.146769,39.1244,16.2149,0.5516,0.0302,209.25,101.6,35,20,56000,18.1
15,59900,,,,,,,213.80,103.4,7,3,60000,18.3
16,63900,15.454461,-45.143679,43.9834,19.6452,0.5876,0.0467,223.39,105.3,65,34,64000,20.0
17,67900,18.071965,-49.428567,48.3312,23.9990,0.6944,0.0561,204.47,98.8,30,13,68000,21.7
18,71900,19.254123,-54.364800,53.1773,27.0262,0.8430,0.0607,194.79,103.9,33,15,72000,23.6
19,75900,22.439864,-58.786694,57.5233,31.4515,0.8603,0.0635,200.10,103.6,66,36,76000,25.3
20,79900,,,,,,,198.88,94.8,5,2,80000,25.5
21,83900,24.838743,-63.703407,62.3855,34.0249,1.0085,0.0703,198.06,94.0,73,36,84000,27.3
22,87900,27.955294,-68.154642,66.8391,39.6992,1.1064,0.0724,203.37,106.4,23,11,88000,29.1
23,91900,30.628619,-72.646669,71.3578,46.5105,1.2635,0.0796,168.89,93.0,64,33,92000,30.8
24,95900,33.975158,-76.857830,75.5455,49.3734,1.1090,0.0752,177.60,98.2,30,17,96000,32.6
25,99900,,,,,,,200.51,102.9,14,4,100000,32.8
26,103900,36.649321,-81.076302,79.7296,52.3055,1.2010,0.0853,222.52,105.9,66,31,104000,34.6
27,107900,40.212377,-84.774034,83.4299,57.5183,1.3611,0.1081,228.17,105.2,25,8,108000,36.4
28,111900,42.474207,-89.079008,87.6395,61.1846,1.4247,0.1119,239.79,106.9,37,19,112000,38.2
29,115900,46.499937,-92.730114,91.2573,66.3619,1.3649,0.1097,230.25,102.5,60,30,116000,40.1
30,119900,,,,,,,224.53,99.8,6,3,120000,40.2
31,123900,49.448255,-96.966199,95.4565,70.5342,1.3834,0.1150,201.71,93.0,78,37,124000,42.0
32,127900,53.424218,-100.857174,99.3399,75.7547,1.5151,0.1289,208.03,97.3,18,7,128000,43.8
33,131900,54.843978,-104.979961,103.4477,80.0058,1.4250,0.1481,225.16,102.6,50,20,132000,45.7
34,135900,61.372807,-108.431415,106.8994,88.0311,1.6967,0.1568,217.91,102.4,47,23,136000,47.4
35,139900,,,,,,,206.29,101.3,6,2,140000,47.6
36,143900,63.433194,-112.282986,110.7594,91.1084,1.6699,0.1698,209.27,107.3,69,35,144000,49.5
37,147900,67.611515,-115.477759,113.9321,97.5431,1.8084,0.1747,226.97,117.0,24,12,148000,51.4
38,151900,69.006237,-119.141021,117.5669,101.0903,1.6265,0.1798,239.09,118.9,8,2,152000,53.1
39,155900,72.652994,-122.403307,120.8167,105.2355,1.8951,0.1989,229.47,116.2,71,33,156000,54.9
40,159900,,,,,,,262.41,124.2,14,7,160000,55.1
41,163900,82.992969,-125.779754,124.1450,116.9258,1.9411,0.2203,263.54,129.0,15,6,164000,56.9
42,167900,85.944615,-129.206418,127.5031,117.0394,2.0871,0.2404,286.52,128.6,41,20,168000,58.7
43,171900,92.383909,-132.142042,130.4360,127.4742,1.9972,0.2715,320.74,137.0,40,25,172000,60.4
44,175900,96.864915,-135.404342,133.6847,131.7875,2.0560,0.2742,258.48,117.4,23,8,176000,62.2
45,179900,,,,,,,294.21,126.6,33,11,180000,62.4
46,183900,100.789046,-138.472500,136.7143,140.3400,2.1839,0.3032,288.56,129.4,42,22,184000,64.1
47,187900,106.665918,-141.406710,139.6753,147.4610,2.1850,0.2946,305.06,126.1,24,15,188000,65.8
48,191900,109.117902,-144.242013,142.5564,148.6496,2.3177,0.3532,267.76,115.5,33,16,192000,67.6
49,195900,115.242046,-146.775592,145.0517,158.1821,2.3457,0.3579,308.00,123.9,45,27,196000,69.3
50,199900,,,,,,,280.19,119.1,23,10,200000,69.5
51,203900,115.491000,-149.497039,147.7999,161.0708,2.4595,0.3523,193.40,100.3,56,25,204000,71.2
52,207900,121.725303,-151.980388,150.3169,171.5921,2.4036,0.3584,214.95,107.9,30,22,208000,73.0
53,211900,122.603588,-154.247701,152.6283,172.7091,2.4527,0.3505,181.11,92.4,54,24,212000,74.7
54,215900,127.497183,-156.461604,154.8089,177.3403,2.6045,0.3683,174.96,90.6,35,17,216000,76.4
55,219900,,,,,,,176.72,91.6,52,23,220000,76.6
56,223900,131.778975,-158.581905,156.9502,179.0880,2.4886,0.3582,181.29,92.5,44,26,224000,78.4
