epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-55.16,158.7,20,3,4000,1.0,,,
2,7999,0.271380,0.269570,-2.112498,2.2789,2.2798,2.9227,3.0808,0.4825,0.0297,16.30,344.4,14,3,8000,13.7,,,
3,11999,0.646087,0.644883,-7.449358,6.9226,6.9229,5.7833,6.3584,1.2121,0.1178,-30.16,190.1,21,5,12000,30.5,,,
4,15999,0.712586,0.707597,-5.846329,5.5865,5.5864,5.3096,5.8357,1.6026,0.2052,-34.57,242.8,13,6,16000,47.0,,,
5,19999,0.637790,0.649116,-4.460403,3.9513,3.9505,4.5295,5.1187,1.5490,0.4030,14.49,186.0,25,11,20000,63.5,,,
6,23999,0.684922,0.693197,-4.832698,4.1220,4.1218,4.5392,5.2177,1.6920,0.6833,40.17,215.0,18,4,24000,80.1,,,
7,27999,0.805731,0.817039,-5.203522,4.3621,4.3613,5.0166,5.6452,1.9490,0.9303,30.14,156.8,26,7,28000,96.8,,,
8,31999,0.873263,0.883161,-4.943507,3.9427,3.9418,5.2796,5.9501,2.1670,1.1403,72.44,382.6,11,3,32000,116.7,0.195832,0.066612,0.127089
9,35999,0.994869,1.008069,-4.284140,3.2511,3.2498,5.5947,6.2033,2.3437,1.2821,42.11,266.7,15,7,36000,138.3,0.085477,0.006342,0.078548
10,39999,1.038249,1.042210,-3.400897,2.2942,2.2935,5.5366,6.0973,2.4634,1.3986,36.19,217.1,18,4,40000,159.9,0.042748,0.003846,0.038322
11,43999,1.073694,1.078704,-3.027076,1.9059,1.9055,5.6277,6.1454,2.5717,1.5213,46.27,190.7,19,4,44000,181.8,0.017459,0.001833,0.015126
12,47999,1.054633,1.061354,-3.286908,2.1163,2.1163,5.8006,6.3339,2.6115,1.5528,129.77,428.6,9,0,48000,203.8,0.005950,0.000531,0.005111
13,51999,1.019172,1.024544,-3.999760,2.8572,2.8574,5.8735,6.4537,2.5928,1.5371,82.58,273.9,15,5,52000,225.6,0.005490,0.003387,0.001793
14,55999,1.134101,1.138952,-5.143831,4.0377,4.0377,6.3969,6.9685,2.6763,1.5930,70.09,174.7,26,4,56000,247.9,0.002628,0.001814,0.000548
15,59999,1.263118,1.262689,-6.235800,5.1029,5.1029,7.0230,7.7567,2.8499,1.6869,75.26,223.9,14,3,60000,269.6,0.002005,0.001533,0.000227
16,63999,1.283325,1.291122,-6.667466,5.6277,5.6282,7.2120,7.9644,2.9577,1.7277,184.13,489.6,9,2,64000,291.4,0.000846,0.000559,0.000083
17,67999,1.419093,1.428229,-6.739749,5.6954,5.6957,7.9021,8.5792,3.0964,1.7962,62.18,194.5,22,6,68000,312.9,0.002080,0.001593,0.000218
18,71999,1.548095,1.566915,-6.688355,5.5981,5.5978,8.4398,9.1736,3.2971,1.9283,110.06,291.1,14,3,72000,334.5,0.001313,0.000979,0.000114
19,75999,1.664768,1.677844,-6.437114,5.3307,5.3303,9.0470,9.6611,3.4472,1.9770,80.50,218.1,16,4,76000,356.1,0.002764,0.002278,0.000215
20,79999,1.806533,1.813728,-6.021695,4.9035,4.9033,9.6977,10.3916,3.6100,2.0794,62.48,228.5,20,4,80000,377.7,0.002895,0.002409,0.000219
21,83999,1.915675,1.929508,-5.660260,4.5172,4.5175,10.2470,10.9332,3.7674,2.1434,74.71,189.4,20,5,84000,399.4,0.002054,0.001615,0.000170
22,87999,1.989436,1.996038,-5.492816,4.3268,4.3268,10.7735,11.4521,3.8779,2.1773,127.21,312.7,12,2,88000,421.0,0.001584,0.001248,0.000113
23,91999,2.049699,2.060907,-5.386069,4.2082,4.2078,11.5232,12.0617,3.9892,2.2026,99.46,271.4,14,2,92000,442.5,0.001073,0.000765,0.000092
24,95999,2.178996,2.190039,-4.902438,3.7465,3.7463,11.9984,12.7443,4.0789,2.2608,37.53,140.5,33,11,96000,464.1,0.003669,0.003074,0.000302
25,99999,2.285881,2.291190,-4.110894,2.9921,2.9927,12.3757,13.0580,4.1193,2.2763,69.74,184.3,22,5,100000,485.8,0.002243,0.001796,0.000188
26,103999,2.337635,2.369786,-3.566962,2.4550,2.4550,12.8300,13.6176,4.1856,2.2898,34.44,120.3,33,14,104000,507.4,0.006384,0.005431,0.000541
27,107999,2.410478,2.427879,-2.936766,1.8489,1.8485,13.1089,13.9306,4.2550,2.3259,50.30,163.0,19,4,108000,529.2,0.003060,0.002492,0.000240
28,111999,2.469001,2.483895,-2.315561,1.2362,1.2369,13.7817,14.3929,4.3194,2.3402,57.78,145.7,34,8,112000,551.3,0.003786,0.003200,0.000278
29,115999,2.761342,2.774769,-1.361011,0.2784,0.2788,14.8905,15.6131,4.4889,2.3960,46.27,89.1,45,7,116000,573.1,0.003844,0.003197,0.000320
30,119999,2.798495,2.805867,-0.915283,-0.1702,-0.1697,15.4470,15.9313,4.5690,2.4815,82.45,154.4,22,5,120000,595.1,0.004698,0.003968,0.000411
