step,episode_return
99900,31228.18645067258
99900,32640.830424759857
99900,39072.37497512183
99900,35716.43663832633
99900,32800.395229024194
99900,75152.48235287194
99900,34172.759777171064
99900,34459.830169250985
99900,30798.78431307283
99900,30852.874843074227
99900,31100.519568716827
99900,35534.14707288233
99900,32006.85338339775
99900,31413.617498087715
99900,33010.98178536135
99900,31376.767902105894
99900,31211.46296410961
99900,35368.50204745698
99900,35163.020348597245
99900,33350.0822242461
99900,32065.767798862373
99900,34682.10431680667
99900,34570.157670528664
99900,32334.341080577196
99900,35349.559277884924
99900,34849.82698844765
99900,34367.26291279791
99900,35925.72786176615
99900,33338.046255892514
99900,34208.26584432563
99900,30181.209758494428
99900,32329.073308616786
99900,32348.084863497566
99900,34730.75500102504
99900,30016.078177302003
99900,31063.0491193618
99900,35626.18057482694
99900,35167.799072706744
99900,35252.52382028584
99900,31057.57322725028
99900,31256.03754262377
99900,35140.04779637807
99900,34121.09772359427
99900,33294.758607476644
99900,33354.90157740131
99900,33125.31480977912
99900,34316.82167053093
99900,33134.898825211916
99900,32050.983265634277
99900,32014.48034198791
99900,31034.846879956425
99900,30901.166188907933
99900,33644.96808650053
99900,37146.08612493088
99900,30146.26064269255
99900,30155.114838878013
99900,32719.95075849609
99900,33594.96037419338
99900,32312.218865430557
99900,35849.98757470378
99900,30606.380232228792
99900,32465.03047556905
99900,33324.07910757375
99900,34149.84783698189
99900,32938.810601216064
99900,31261.767987199044
99900,35045.99411540981
99900,33631.923999141414
99900,32856.100259184896
99900,35691.141171127085
99900,34154.989488804684
99900,30098.5798370039
99900,34595.12062767825
99900,33153.638326892076
99900,32695.42259398198
99900,36116.50228391301
99900,32153.549046578333
99900,33816.70410606243
99900,32671.747822979378
99900,32544.618204322585
99900,29266.297605198593
99900,38303.92246438962
99900,35652.55821029509
99900,32489.880741675577
99900,33251.11196737931
99900,36790.00821432095
99900,30914.64514604422
99900,33699.90689478017
99900,33956.9520223533
99900,34181.344118281995
99900,30873.02541544604
99900,34330.38933210706
99900,35605.26934923376
99900,37148.65877813692
99900,34137.58113049505
99900,34425.26511615096
99900,43873.10726108612
99900,31182.118334609473
99900,32122.38078761097
99900,30819.876045954967
200000,74233.94677279922
200000,68347.87277763104
200000,62891.13326805571
