epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,,,0,0,4000,0.2,,,
2,7900,,,,,,,,,,,,0,0,8000,0.4,,,
3,11900,0.095815,0.080242,-0.620257,-0.1296,-0.1305,0.5539,0.5390,0.0618,0.0028,,,0,0,12000,2.0,,,
4,15900,0.056078,0.055106,-0.580890,0.0242,0.0243,0.5524,0.5757,0.0799,0.0050,,,0,0,16000,3.5,,,
5,19900,,,,,,,,,,,,0,0,20000,3.7,,,
6,23900,0.084906,0.082915,-0.638143,0.1515,0.1515,0.8055,0.7921,0.1178,0.0056,,,0,0,24000,5.2,,,
7,27900,0.086662,0.083938,-0.420695,0.0582,0.0579,0.9414,0.9229,0.1766,0.0108,,,0,0,28000,6.8,,,
8,31900,0.089296,0.088753,-0.039351,-0.2070,-0.2073,1.0121,1.1217,0.1725,0.0081,,,0,0,32000,8.3,,,
9,35900,0.093325,0.092352,0.127261,-0.5727,-0.5724,1.0749,1.1496,0.2802,0.0105,,,0,0,36000,9.9,,,
10,39900,,,,,,,,,,,,0,0,40000,10.0,,,
11,43900,0.126992,0.126198,0.233344,-0.7394,-0.7391,1.2592,1.3807,0.2428,0.0114,,,0,0,44000,11.6,,,
12,47900,0.180741,0.185815,0.016689,-0.6883,-0.6883,1.5255,1.6378,0.3166,0.0156,,,0,0,48000,13.1,,,
13,51900,0.218703,0.225664,-0.253221,-0.5603,-0.5605,1.7701,1.8037,0.3075,0.0160,,,0,0,52000,14.7,,,
14,55900,0.177354,0.182339,-0.253799,-0.4800,-0.4802,1.6428,1.7527,0.3377,0.0156,,,0,0,56000,16.3,,,
15,59900,,,,,,,,,,,,0,0,60000,16.4,,,
16,63900,0.163231,0.169074,-0.305958,-0.3843,-0.3842,1.6651,1.7998,0.3393,0.0159,,,0,0,64000,18.0,,,
17,67900,0.151372,0.154937,-0.284713,-0.3576,-0.3576,1.6694,1.8334,0.3260,0.0163,,,0,0,68000,19.5,,,
18,71900,0.143974,0.146920,-0.228965,-0.4103,-0.4103,1.7114,1.7740,0.3198,0.0170,,,0,0,72000,21.1,,,
19,75900,0.155074,0.156540,-0.177873,-0.4900,-0.4903,1.8666,1.9055,0.3596,0.0178,,,0,0,76000,22.7,,,
20,79900,,,,,,,,,,,,0,0,80000,22.8,,,
21,83900,0.158619,0.161609,-0.120589,-0.5419,-0.5417,1.9248,2.0340,0.3586,0.0192,,,0,0,84000,24.4,,,
22,87900,0.159846,0.163937,-0.160414,-0.5556,-0.5557,1.9162,2.0274,0.3910,0.0204,,,0,0,88000,26.0,,,
23,91900,0.167521,0.169344,-0.154979,-0.5623,-0.5622,2.0324,2.1261,0.3828,0.0207,,,0,0,92000,27.6,,,
24,95900,0.160349,0.163675,-0.133034,-0.5592,-0.5593,2.1492,2.1393,0.4331,0.0211,,,0,0,96000,29.1,,,
25,99900,,,,,,,,,,-296.96,1000.0,100,56,100000,29.3,,,
26,103900,0.252331,0.258053,-0.230432,-0.5321,-0.5324,2.3099,2.3337,0.4660,0.0236,,,0,0,104000,31.1,0.745444,0.584943,0.080251
27,107900,0.312674,0.315598,-0.374410,-0.2893,-0.2891,2.7379,2.7636,0.5255,0.0267,,,0,0,108000,32.8,0.256419,0.217942,0.019239
28,111900,0.312519,0.317244,-0.365554,-0.2386,-0.2392,2.7833,2.7613,0.5470,0.0262,,,0,0,112000,34.7,0.068344,0.061168,0.003588
29,115900,0.309120,0.313034,-0.438607,-0.1391,-0.1390,2.9305,2.8271,0.5774,0.0268,,,0,0,116000,36.4,0.024513,0.021901,0.001306
30,119900,,,,,,,,,,,,0,0,120000,36.6,,,
31,123900,0.332701,0.337886,-0.556241,-0.0113,-0.0115,3.1887,2.9846,0.5816,0.0293,,,0,0,124000,38.3,0.014281,0.012850,0.000715
32,127900,0.347929,0.354704,-0.757034,0.1795,0.1793,3.5445,3.2979,0.5921,0.0312,,,0,0,128000,40.3,0.006000,0.005396,0.000302
33,131900,0.383413,0.388299,-0.999524,0.4070,0.4065,4.2736,3.8359,0.6280,0.0330,,,0,0,132000,42.1,0.005320,0.004817,0.000251
34,135900,0.415522,0.418275,-1.260659,0.6588,0.6585,4.6432,4.2961,0.6012,0.0383,,,0,0,136000,44.0,0.006675,0.006026,0.000325
35,139900,,,,,,,,,,,,0,0,140000,44.1,,,
36,143900,0.456898,0.459223,-1.621131,0.9806,0.9802,5.3576,4.7368,0.6937,0.0449,,,0,0,144000,45.9,0.002555,0.002269,0.000143
37,147900,0.475332,0.473724,-2.039690,1.3711,1.3709,5.6101,4.8408,0.7030,0.0476,,,0,0,148000,47.7,0.007919,0.007291,0.000314
38,151900,0.487904,0.486687,-2.513626,1.8144,1.8141,6.0716,5.3563,0.7786,0.0513,,,0,0,152000,49.7,0.001046,0.000931,0.000057
39,155900,0.508469,0.505157,-3.036233,2.2974,2.2969,6.9168,5.7510,0.7771,0.0537,,,0,0,156000,51.6,0.003483,0.003059,0.000212
40,159900,,,,,,,,,,,,0,0,160000,51.7,,,
41,163900,0.515976,0.510334,-3.607707,2.8411,2.8409,7.0356,5.8284,0.7503,0.0547,,,0,0,164000,53.5,0.002755,0.002470,0.000143
42,167900,0.529415,0.525200,-4.212829,3.4198,3.4194,7.4680,6.1583,0.7753,0.0596,,,0,0,168000,55.3,0.000530,0.000472,0.000029
43,171900,0.531102,0.527844,-4.886382,4.0650,4.0644,7.1854,6.2974,0.7302,0.0623,,,0,0,172000,57.1,0.000784,0.000674,0.000055
44,175900,0.542413,0.538792,-5.537706,4.7268,4.7262,7.9331,7.2280,0.7631,0.0644,,,0,0,176000,58.9,0.001730,0.001504,0.000113
45,179900,,,,,,,,,,,,0,0,180000,59.0,,,
46,183900,0.542904,0.539909,-6.212347,5.3963,5.3960,8.1445,7.3432,0.8186,0.0661,,,0,0,184000,60.8,0.002900,0.002595,0.000153
47,187900,0.551024,0.545968,-6.911905,6.0796,6.0791,8.6658,7.1485,0.9903,0.0691,,,0,0,188000,62.7,0.000483,0.000390,0.000046
48,191900,0.553353,0.548749,-7.579706,6.7661,6.7654,8.4464,7.2401,1.0099,0.0687,,,0,0,192000,64.5,0.000215,0.000198,0.000009
49,195900,0.560198,0.555684,-8.276463,7.4673,7.4671,8.5390,7.3794,1.0385,0.0673,,,0,0,196000,66.4,0.000256,0.000233,0.000011
50,199900,,,,,,,,,,,,0,0,200000,66.6,,,
51,203900,0.648326,0.647673,-8.962521,8.1634,8.1630,10.5855,9.2975,1.1309,0.0670,622.64,1001.0,100,45,204000,68.5,1.028342,0.838009,0.095167
52,207900,0.716258,0.711160,-9.560211,8.7907,8.7902,10.0818,8.9268,1.1524,0.0699,,,0,0,208000,70.3,0.347984,0.267338,0.040323
53,211900,0.729405,0.726253,-10.199121,9.4619,9.4617,10.2700,9.1704,1.0802,0.0697,,,0,0,212000,72.1,0.219967,0.169930,0.025018
54,215900,0.746229,0.741056,-10.835760,10.1351,10.1352,10.5534,9.3853,1.1441,0.0785,,,0,0,216000,74.0,0.169232,0.128953,0.020140
55,219900,,,,,,,,,,,,0,0,220000,74.1,,,
56,223900,0.760630,0.753169,-11.452185,10.7458,10.7453,10.9145,9.4831,1.3156,0.0867,,,0,0,224000,76.0,0.112875,0.081898,0.015488
57,227900,0.763749,0.754213,-12.081677,11.3911,11.3913,11.2213,9.5393,1.0943,0.0800,,,0,0,228000,77.8,0.105401,0.080071,0.012665
58,231900,0.785662,0.773547,-12.726112,12.0301,12.0300,12.3048,10.0887,1.2171,0.0917,,,0,0,232000,79.7,0.066853,0.046911,0.009971
59,235900,0.807179,0.797276,-13.381529,12.6832,12.6834,11.9583,10.6660,1.3368,0.0953,,,0,0,236000,81.6,0.055920,0.041677,0.007122
60,239900,,,,,,,,,,,,0,0,240000,81.7,,,
