epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-129.54,361.0,11,0,4000,1.1
2,7999,0.242424,0.236691,-2.570845,1.4923,1.4922,1.6438,1.6709,0.3969,0.0106,205.26,570.2,6,0,8000,14.0
3,11999,0.509048,0.503741,-3.632729,3.4305,3.4307,2.4859,2.5003,0.6764,0.0367,260.65,584.4,7,1,12000,31.3
4,15999,0.753979,0.736019,-2.380303,1.7259,1.7258,3.0427,3.0243,1.0363,0.1344,264.30,542.0,8,4,16000,47.7
5,19999,0.818878,0.804055,-0.950761,0.2564,0.2563,3.2988,3.3117,1.3872,0.4153,299.39,597.0,7,3,20000,64.5
6,23999,0.800864,0.784679,0.295045,-0.9647,-0.9649,3.4335,3.5180,1.4947,0.4885,127.95,262.9,15,8,24000,81.3
7,27999,0.851970,0.844981,1.151578,-1.8067,-1.8061,3.8378,4.0735,1.6149,0.5862,128.62,263.1,15,6,28000,98.1
8,31999,0.928250,0.920746,2.000464,-2.6554,-2.6551,4.2654,4.5280,1.8062,0.7326,159.88,293.1,14,9,32000,114.9
9,35999,1.041490,1.028033,2.634974,-3.3270,-3.3274,4.9130,5.2057,2.0056,0.8608,175.83,309.4,12,5,36000,131.8
10,39999,1.096277,1.080857,3.804922,-4.4456,-4.4455,5.2340,5.5469,2.1222,0.9635,117.30,222.2,19,8,40000,149.4
11,43999,1.121699,1.105425,5.042673,-5.6548,-5.6546,5.4969,5.9365,2.1990,1.0348,165.72,289.4,14,4,44000,166.1
12,47999,1.208707,1.198702,6.110862,-6.7518,-6.7517,6.0880,6.5247,2.3618,1.1526,95.82,194.8,16,8,48000,182.9
13,51999,1.208603,1.214337,6.860690,-7.5170,-7.5167,6.3209,6.9186,2.4338,1.2085,105.59,193.0,23,9,52000,199.9
14,55999,1.275580,1.269162,7.383923,-8.0389,-8.0390,6.8693,7.4190,2.5631,1.2996,112.74,219.4,20,8,56000,216.8
15,59999,1.398303,1.403688,8.359723,-9.0008,-9.0007,7.5495,8.2631,2.7323,1.3883,95.01,216.6,16,7,60000,233.3
16,63999,1.593735,1.607230,9.581695,-10.2229,-10.2226,8.6133,9.5644,2.9337,1.4952,114.58,183.4,24,9,64000,250.1
17,67999,1.908011,1.924352,10.980967,-11.6276,-11.6274,10.1833,11.0230,3.2130,1.5937,47.58,81.8,48,15,68000,267.0
18,71999,2.240847,2.251905,12.242022,-12.9435,-12.9434,11.4657,12.4714,3.5843,1.7746,138.12,225.5,16,5,72000,283.8
19,75999,2.461362,2.492653,13.369646,-14.1072,-14.1075,12.6244,13.7843,3.8687,1.8803,86.66,157.5,26,8,76000,300.6
20,79999,2.778552,2.795036,14.607667,-15.3812,-15.3808,14.0017,14.8453,4.1789,1.9897,80.96,157.1,26,10,80000,317.5
21,83999,3.247911,3.271098,16.068913,-16.8402,-16.8402,15.9631,17.0552,4.4667,2.0920,40.70,76.1,59,18,84000,334.5
22,87999,3.833459,3.861570,17.704299,-18.5155,-18.5158,18.8528,19.3508,4.8734,2.2688,72.92,160.0,25,12,88000,351.4
23,91999,4.322944,4.402103,19.296086,-20.1879,-20.1882,20.6895,21.4501,5.3218,2.4156,63.95,129.4,31,13,92000,368.3
24,95999,4.957967,5.008467,21.175139,-22.1277,-22.1286,23.6258,24.1417,5.8065,2.6147,72.33,126.5,31,12,96000,385.1
25,99999,5.577096,5.630436,23.188420,-24.2047,-24.2038,26.3398,26.6260,6.2908,2.8184,72.91,130.5,31,9,100000,401.9
26,103999,5.969326,6.042766,24.762535,-25.8324,-25.8324,28.4238,28.7679,6.6533,2.9129,83.80,147.3,27,7,104000,418.8
27,107999,6.266522,6.305314,26.081243,-27.1666,-27.1666,29.5249,29.7373,6.8958,2.9930,55.02,135.1,30,10,108000,435.8
28,111999,6.833657,6.863382,27.921802,-29.0344,-29.0335,32.6727,32.5186,7.2954,3.1615,55.74,121.2,33,14,112000,452.7
29,115999,8.296052,8.299452,30.505444,-31.5931,-31.5923,37.3794,37.2940,7.7324,3.2411,14.19,53.0,63,23,116000,469.6
30,119999,9.109409,9.075042,32.820736,-33.9948,-33.9951,41.5913,40.3496,8.2168,3.4737,56.98,114.1,37,14,120000,486.5
