epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-53.66,164.0,24,3,4000,1.1
2,7999,0.311525,0.312455,-1.856154,1.6291,1.6293,3.9787,4.2549,0.3705,0.0010,51.58,556.5,6,2,8000,14.0
3,11999,0.806877,0.806892,-4.826748,5.3130,5.3132,7.0924,7.6856,0.8036,0.0000,-22.38,329.6,14,7,12000,30.9
4,15999,0.907177,0.902245,-7.372894,6.6387,6.6392,7.4565,8.0212,1.1518,0.0000,32.85,272.8,15,4,16000,47.7
5,19999,0.863151,0.862827,-10.226921,8.7603,8.7606,6.8046,7.4102,1.3377,0.0000,34.96,251.4,14,5,20000,64.8
6,23999,0.825159,0.826826,-11.917893,10.3372,10.3370,6.3105,6.8195,1.3408,0.0209,30.12,313.6,14,2,24000,81.6
7,27999,0.794416,0.803224,-12.749612,11.3640,11.3638,5.9526,6.5374,1.3233,0.1314,10.85,255.9,15,2,28000,98.2
8,31999,0.853888,0.855288,-13.970086,12.4937,12.4935,6.4447,7.0779,1.4400,0.1547,27.20,222.6,19,4,32000,115.5
9,35999,0.953254,0.955250,-15.497749,13.9634,13.9632,7.2419,7.9823,1.5791,0.1883,24.30,183.1,22,11,36000,132.4
10,39999,1.133938,1.139542,-16.931772,15.2712,15.2707,8.1523,9.1459,1.7333,0.2284,23.28,189.4,19,4,40000,149.2
11,43999,1.218090,1.234311,-18.588684,16.8382,16.8382,8.9786,9.9537,1.9256,0.2500,94.89,339.3,13,4,44000,166.4
12,47999,1.339024,1.356802,-19.540009,17.8381,17.8380,9.5708,10.8770,2.0311,0.2711,28.84,284.8,12,7,48000,183.5
13,51999,1.474871,1.481962,-19.850481,18.0930,18.0922,10.1356,11.3532,2.1075,0.3324,31.18,232.5,19,4,52000,200.4
14,55999,1.517657,1.530370,-20.434728,18.6617,18.6613,10.5647,11.9885,2.2136,0.4398,143.85,369.8,10,3,56000,217.3
15,59999,1.592075,1.605796,-20.753948,19.0191,19.0186,10.8420,12.2186,2.2239,0.4499,66.75,201.5,22,5,60000,234.0
16,63999,1.655665,1.680240,-20.991860,19.2911,19.2903,11.1725,12.5397,2.2490,0.4663,93.88,279.9,11,4,64000,250.8
17,67999,1.745757,1.766911,-21.465779,19.7539,19.7533,11.8969,13.1558,2.3029,0.4598,56.00,162.0,30,5,68000,267.6
18,71999,1.874965,1.924467,-21.829877,20.0910,20.0902,12.5026,14.1951,2.3797,0.4953,165.09,417.9,9,3,72000,284.7
19,75999,1.942650,2.000226,-22.239848,20.4662,20.4655,12.8121,14.4484,2.4649,0.5325,105.37,307.6,14,5,76000,301.8
20,79999,2.081705,2.144911,-22.589393,20.7710,20.7707,13.7503,15.5814,2.5621,0.5763,111.91,399.7,10,2,80000,318.7
21,83999,2.178093,2.257014,-22.798773,20.9867,20.9862,14.4131,16.3376,2.6212,0.5958,96.94,282.3,14,4,84000,335.6
22,87999,2.359408,2.402141,-22.971243,21.1542,21.1539,15.1186,17.1981,2.6858,0.5991,98.12,214.8,19,3,88000,352.5
23,91999,2.580284,2.619971,-23.008478,21.1135,21.1124,16.1610,18.2273,2.8156,0.6380,137.86,245.6,14,3,92000,369.2
24,95999,2.682804,2.729813,-23.353957,21.3861,21.3849,17.0061,19.2844,2.9599,0.6749,175.91,413.0,11,3,96000,386.0
25,99999,2.760377,2.867248,-23.638482,21.6451,21.6445,17.2635,19.5574,3.0510,0.7083,172.11,332.8,12,6,100000,402.9
26,103999,2.866125,2.930824,-23.539769,21.5200,21.5187,17.9380,20.2118,3.1148,0.7230,101.11,459.3,7,3,104000,419.7
27,107999,3.002999,3.075261,-23.389968,21.3782,21.3774,18.3749,20.5890,3.1726,0.7415,184.18,428.7,11,2,108000,436.4
28,111999,3.027104,3.117808,-23.503579,21.4910,21.4899,18.9053,21.2476,3.1897,0.7587,271.73,647.4,5,2,112000,453.6
29,115999,3.233089,3.319821,-23.330047,21.3344,21.3326,19.8911,22.1349,3.2730,0.7814,140.75,327.3,14,5,116000,470.3
30,119999,3.381061,3.490780,-22.757378,20.7759,20.7754,20.7798,22.8920,3.3220,0.7712,80.12,176.9,22,4,120000,487.1
