epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,-7.68,22.2,29,4000,0.3
2,7900,,,,,,-15.16,43.2,18,8000,0.6
3,11900,0.495133,-1.801556,1.1466,2.0167,0.0888,10.32,95.2,5,12000,1.9
4,15900,0.804774,-2.844478,1.3953,4.2390,0.6377,,,0,16000,3.1
5,19900,,,,,,-57.62,172.2,4,20000,3.4
6,23900,1.101098,-4.892639,3.2795,6.7030,1.2833,-73.98,207.0,1,24000,4.7
7,27900,1.159364,-8.400631,6.8691,7.5023,1.6593,,,0,28000,5.9
8,31900,1.163530,-11.368048,10.0187,7.6965,1.3704,11.59,261.5,2,32000,7.2
9,35900,1.207106,-14.319501,13.0761,8.1559,1.4193,30.24,338.0,1,36000,8.5
10,39900,,,,,,37.77,285.2,5,40000,8.7
11,43900,1.315148,-17.104685,15.9820,7.8528,1.2960,56.71,384.3,6,44000,10.0
12,47900,1.370371,-19.755828,18.6952,8.0055,1.3239,112.46,450.0,2,48000,11.3
13,51900,1.402487,-22.509961,21.4553,8.0850,1.3232,144.64,386.3,7,52000,12.5
14,55900,1.535932,-25.246141,24.2257,8.3729,1.3063,131.78,318.3,6,56000,13.8
15,59900,,,,,,36.46,38.0,1,60000,14.0
16,63900,1.509489,-27.781190,26.8117,8.0155,1.1075,185.69,270.2,4,64000,15.3
17,67900,1.614225,-30.238727,29.2839,8.8299,1.1378,201.89,473.0,5,68000,16.5
18,71900,1.548432,-32.631360,31.6716,8.3504,1.0476,296.14,338.0,1,72000,17.8
19,75900,1.563192,-34.936047,33.9698,8.6445,1.0577,305.26,394.7,3,76000,19.1
20,79900,,,,,,101.66,85.0,2,80000,19.3
21,83900,1.558507,-37.229278,36.2675,8.6749,1.1391,266.47,622.2,5,84000,20.6
22,87900,1.635938,-39.417855,38.4722,9.8135,1.1400,152.95,208.4,7,88000,21.9
23,91900,1.739819,-41.587679,40.6362,11.0975,1.1919,167.27,245.8,4,92000,23.2
24,95900,1.734317,-43.773281,42.8210,11.0508,1.1956,307.67,614.3,3,96000,24.5
25,99900,,,,,,396.80,1000.0,38,100000,24.7
26,103900,2.318399,-45.847812,44.9061,10.2792,1.1833,299.05,709.5,20,104000,26.0
27,107900,2.898561,-48.231539,47.2829,12.7098,1.2890,287.64,512.1,16,108000,27.3
28,111900,3.228647,-50.567573,49.6245,13.2091,1.2963,184.97,292.5,13,112000,28.5
29,115900,3.860719,-52.890712,51.9239,16.1570,1.3196,144.69,160.7,10,116000,29.8
30,119900,,,,,,191.27,244.2,6,120000,30.0
31,123900,3.853467,-55.242742,54.2802,16.5721,1.4048,270.17,261.9,12,124000,31.3
32,127900,4.134190,-57.503072,56.5256,21.1930,1.4338,251.01,214.9,12,128000,32.6
33,131900,4.201068,-59.741392,58.7523,21.2199,1.4797,149.52,132.3,3,132000,33.8
34,135900,4.078021,-61.894978,60.8960,19.9744,1.4753,359.87,304.0,2,136000,35.1
35,139900,,,,,,304.01,374.2,6,140000,35.4
36,143900,4.228196,-64.034958,63.0301,20.4399,1.4551,436.82,475.5,10,144000,36.6
37,147900,4.500057,-66.172689,65.1614,22.0080,1.5286,258.43,315.2,10,148000,37.9
38,151900,5.108954,-68.270492,67.2563,22.0517,1.5581,443.65,429.2,11,152000,39.2
39,155900,5.194911,-70.327947,69.3169,24.1333,1.5681,313.08,392.3,11,156000,40.4
40,159900,,,,,,198.71,225.2,8,160000,40.7
41,163900,5.614012,-72.405004,71.3929,27.7729,1.5950,256.60,347.6,7,164000,41.9
42,167900,5.524093,-74.447035,73.4159,28.6576,1.5650,395.27,428.4,7,168000,43.3
43,171900,5.720355,-76.495529,75.4682,27.9694,1.6255,699.84,585.8,6,172000,44.6
44,175900,5.938706,-78.461971,77.4153,28.1526,1.6768,502.09,517.0,4,176000,45.9
45,179900,,,,,,77.23,78.5,2,180000,46.1
46,183900,5.685951,-80.321631,79.2867,28.0001,1.7092,534.56,1001.0,2,184000,47.4
47,187900,6.125781,-82.166277,81.1331,30.6516,1.6834,287.07,217.1,7,188000,48.7
48,191900,6.121486,-83.959755,82.9278,29.0386,1.7665,358.01,360.9,10,192000,50.1
49,195900,7.020379,-85.764302,84.7126,33.4636,1.6656,351.61,328.7,7,196000,51.4
50,199900,,,,,,382.39,265.0,5,200000,51.6
51,203900,7.336909,-87.462509,86.4035,36.9373,1.8138,502.50,745.0,35,204000,53.1
52,207900,7.703973,-89.307454,88.2430,31.1224,1.7424,415.34,550.3,9,208000,54.6
53,211900,8.439622,-91.299035,90.2340,39.0923,1.8134,271.05,287.7,11,212000,56.0
54,215900,8.446157,-93.088488,92.0045,35.5199,1.9029,560.45,551.1,8,216000,57.3
55,219900,,,,,,456.97,500.4,10,220000,57.5
56,223900,9.281712,-95.050813,93.9540,43.4233,1.8269,421.77,524.8,9,224000,58.8
57,227900,8.929117,-96.993742,95.8899,40.0471,1.8345,430.77,468.7,15,228000,60.2
58,231900,9.682587,-98.886434,97.7862,47.9401,1.9039,421.77,305.5,17,232000,61.5
59,235900,10.579089,-100.752093,99.6437,49.7907,1.9946,217.60,138.4,12,236000,62.9
60,239900,,,,,,187.81,126.5,11,240000,63.1
61,243900,10.944979,-102.548538,101.4055,50.2508,1.9451,385.71,319.9,8,244000,64.4
62,247900,10.837748,-104.346386,103.2045,52.6429,2.0895,444.30,340.9,8,248000,65.7
63,251900,11.653481,-105.974225,104.8286,51.3455,2.0780,271.22,388.6,14,252000,67.1
1,3900,,,,,,-10.74,24.8,28,4000,0.3
2,7900,,,,,,-20.80,42.9,21,8000,0.6
3,11900,0.476284,-1.525901,0.9630,1.8891,0.0852,23.46,78.0,8,12000,1.9
4,15900,0.885162,-2.520091,1.1144,4.2579,0.8595,,,0,16000,3.3
5,19900,,,,,,-78.99,161.0,1,20000,3.5
6,23900,1.216006,-3.995587,2.2430,6.5879,1.4133,-92.55,201.6,12,24000,4.7
7,27900,1.260606,-7.188923,5.5003,7.7990,1.8812,,,0,28000,6.1
8,31900,1.261235,-10.226713,8.7166,7.9615,1.4854,-55.58,287.0,1,32000,7.4
