epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,47.31,7.1,514,262,4000,0.3
2,7900,,,,,,,,,,64.31,9.1,430,229,8000,0.7
3,11900,46.116847,45.556779,-3.010974,2.7448,2.7511,32.1473,31.7480,0.2452,0.0044,45.54,7.1,603,297,12000,1.5
4,15900,27.011822,21.719965,-5.106888,4.8809,5.0713,36.4455,30.0543,0.0403,0.0086,23.15,4.7,832,412,16000,2.2
5,19900,,,,,,,,,,22.17,4.6,869,449,20000,2.5
6,23900,9.282931,7.374335,-6.612636,6.0394,6.3190,18.6273,12.4958,0.0183,0.0015,22.10,4.6,871,438,24000,3.1
7,27900,6.258379,5.997984,-7.207271,6.7314,6.7588,6.4440,6.9329,0.0081,0.0003,22.02,4.6,864,444,28000,3.8
8,31900,6.090132,5.945656,-7.246510,7.0346,7.0539,7.0668,7.2646,0.0033,0.0003,22.20,4.6,863,457,32000,4.4
9,35900,6.177187,6.078259,-7.448002,7.3437,7.3554,7.1651,8.0903,0.0020,0.0003,21.94,4.6,875,461,36000,5.1
10,39900,,,,,,,,,,22.25,4.6,861,441,40000,5.3
11,43900,6.263453,6.152754,-7.721788,7.6640,7.6718,7.3920,8.5196,0.0015,0.0002,22.37,4.6,856,425,44000,6.0
12,47900,6.583922,6.446576,-8.130387,8.0602,8.0730,9.2527,9.8411,0.0013,0.0001,22.06,4.6,871,439,48000,6.7
13,51900,6.849387,6.697458,-8.491443,8.4517,8.4577,8.9374,8.2861,0.0012,0.0001,22.12,4.6,869,441,52000,7.4
14,55900,7.171984,6.989632,-8.783197,8.7777,8.7802,12.9274,12.5754,0.0010,0.0001,22.21,4.6,862,444,56000,8.1
15,59900,,,,,,,,,,22.13,4.6,859,428,60000,8.3
16,63900,7.924411,7.738084,-9.162467,9.1594,9.1673,15.0164,19.0098,0.0009,0.0001,22.21,4.6,874,432,64000,9.0
17,67900,8.231747,8.010862,-9.514786,9.5797,9.5832,12.5637,12.9922,0.0007,0.0001,22.06,4.6,865,425,68000,9.7
18,71900,8.865734,8.620986,-9.841533,9.9284,9.9326,12.3479,13.4857,0.0005,0.0000,22.04,4.6,860,433,72000,10.4
19,75900,9.620281,9.346620,-10.146903,10.2962,10.2944,17.4979,18.6597,0.0003,0.0000,22.24,4.6,871,415,76000,11.0
20,79900,,,,,,,,,,22.02,4.6,868,409,80000,11.3
21,83900,10.167840,9.881885,-10.501998,10.6519,10.6552,14.4974,14.9019,0.0002,0.0000,21.87,4.6,871,434,84000,12.0
22,87900,11.114205,10.793103,-10.736439,10.9352,10.9396,15.1339,17.2399,0.0001,0.0000,22.16,4.6,866,414,88000,12.7
23,91900,11.981580,11.618719,-11.065740,11.2743,11.2766,26.9655,27.2083,0.0001,0.0000,22.17,4.6,867,428,92000,13.4
24,95900,12.843754,12.475902,-11.401554,11.6046,11.6010,23.0625,25.0204,0.0002,0.0000,22.05,4.6,865,408,96000,14.1
25,99900,,,,,,,,,,22.10,4.6,865,457,100000,14.4
26,103900,13.664803,13.282165,-11.675118,11.8952,11.9035,23.1230,26.1794,0.0004,0.0000,21.88,4.6,871,431,104000,15.0
27,107900,14.667338,14.287407,-11.936866,12.1988,12.1974,32.5309,40.3393,0.0007,0.0000,22.24,4.6,863,443,108000,15.7
28,111900,15.674009,15.157886,-12.162821,12.4458,12.4390,34.3920,34.5028,0.0010,0.0000,22.16,4.6,872,449,112000,16.4
29,115900,16.762763,16.266456,-12.390477,12.7398,12.7466,23.4643,25.2758,0.0016,0.0000,22.07,4.6,860,446,116000,17.1
30,119900,,,,,,,,,,22.10,4.6,870,463,120000,17.4
31,123900,17.447482,16.851246,-12.630166,12.9633,12.9585,29.4040,30.1217,0.0029,0.0000,22.24,4.6,867,416,124000,18.1
32,127900,18.256199,17.611362,-12.940081,13.2318,13.2353,26.5034,28.6397,0.0063,0.0000,22.08,4.6,862,454,128000,18.8
33,131900,19.509826,18.829003,-13.089700,13.4530,13.4556,45.9015,50.1036,0.0327,0.0000,22.29,4.6,865,427,132000,19.5
34,135900,19.749453,18.989738,-15.057711,13.6389,13.6355,46.8128,48.9856,6.1791,0.0000,24.98,4.9,751,409,136000,20.2
35,139900,,,,,,,,,,76.72,10.4,383,183,140000,20.4
36,143900,21.598265,20.750037,-20.406520,14.1899,14.1836,49.8582,50.9359,1.3097,0.0000,54.49,8.1,518,256,144000,21.1
37,147900,22.810289,21.986489,-20.823775,14.6047,14.5990,55.3647,65.4476,0.1294,0.0000,52.55,7.9,503,254,148000,21.8
38,151900,24.393696,23.486831,-21.173158,15.2674,15.2713,50.3756,54.6819,0.0396,0.0000,53.21,7.9,500,260,152000,22.4
39,155900,27.558984,26.597479,-22.161067,16.6964,16.7043,52.3777,58.4308,0.0698,0.0000,54.14,8.0,495,248,156000,23.1
40,159900,,,,,,,,,,59.46,8.6,471,234,160000,23.4
41,163900,31.162223,30.072203,-22.734580,18.8268,18.8399,71.2584,77.8175,0.1679,0.0000,68.24,9.5,408,203,164000,24.1
42,167900,34.554977,33.386562,-23.701844,19.6895,19.6841,95.5025,106.9573,1.0758,0.0000,82.94,11.1,350,160,168000,24.7
43,171900,36.463175,35.243550,-24.514989,20.4262,20.4271,73.5261,79.0340,0.2918,0.0000,98.49,12.8,309,162,172000,25.4
44,175900,38.155551,36.716628,-25.296983,21.2177,21.2285,64.1760,66.5476,0.3412,0.0000,99.91,12.9,312,156,176000,26.1
45,179900,,,,,,,,,,101.07,13.1,301,143,180000,26.3
46,183900,40.301912,38.884152,-26.222894,21.8981,21.8828,77.0413,84.8598,0.2895,0.0000,106.03,13.6,294,147,184000,27.0
47,187900,42.433713,40.912072,-27.191907,22.5257,22.5359,80.3015,86.6402,0.2087,0.0000,105.93,13.6,295,158,188000,27.7
48,191900,44.392957,42.580718,-28.210339,23.4157,23.4115,85.6009,85.0495,0.3847,0.0000,101.62,13.1,309,148,192000,28.3
49,195900,46.368691,44.240996,-28.990366,24.2181,24.2184,98.4054,100.6714,0.5247,0.0000,98.69,12.8,316,149,196000,29.0
50,199900,,,,,,,,,,97.55,12.7,309,144,200000,29.2
51,203900,49.713125,47.527259,-29.533187,24.8310,24.8411,95.4677,103.9425,0.2407,0.0000,96.89,12.6,323,166,204000,29.9
52,207900,51.040715,48.577905,-30.457964,25.6704,25.6637,89.1653,97.6731,0.2916,0.0000,95.50,12.4,313,154,208000,30.6
53,211900,53.387387,50.630257,-31.312055,26.4746,26.4844,91.6398,100.7662,0.3748,0.0000,101.46,13.1,307,143,212000,31.3
54,215900,55.904788,52.979314,-31.969221,27.1345,27.1163,126.5216,121.2067,0.2697,0.0000,102.97,13.3,295,151,216000,32.0
55,219900,,,,,,,,,,112.17,14.2,281,148,220000,32.2
56,223900,58.926125,55.936248,-32.901525,27.9328,27.9487,102.4063,113.3554,0.4175,0.0000,116.90,14.7,262,139,224000,32.9
57,227900,59.879050,56.615977,-33.715787,28.7433,28.7513,109.6325,143.3817,0.4208,0.0000,127.38,15.9,254,133,228000,33.5
58,231900,63.411422,59.732873,-34.627966,29.5560,29.5373,138.5588,144.0339,0.6217,0.0000,118.43,14.9,261,130,232000,34.2
59,235900,65.412612,61.603675,-35.455919,30.3839,30.4082,176.4582,194.1332,0.5525,0.0000,137.67,17.0,241,124,236000,34.9
60,239900,,,,,,,,,,140.69,17.3,232,122,240000,35.1
61,243900,67.250656,63.544523,-36.536574,31.5108,31.5052,136.1930,163.6781,0.6143,0.0000,150.37,18.4,211,102,244000,35.8
62,247900,70.502588,66.365831,-37.231122,32.1569,32.1657,109.8076,114.1876,0.4431,0.0000,148.98,18.2,221,113,248000,36.5
63,251900,73.794424,69.574971,-38.015390,32.9367,32.9392,133.1925,142.3735,0.3659,0.0000,152.70,18.6,208,102,252000,37.1
64,255900,75.151734,70.770795,-39.117928,33.9613,33.9797,133.8734,131.8601,0.6381,0.0000,159.58,19.4,206,94,256000,37.8
65,259900,,,,,,,,,,176.53,21.2,190,103,260000,38.1
66,263900,75.791498,71.333992,-40.127960,34.6067,34.6107,155.0591,163.5357,0.5924,0.0000,165.20,20.0,194,95,264000,38.8
67,267900,78.553232,73.792406,-40.901533,35.5545,35.5561,148.9324,158.7609,0.8179,0.0000,169.31,20.4,196,99,268000,39.5
68,271900,80.297428,75.280938,-41.776573,36.4266,36.4403,172.5242,186.2193,0.6787,0.0000,169.76,20.5,203,102,272000,40.2
69,275900,85.929312,80.645859,-42.344948,37.0494,37.0746,199.9296,222.5421,0.4590,0.0000,146.65,18.0,230,110,276000,40.8
70,279900,,,,,,,,,,158.85,19.3,199,93,280000,41.1
71,283900,86.353972,81.049008,-43.422472,37.9931,37.9964,158.8280,173.7099,1.2111,0.0000,163.93,19.8,201,89,284000,41.8
72,287900,86.959206,81.846930,-44.455348,39.0058,39.0049,156.1239,155.9812,0.8138,0.0000,170.81,20.6,200,97,288000,42.5
73,291900,91.143186,85.677575,-45.266914,39.5943,39.6071,192.4341,232.0756,0.5743,0.0000,152.65,18.6,203,100,292000,43.1
74,295900,92.750435,87.405604,-46.179987,40.5512,40.5619,190.9431,230.1585,1.1049,0.0000,161.31,19.5,205,102,296000,43.8
75,299900,,,,,,,,,,172.84,20.8,195,86,300000,44.0
76,303900,96.773345,91.056642,-46.936540,41.1807,41.1885,210.4566,211.7640,1.0186,0.0000,171.85,20.7,203,110,304000,44.7
77,307900,97.072101,91.389050,-48.048220,42.0773,42.0796,242.1719,274.8744,1.3706,0.0000,157.47,19.1,213,118,308000,45.4
78,311900,100.060704,93.803929,-48.666712,42.8220,42.8339,223.9182,230.6991,3.2930,0.0000,155.11,18.8,197,101,312000,46.1
79,315900,102.301639,95.707192,-49.767627,43.8103,43.8160,215.2107,229.0959,2.2618,0.0000,164.27,19.8,209,99,316000,46.7
80,319900,,,,,,,,,,156.53,19.0,214,91,320000,47.0
