epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,-15.12,24.9,33,15,4000,0.3,,,
2,7900,,,,,,,-17.57,42.4,8,3,8000,0.6,,,
3,11900,0.471670,-1.240289,0.8062,1.9341,0.0613,0.0062,8.41,94.1,11,7,12000,2.3,,,
4,15900,0.754130,-0.783917,0.0866,3.9393,0.6303,0.0036,,,0,0,16000,3.8,,,
5,19900,,,,,,,-92.94,187.0,2,0,20000,4.1,,,
6,23900,1.202921,-1.043676,-0.1606,6.7908,1.2164,0.0000,-87.82,178.4,7,5,24000,5.6,,,
7,27900,1.378759,-3.192183,1.9904,7.9499,1.2991,0.0000,,,0,0,28000,7.2,,,
8,31900,1.247433,-5.648469,4.4717,7.8986,1.1420,0.0013,,,0,0,32000,8.8,,,
9,35900,1.094283,-7.702362,6.7443,7.1798,1.1314,0.0230,,,0,0,36000,10.4,,,
10,39900,,,,,,,,,0,0,40000,10.6,,,
11,43900,0.964741,-9.732107,8.8601,6.7220,1.0573,0.0233,-90.28,433.0,1,1,44000,12.2,,,
12,47900,0.937700,-11.787791,10.9678,6.2129,1.0074,0.0247,,,0,0,48000,13.8,,,
13,51900,0.933340,-13.912556,13.1259,5.9474,1.0020,0.0255,137.49,349.0,2,2,52000,15.4,,,
14,55900,0.937500,-15.982605,15.2350,6.0201,1.2011,0.0307,146.78,559.0,1,1,56000,17.0,,,
15,59900,,,,,,,202.71,571.0,1,0,60000,17.3,,,
16,63900,0.943483,-17.951353,17.2555,5.7276,1.1713,0.0353,254.67,528.5,2,1,64000,18.9,,,
17,67900,1.040147,-19.837303,19.1846,6.2075,1.1985,0.0403,262.58,488.8,4,3,68000,20.4,,,
18,71900,1.088457,-21.728630,21.0862,6.0416,1.2603,0.0444,214.23,270.0,2,1,72000,22.0,,,
19,75900,1.178082,-23.614072,22.9835,6.3910,1.2600,0.0481,187.27,317.3,3,1,76000,23.7,,,
20,79900,,,,,,,330.56,639.8,6,3,80000,23.9,,,
21,83900,1.274035,-25.435631,24.8254,6.7911,1.3534,0.0521,188.04,404.5,4,2,84000,25.9,0.743674,0.555322,0.094176
22,87900,1.357914,-27.212892,26.6077,7.1795,1.3408,0.0565,,,0,0,88000,27.7,0.324404,0.200595,0.061904
23,91900,1.344914,-28.963692,28.3655,6.8786,1.3356,0.0595,403.63,878.5,2,1,92000,29.6,0.099182,0.026017,0.036582
24,95900,1.357690,-30.620909,30.0497,7.0491,1.3901,0.0637,682.18,752.0,1,0,96000,31.5,0.059003,0.012974,0.023014
25,99900,,,,,,,409.87,975.0,46,27,100000,31.7,,,
26,103900,1.708106,-32.261307,31.7015,7.7208,1.4206,0.0705,387.40,814.3,21,11,104000,33.6,0.480290,0.394224,0.043033
27,107900,2.125045,-34.148887,33.6048,8.3212,1.4391,0.0768,332.34,595.0,13,7,108000,35.4,0.256891,0.196650,0.030121
28,111900,2.259247,-36.093133,35.5214,9.0814,1.4869,0.0849,413.51,628.7,12,5,112000,37.3,0.135837,0.092851,0.021493
29,115900,2.562085,-38.095430,37.4908,10.3762,1.5121,0.0900,126.49,105.2,8,5,116000,39.2,0.179780,0.138187,0.020797
30,119900,,,,,,,456.04,592.0,2,2,120000,39.4,,,
31,123900,2.652870,-40.046719,39.4479,10.1787,1.6017,0.0933,335.45,304.8,5,4,124000,41.4,0.067640,0.040875,0.013383
32,127900,2.730395,-42.001861,41.3885,10.3377,1.6251,0.0969,197.58,149.0,2,2,128000,43.3,0.032386,0.013631,0.009378
33,131900,2.699525,-43.878966,43.2604,10.7370,1.6072,0.1021,421.52,315.0,3,1,132000,45.1,0.027319,0.012481,0.007419
34,135900,2.943911,-45.670676,45.0424,11.0457,1.7220,0.1095,372.39,272.4,5,2,136000,47.0,0.025982,0.013403,0.006290
35,139900,,,,,,,,,0,0,140000,47.2,,,
36,143900,2.959853,-47.471678,46.8219,11.3437,1.6279,0.1182,176.33,115.0,1,1,144000,49.1,0.020538,0.009640,0.005449
37,147900,2.990575,-49.228250,48.5829,11.7550,1.5817,0.1209,679.14,521.5,2,1,148000,50.9,0.010260,0.002599,0.003831
38,151900,3.055667,-50.962226,50.3057,12.1287,1.6969,0.1268,646.84,712.0,3,0,152000,52.8,0.020972,0.013128,0.003922
39,155900,3.023228,-52.665886,52.0221,11.7866,1.6514,0.1305,269.41,208.0,1,1,156000,54.7,0.008073,0.002414,0.002830
40,159900,,,,,,,463.02,337.3,7,5,160000,54.9,,,
41,163900,3.156879,-54.285178,53.6526,12.0828,1.7348,0.1369,655.77,734.5,4,3,164000,56.8,0.064672,0.054504,0.005084
42,167900,3.338359,-55.772706,55.1560,13.2130,1.6346,0.1407,623.87,703.5,2,2,168000,58.7,0.035918,0.027603,0.004158
43,171900,3.412292,-57.256850,56.6434,13.7686,1.8598,0.1482,629.27,705.0,3,0,172000,60.5,0.016552,0.011540,0.002506
44,175900,3.422521,-58.718975,58.0999,13.1610,1.7801,0.1510,929.62,1001.0,2,1,176000,62.4,0.005951,0.002359,0.001796
45,179900,,,,,,,609.01,696.6,8,5,180000,62.6,,,
46,183900,3.643956,-60.100274,59.4928,14.4646,1.7572,0.1571,508.27,658.4,5,1,184000,64.5,0.068727,0.059712,0.004508
47,187900,3.807195,-61.536613,60.9092,16.5171,1.7588,0.1649,489.87,315.9,7,4,188000,66.4,0.037255,0.030710,0.003273
48,191900,4.086988,-62.832466,62.2196,15.9938,1.8541,0.1667,225.22,147.3,3,0,192000,68.3,0.057574,0.049083,0.004246
49,195900,4.211887,-64.112533,63.5128,17.2606,1.8148,0.1698,260.25,167.0,3,2,196000,70.2,0.011632,0.005922,0.002855
50,199900,,,,,,,859.22,716.5,2,2,200000,70.4,,,
51,203900,4.566402,-65.227553,64.6351,17.9969,1.7779,0.1787,680.94,956.1,40,20,204000,72.3,0.200713,0.182123,0.009295
52,207900,5.066529,-66.679718,66.0931,17.5467,1.9926,0.1857,627.13,911.8,11,5,208000,74.2,0.180968,0.159109,0.010929
53,211900,5.024102,-68.236660,67.6630,16.0950,1.9418,0.1917,672.36,898.2,9,3,212000,76.1,0.099280,0.085668,0.006806
54,215900,5.454567,-69.882806,69.2804,17.9992,1.9472,0.1927,353.71,545.5,4,3,216000,78.0,0.084778,0.070514,0.007132
55,219900,,,,,,,570.28,732.0,3,2,220000,78.2,,,
56,223900,5.757249,-71.499243,70.9091,19.9896,1.9329,0.1971,810.72,739.0,3,2,224000,80.1,0.033890,0.026580,0.003655
57,227900,5.617784,-73.141356,72.5536,18.1135,1.9448,0.2030,441.93,260.0,1,0,228000,82.0,0.031745,0.024886,0.003429
58,231900,6.141156,-74.778170,74.1807,20.6438,2.0624,0.2134,610.16,640.0,4,1,232000,83.8,0.023412,0.017544,0.002934
59,235900,6.025613,-76.286147,75.6870,18.5739,2.0772,0.2170,629.94,773.7,3,1,236000,85.7,0.028761,0.022663,0.003049
60,239900,,,,,,,879.34,488.0,5,1,240000,85.9,,,
61,243900,6.314169,-77.914107,77.3004,21.1205,1.9789,0.2210,619.76,459.2,6,0,244000,87.9,0.048860,0.041586,0.003637
62,247900,6.564063,-79.539635,78.9240,24.3114,2.0808,0.2291,500.19,610.0,4,1,248000,89.7,0.067391,0.057154,0.005119
63,251900,7.081783,-81.012664,80.3982,23.7775,2.0821,0.2350,454.36,389.6,5,2,252000,91.6,0.040937,0.033994,0.003472
64,255900,7.234494,-82.498272,81.8732,28.5167,2.0883,0.2444,751.14,386.1,8,1,256000,93.4,0.038788,0.031711,0.003539
65,259900,,,,,,,969.08,646.6,7,2,260000,93.7,,,
66,263900,7.843982,-83.948752,83.3291,27.8708,2.0973,0.2452,319.73,255.0,8,4,264000,95.6,0.062657,0.054227,0.004215
67,267900,7.914384,-85.405520,84.7848,26.5607,2.2012,0.2552,695.03,581.3,3,2,268000,97.4,0.033959,0.026721,0.003619
68,271900,8.374644,-86.713233,86.1096,27.5046,2.1613,0.2664,697.80,567.8,9,5,272000,99.3,0.025492,0.020087,0.002703
69,275900,8.419179,-88.034931,87.4063,27.6105,2.1856,0.2692,468.35,390.5,4,2,276000,101.1,0.028552,0.023018,0.002767
70,279900,,,,,,,423.37,594.4,8,3,280000,101.4,,,
71,283900,8.945866,-89.430093,88.7965,29.5509,2.2801,0.2805,983.27,739.2,8,3,284000,103.3,0.034325,0.027579,0.003373
72,287900,9.535386,-90.712693,90.0901,32.3811,2.3253,0.2829,775.69,670.2,8,6,288000,105.2,0.033637,0.027324,0.003157
73,291900,10.203567,-91.896665,91.2843,36.8866,2.4477,0.3043,611.16,625.2,4,3,292000,107.1,0.036078,0.028790,0.003644
74,295900,9.926504,-93.035043,92.4222,31.5266,2.2308,0.3017,714.72,520.5,4,1,296000,109.0,0.032767,0.026921,0.002923
75,299900,,,,,,,1218.24,1001.0,1,0,300000,109.2,,,
76,303900,9.755438,-94.168261,93.5559,36.6430,2.3265,0.3157,1017.18,865.2,21,14,304000,111.1,0.013169,0.009280,0.001945
77,307900,11.675994,-95.626788,95.0062,39.7924,2.3644,0.3217,847.61,770.9,9,3,308000,113.0,0.099862,0.088176,0.005843
78,311900,11.155125,-96.823376,96.2243,35.3983,2.4559,0.3287,1127.65,860.0,8,7,312000,114.9,0.025018,0.018694,0.003162
79,315900,11.549722,-98.191073,97.5958,32.6251,2.4325,0.3307,890.15,552.4,5,0,316000,116.7,0.064071,0.054558,0.004756
80,319900,,,,,,,484.08,292.0,8,5,320000,117.0,,,
