epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,-12.86,26.5,22,4000,0.3
2,7900,,,,,,-15.54,40.0,13,8000,0.5
3,11900,0.433183,-2.224174,1.3716,1.8261,0.0645,,,0,12000,1.9
4,15900,0.806168,-1.886686,1.0900,3.8014,0.3640,-104.94,142.6,5,16000,3.1
5,19900,,,,,,,,0,20000,3.3
6,23900,0.885158,-2.082968,0.6000,5.1670,1.0580,,,0,24000,4.6
7,27900,0.918708,-4.728342,2.6157,6.0761,1.5140,-231.97,247.7,7,28000,5.8
8,31900,1.204569,-7.491083,5.5973,7.6227,1.4517,-184.03,248.8,9,32000,7.1
9,35900,1.222178,-10.212797,8.4700,7.9325,1.3254,-226.00,357.3,3,36000,8.3
10,39900,,,,,,46.45,43.0,1,40000,8.5
11,43900,1.178864,-13.108552,11.5081,7.3417,1.1710,-101.84,417.3,3,44000,9.8
12,47900,1.216963,-15.931103,14.4352,8.0643,1.0876,-74.67,406.0,6,48000,11.1
13,51900,1.480387,-18.741693,17.3418,8.1469,1.1113,-32.52,394.4,10,52000,12.4
14,55900,1.614777,-21.558044,20.2253,8.6403,1.0940,45.31,268.3,9,56000,13.7
15,59900,,,,,,101.78,252.4,8,60000,13.9
16,63900,1.765712,-24.363390,23.0562,9.0249,1.0970,-24.62,387.0,2,64000,15.2
17,67900,1.881112,-27.144907,25.8470,9.3750,1.1195,165.56,514.8,4,68000,16.4
18,71900,2.000437,-29.884899,28.6056,10.2346,1.1834,97.86,354.6,8,72000,17.7
19,75900,2.144598,-32.601371,31.3243,11.2504,1.2641,120.41,508.8,8,76000,18.9
20,79900,,,,,,177.38,218.9,9,80000,19.2
21,83900,2.300972,-35.247454,33.9841,11.6792,1.2562,243.48,272.2,9,84000,20.4
22,87900,2.482510,-37.909027,36.6443,13.0618,1.2675,132.76,275.0,10,88000,21.7
23,91900,2.527050,-40.507417,39.2459,13.3697,1.3004,111.62,115.0,3,92000,23.0
24,95900,2.498800,-43.020930,41.7802,14.1706,1.2744,133.39,118.0,1,96000,24.2
25,99900,,,,,,197.91,851.2,35,100000,24.5
26,103900,2.997694,-45.423111,44.1911,14.0624,1.3343,168.73,607.6,18,104000,25.8
27,107900,3.388118,-48.078958,46.8323,16.0169,1.3835,181.18,397.9,12,108000,27.0
28,111900,3.816999,-50.765380,49.5241,18.7498,1.3894,140.45,128.4,12,112000,28.3
