epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,,,0,0,4000,0.2
2,7900,,,,,,,,,,,,0,0,8000,0.5
3,11900,0.072174,0.068292,-0.923958,0.0634,0.0635,0.4767,0.5249,0.0808,0.0035,,,0,0,12000,2.0
4,15900,0.050494,0.050132,-0.905660,0.2975,0.2979,0.5714,0.5737,0.1065,0.0080,,,0,0,16000,3.5
5,19900,,,,,,,,,,,,0,0,20000,3.6
6,23900,0.072387,0.068801,-0.841690,0.3614,0.3615,0.7592,0.7281,0.1486,0.0050,,,0,0,24000,5.2
7,27900,0.085752,0.082246,-0.648767,0.2309,0.2309,0.9851,0.9710,0.1521,0.0139,,,0,0,28000,6.7
8,31900,0.095674,0.092785,-0.176661,-0.0667,-0.0668,1.1458,1.1929,0.2190,0.0160,,,0,0,32000,8.2
9,35900,0.096921,0.094014,0.320090,-0.4990,-0.4991,1.0947,1.0867,0.2745,0.0114,,,0,0,36000,9.7
10,39900,,,,,,,,,,,,0,0,40000,9.8
11,43900,0.132532,0.131905,0.300229,-0.7728,-0.7725,1.6228,1.5606,0.2651,0.0150,,,0,0,44000,11.3
12,47900,0.135828,0.135211,0.381135,-0.8023,-0.8025,1.4674,1.4843,0.2392,0.0142,,,0,0,48000,12.8
13,51900,0.129393,0.128379,0.212965,-0.9167,-0.9167,1.5321,1.4685,0.2849,0.0212,,,0,0,52000,14.3
14,55900,0.472446,0.471485,0.327608,-1.3530,-1.3548,3.1808,3.1345,0.3148,0.0252,,,0,0,56000,15.8
15,59900,,,,,,,,,,,,0,0,60000,16.0
16,63900,0.299093,0.303414,1.307356,-2.0771,-2.0775,2.5408,2.4324,0.3391,0.0210,,,0,0,64000,17.4
17,67900,0.265623,0.267571,2.015305,-2.7353,-2.7357,2.6040,2.5354,0.2901,0.0242,,,0,0,68000,18.9
18,71900,0.244843,0.243433,2.659478,-3.3530,-3.3535,2.4719,2.3995,0.3269,0.0226,,,0,0,72000,20.5
19,75900,0.226358,0.225199,3.229714,-3.9183,-3.9184,2.3866,2.3449,0.3390,0.0247,,,0,0,76000,22.1
20,79900,,,,,,,,,,,,0,0,80000,22.3
21,83900,0.249153,0.249083,3.464313,-4.3221,-4.3220,2.7525,2.6279,0.3398,0.0268,,,0,0,84000,23.8
22,87900,0.239486,0.239521,3.623656,-4.5075,-4.5075,2.7329,2.6177,0.3171,0.0278,,,0,0,88000,25.4
23,91900,0.237815,0.236872,3.900261,-4.6956,-4.6958,2.7134,2.6112,0.3485,0.0312,,,0,0,92000,26.8
24,95900,0.254949,0.255874,4.040535,-4.8726,-4.8728,2.9366,2.8687,0.4388,0.0336,,,0,0,96000,28.4
25,99900,,,,,,,,,,-336.01,1000.0,100,53,100000,28.5
26,103900,0.947228,0.941010,3.358625,-4.5786,-4.5784,4.6819,4.3268,0.4693,0.0339,,,0,0,104000,30.0
27,107900,0.838001,0.831682,2.578730,-3.6391,-3.6388,3.9478,3.7903,0.4385,0.0344,,,0,0,108000,31.5
28,111900,0.735971,0.727400,2.578925,-3.4125,-3.4127,3.8322,3.7061,0.4660,0.0319,,,0,0,112000,33.0
29,115900,0.661706,0.654540,2.607825,-3.3495,-3.3492,3.6161,3.4028,0.6470,0.0313,,,0,0,116000,34.5
30,119900,,,,,,,,,,,,0,0,120000,34.7
31,123900,0.559088,0.555324,2.682275,-3.3853,-3.3853,3.4344,3.2906,0.6740,0.0311,,,0,0,124000,36.2
32,127900,0.519133,0.517145,2.724042,-3.4209,-3.4209,3.3309,3.1643,0.7055,0.0298,,,0,0,128000,37.6
33,131900,0.478978,0.477746,2.739834,-3.4124,-3.4124,3.2653,3.0897,0.6708,0.0307,,,0,0,132000,39.2
34,135900,0.422085,0.421145,2.718054,-3.3883,-3.3883,3.0898,2.9533,0.7392,0.0303,,,0,0,136000,40.7
35,139900,,,,,,,,,,,,0,0,140000,40.9
36,143900,0.462805,0.460399,2.692640,-3.3671,-3.3674,3.2479,3.1628,0.6322,0.0283,,,0,0,144000,42.4
37,147900,0.435848,0.434102,2.682075,-3.3481,-3.3480,3.2373,3.2019,0.6549,0.0299,,,0,0,148000,43.9
38,151900,0.412717,0.409391,2.663066,-3.3422,-3.3423,3.2960,3.1383,0.6457,0.0326,,,0,0,152000,45.4
39,155900,0.425010,0.421401,2.656309,-3.3208,-3.3208,3.2760,3.2307,0.6450,0.0343,,,0,0,156000,46.9
40,159900,,,,,,,,,,,,0,0,160000,47.0
41,163900,0.403367,0.398038,2.597356,-3.2697,-3.2697,3.3737,3.3483,0.6030,0.0340,,,0,0,164000,48.5
42,167900,0.427144,0.423033,2.518210,-3.2067,-3.2067,3.5179,3.4271,0.6048,0.0362,,,0,0,168000,50.1
43,171900,0.440297,0.435066,2.377343,-3.1000,-3.0999,3.6011,3.5717,0.6846,0.0352,,,0,0,172000,51.6
44,175900,0.462832,0.458417,2.266690,-2.9849,-2.9849,3.7153,3.7869,0.6764,0.0364,,,0,0,176000,53.1
45,179900,,,,,,,,,,,,0,0,180000,53.2
46,183900,0.484144,0.473249,2.209705,-2.8900,-2.8900,4.1446,4.0862,0.6793,0.0397,,,0,0,184000,54.7
47,187900,0.472717,0.466550,2.100204,-2.7891,-2.7891,3.9597,4.0166,0.6177,0.0415,,,0,0,188000,56.2
48,191900,0.514670,0.506957,2.046691,-2.7104,-2.7101,4.0979,4.1869,0.6732,0.0427,,,0,0,192000,57.7
