epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,12.70,18.3,145,4000,0.2
2,7900,,,,,,26.21,27.3,83,8000,0.5
3,11900,0.226154,-2.853687,2.5953,0.6418,0.0287,71.54,48.9,66,12000,1.7
4,15900,0.516929,-7.425454,7.0181,1.5840,0.1689,175.47,89.0,6,16000,2.8
5,19900,,,,,,175.48,94.2,92,20000,3.0
6,23900,1.520481,-12.764434,12.1506,3.9441,0.2962,84.14,47.4,38,24000,4.1
7,27900,2.342852,-18.245520,17.4741,6.9024,0.3545,174.61,88.7,30,28000,5.3
8,31900,4.245048,-23.919475,23.0783,10.8326,0.5003,209.74,97.7,69,32000,6.5
9,35900,5.670878,-29.337419,28.5382,14.4850,0.6193,104.63,61.5,62,36000,7.7
10,39900,,,,,,221.98,102.3,34,40000,7.9
11,43900,8.489784,-34.599460,33.7141,18.3911,0.6004,207.76,100.0,4,44000,9.1
12,47900,9.843548,-40.713584,39.6922,22.1536,0.6472,244.93,113.2,6,48000,10.2
13,51900,13.830216,-47.762304,46.5745,35.6657,0.6586,352.25,133.4,92,52000,11.4
14,55900,16.078655,-53.541342,52.3038,39.8548,0.6400,278.59,113.5,4,56000,12.5
15,59900,,,,,,227.71,107.4,19,60000,12.7
16,63900,18.637636,-60.395533,59.0711,43.5475,0.7329,276.14,115.2,79,64000,13.9
17,67900,22.128638,-66.520586,65.0788,52.7083,0.8549,97.69,41.8,8,68000,15.0
18,71900,24.367644,-73.681455,72.2050,54.8243,0.7904,153.84,61.1,12,72000,16.2
19,75900,29.361877,-80.517950,78.9467,68.1492,0.9281,265.40,97.3,124,76000,17.4
20,79900,,,,,,25.60,20.8,124,80000,17.6
21,83900,37.844744,-86.219271,84.5479,83.8988,1.0188,165.54,78.4,21,84000,18.7
22,87900,39.231541,-92.577950,90.7695,94.2386,1.1153,287.47,124.0,26,88000,19.8
23,91900,42.421051,-99.366707,97.3865,104.0805,1.1617,287.57,126.7,15,92000,21.0
24,95900,47.793311,-106.053667,104.0341,124.4303,1.2899,327.67,131.7,56,96000,22.2
25,99900,,,,,,317.41,131.0,21,100000,22.3
26,103900,51.601830,-112.506501,110.4439,143.6021,1.4438,323.03,137.0,16,104000,23.5
27,107900,55.338490,-119.192369,117.1161,150.9229,1.4560,298.53,125.9,58,108000,24.7
28,111900,61.159851,-125.001557,122.8845,154.2606,1.3890,308.27,122.5,26,112000,25.8
29,115900,65.513907,-131.555487,129.3930,174.9468,1.5202,290.99,118.4,17,116000,26.9
30,119900,,,,,,279.37,115.5,64,120000,27.1
31,123900,73.734031,-137.056187,134.9398,187.4586,1.7100,268.93,111.6,19,124000,28.2
32,127900,77.518523,-142.807515,140.6714,186.9332,1.5414,306.81,119.9,13,128000,29.4
33,131900,85.474517,-148.350102,146.2016,198.2475,1.6984,311.97,123.2,62,132000,30.7
34,135900,88.757819,-153.631281,151.4064,214.0864,1.7612,303.95,122.9,27,136000,31.9
35,139900,,,,,,295.34,120.0,10,140000,32.1
36,143900,94.270953,-159.506516,157.2538,220.6708,1.8141,318.77,126.2,64,144000,33.3
37,147900,100.745115,-164.121800,161.9122,223.3244,1.9121,319.10,125.2,24,148000,34.5
38,151900,106.856565,-169.190415,166.9913,240.0309,2.0280,248.02,105.9,28,152000,35.9
39,155900,115.828219,-173.775152,171.6048,257.4112,2.1831,273.27,112.8,54,156000,37.1
40,159900,,,,,,306.26,122.1,19,160000,37.2
41,163900,119.227035,-178.352549,176.1511,253.2308,2.2306,322.39,126.1,23,164000,38.4
42,167900,124.188270,-183.253963,180.9981,256.0648,2.3771,324.92,126.9,53,168000,39.6
43,171900,135.286682,-187.392267,185.0466,282.8212,2.4596,291.46,120.2,24,172000,40.7
44,175900,136.854691,-192.732186,190.3550,284.9723,2.4766,352.27,125.7,13,176000,41.8
45,179900,,,,,,350.39,127.3,52,180000,42.0
46,183900,147.220783,-196.845853,194.4592,297.7905,2.5326,352.31,128.9,34,184000,43.2
47,187900,152.600004,-201.444042,199.0131,311.4993,2.4931,353.01,127.2,5,188000,44.3
48,191900,162.253375,-206.429540,203.9075,299.3379,2.8341,362.60,130.1,42,192000,45.5
49,195900,179.727561,-210.107332,207.5917,317.6477,2.5452,368.71,130.3,48,196000,46.6
50,199900,,,,,,399.71,136.5,8,200000,46.8
51,203900,181.393400,-215.066178,212.4808,347.2889,2.7123,372.59,134.6,23,204000,47.9
52,207900,192.181841,-219.128907,216.5605,329.3135,2.6670,393.76,139.7,51,208000,49.1
53,211900,203.231228,-222.815024,220.2367,366.8723,2.7082,413.65,145.6,24,212000,50.3
54,215900,207.234082,-227.237085,224.6310,347.3208,2.9190,328.79,126.1,11,216000,51.4
55,219900,,,,,,343.66,140.8,31,220000,51.6
56,223900,214.467375,-230.953279,228.3341,361.1290,2.6955,339.89,141.4,55,224000,52.7
57,227900,227.718051,-234.310162,231.6861,367.8996,2.9796,337.58,141.6,8,228000,54.0
58,231900,236.604419,-238.331330,235.7177,387.0656,2.9608,344.51,134.7,19,232000,55.4
59,235900,245.074787,-241.363600,238.7595,382.9804,2.9955,314.94,127.3,71,236000,56.6
60,239900,,,,,,276.89,115.4,7,240000,56.8
61,243900,248.715638,-245.136952,242.5137,365.2016,3.0804,375.22,140.8,11,244000,58.1
62,247900,248.659004,-248.438680,245.8625,397.1246,3.2791,375.65,138.9,41,248000,59.3
63,251900,271.408293,-250.778996,248.1917,431.3782,3.2589,354.44,133.6,55,252000,60.5
64,255900,280.652309,-254.045626,251.4623,426.8440,3.2580,180.52,86.6,47,256000,61.7
65,259900,,,,,,151.99,79.7,36,260000,61.9
66,263900,292.137278,-256.939152,254.3673,425.4902,3.3591,203.46,93.6,34,264000,63.0
67,267900,297.910676,-259.556027,256.8910,437.0423,3.3289,246.96,104.8,55,268000,64.2
68,271900,306.799637,-262.604136,259.8743,441.5670,3.2768,319.17,124.0,10,272000,65.3
69,275900,312.205134,-265.525310,262.7630,470.4718,3.3511,332.02,127.9,15,276000,66.5
70,279900,,,,,,367.93,135.1,66,280000,66.6
