epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,45.85,7.0,527,267,4000,0.3,,,
2,7900,,,,,,,,,,63.07,9.0,421,232,8000,0.7,,,
3,11900,46.102734,45.512084,-2.973851,2.7085,2.7402,32.1109,31.2575,0.2397,0.0037,47.10,7.3,603,294,12000,1.5,,,
4,15900,27.196043,21.420389,-5.024298,4.8356,5.0493,37.6460,30.7389,0.0387,0.0031,23.03,4.7,844,414,16000,2.2,,,
5,19900,,,,,,,,,,22.34,4.6,860,429,20000,2.4,,,
6,23900,9.340426,7.361985,-6.508866,6.0051,6.3234,19.2630,12.2575,0.0182,0.0039,22.30,4.6,869,421,24000,3.2,,,
7,27900,6.025422,5.823795,-7.133377,6.7388,6.7643,6.9458,6.8429,0.0083,0.0264,22.97,4.7,839,437,28000,3.9,,,
8,31900,5.800164,5.699412,-7.226835,7.0346,7.0568,6.9048,6.9187,0.0034,0.0001,23.02,4.7,846,390,32000,4.6,,,
9,35900,5.692999,5.595343,-7.531775,7.3977,7.4062,6.5812,6.5883,0.0021,0.0002,23.26,4.7,843,422,36000,5.3,,,
10,39900,,,,,,,,,,23.07,4.7,855,441,40000,5.5,,,
11,43900,5.852490,5.733591,-7.866875,7.7527,7.7636,7.7759,8.0855,0.0016,0.0004,23.34,4.8,840,398,44000,6.2,,,
12,47900,5.986745,5.838707,-8.237260,8.1071,8.1237,9.1433,10.2984,0.0013,0.0009,23.30,4.7,841,414,48000,6.9,,,
13,51900,6.017992,5.842323,-8.728653,8.5499,8.5576,9.6637,10.0614,0.0011,0.0046,23.29,4.7,845,419,52000,7.6,,,
14,55900,6.292688,6.111663,-8.983060,8.9175,8.9155,10.4984,11.3141,0.0009,0.2789,22.84,4.7,853,427,56000,8.4,,,
15,59900,,,,,,,,,,22.40,4.6,857,421,60000,8.6,,,
16,63900,6.794272,6.581720,-9.172457,9.2865,9.2933,8.8166,9.2937,0.0008,0.0829,22.13,4.6,865,433,64000,9.4,,,
17,67900,7.300244,7.084517,-9.507181,9.6402,9.6418,14.4202,15.0331,0.0007,0.0122,22.32,4.6,872,463,68000,10.2,,,
18,71900,7.994447,7.751219,-9.779075,9.9760,9.9843,11.6249,13.2435,0.0005,0.0034,21.92,4.6,865,426,72000,10.9,,,
19,75900,8.574536,8.331754,-10.250395,10.4011,10.4039,13.4033,15.3000,0.0004,0.0019,22.46,4.7,859,453,76000,11.7,,,
20,79900,,,,,,,,,,21.93,4.6,876,425,80000,11.9,,,
21,83900,9.130426,8.860186,-10.492857,10.6756,10.6787,18.0232,18.3276,0.0002,0.0012,21.80,4.6,868,446,84000,12.6,,,
22,87900,10.054384,9.742289,-10.725739,10.9963,10.9923,25.6979,22.0673,0.0001,0.0010,22.23,4.6,860,429,88000,13.3,,,
23,91900,11.040329,10.709909,-11.047852,11.2756,11.2860,16.9771,15.9658,0.0001,0.0008,22.17,4.6,866,457,92000,14.0,,,
24,95900,11.882203,11.539065,-11.299107,11.5604,11.5622,19.5654,23.3980,0.0002,0.0006,22.12,4.6,869,451,96000,14.7,,,
25,99900,,,,,,,,,,22.25,4.6,860,448,100000,14.9,,,
26,103900,12.865968,12.470982,-11.583172,11.8612,11.8561,18.1962,22.7478,0.0004,0.0006,22.20,4.6,867,445,104000,15.6,,,
27,107900,13.906156,13.466631,-11.887922,12.1844,12.1894,19.3134,23.5770,0.0007,0.0007,22.18,4.6,861,411,108000,16.4,,,
28,111900,14.946587,14.398724,-12.056621,12.3817,12.3835,24.2193,28.7960,0.0011,0.0005,22.09,4.6,871,451,112000,17.1,,,
29,115900,15.798589,15.240556,-12.332972,12.6841,12.6842,32.5484,39.3957,0.0019,0.0005,22.11,4.6,866,437,116000,17.9,,,
30,119900,,,,,,,,,,22.15,4.6,863,439,120000,18.1,,,
31,123900,16.654304,15.938100,-12.497873,12.8496,12.8542,28.6473,33.4776,0.0039,0.0005,21.93,4.6,873,433,124000,18.8,,,
32,127900,17.402592,16.652497,-12.714591,13.1339,13.1385,31.8776,36.6611,0.0118,0.0005,22.18,4.6,865,439,128000,19.5,,,
33,131900,18.777200,17.889238,-13.102082,13.3690,13.3706,48.3326,49.8970,0.5141,0.0006,28.17,5.3,736,369,132000,20.2,,,
34,135900,19.136879,18.179614,-18.058576,13.7092,13.7123,42.5427,43.3768,5.3938,0.0009,45.63,7.1,575,279,136000,20.9,,,
35,139900,,,,,,,,,,52.84,7.9,505,245,140000,21.2,,,
36,143900,20.327400,19.386634,-20.042798,14.2247,14.2268,36.4351,41.1586,0.3609,0.0007,51.93,7.8,500,247,144000,21.9,,,
37,147900,21.725440,20.764096,-20.090769,14.6531,14.6524,38.1340,45.0950,0.0585,0.0005,53.72,8.0,501,250,148000,22.6,,,
38,151900,24.208154,23.217759,-20.977705,15.3694,15.3674,53.2950,70.8136,0.0395,0.0004,55.22,8.2,485,241,152000,23.3,,,
39,155900,28.397704,27.115614,-21.752348,17.7766,17.7895,51.0922,59.6750,0.0831,0.0004,56.49,8.3,480,243,156000,24.0,,,
40,159900,,,,,,,,,,64.30,9.1,436,214,160000,24.3,,,
41,163900,31.571887,30.198279,-22.428843,18.7601,18.7668,54.3195,63.5026,0.5277,0.0003,90.19,11.9,312,154,164000,24.9,,,
42,167900,33.396524,31.988747,-23.672517,19.6451,19.6535,59.9202,66.5713,1.1749,0.0002,99.74,12.9,311,159,168000,25.7,,,
43,171900,36.061144,34.538142,-24.631823,20.3527,20.3581,76.4212,88.1784,0.4480,0.0002,105.50,13.5,299,148,172000,26.4,,,
