epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,4.90,6.7,546,274,4000,0.2
2,7900,,,,,,,,,,8.11,10.1,371,206,8000,0.4
3,11900,0.117099,0.118089,-1.250588,1.1078,1.1100,0.2605,0.2585,0.1460,0.0053,10.58,12.6,184,88,12000,2.4
4,15900,0.163555,0.164716,-2.247230,2.0771,2.0771,0.3383,0.3396,0.1686,0.0062,48.68,50.7,85,36,16000,4.2
5,19900,,,,,,,,,,63.24,65.2,21,14,20000,4.3
6,23900,0.259027,0.266829,-3.304462,3.1012,3.1009,0.5536,0.5600,0.2168,0.0000,70.65,72.7,83,46,24000,6.1
7,27900,0.352807,0.376763,-4.395617,4.1612,4.1608,0.8427,0.8492,0.2520,0.0000,68.20,70.2,30,23,28000,7.8
8,31900,0.434221,0.469079,-5.492414,5.2495,5.2490,1.2145,1.2551,0.3008,0.0000,73.39,75.4,70,34,32000,9.6
9,35900,0.521364,0.551297,-6.608785,6.3352,6.3351,1.7747,1.8156,0.3357,0.0000,81.76,83.8,21,11,36000,11.1
10,39900,,,,,,,,,,86.23,88.2,57,33,40000,11.2
11,43900,0.622691,0.647006,-7.677084,7.3962,7.3960,2.2213,2.2733,0.3463,0.0000,100.26,102.3,23,6,44000,12.7
12,47900,0.710483,0.732623,-8.722340,8.4493,8.4494,2.5348,2.6828,0.3266,0.0000,85.04,87.0,75,31,48000,14.5
13,51900,0.808003,0.830208,-9.674399,9.4055,9.4054,3.0153,3.2322,0.4417,0.0000,60.40,62.4,75,33,52000,16.1
14,55900,0.915151,0.935919,-10.613367,10.3509,10.3509,3.4265,3.6813,0.5310,0.0000,59.56,61.6,52,31,56000,17.6
15,59900,,,,,,,,,,63.83,65.8,69,35,60000,17.7
16,63900,0.997110,1.016249,-11.515646,11.2480,11.2479,4.0528,4.4228,0.5243,0.0000,65.61,67.6,51,23,64000,19.2
17,67900,1.070761,1.084730,-12.412050,12.1358,12.1355,4.6053,4.9731,0.6358,0.0000,68.10,70.1,62,27,68000,20.8
18,71900,1.189510,1.195016,-13.304461,13.0292,13.0292,5.3815,5.8220,0.6902,0.0000,68.50,70.5,26,10,72000,22.6
19,75900,1.255131,1.256735,-14.185293,13.8976,13.8971,5.6646,6.3286,0.7942,0.0000,79.69,81.7,67,40,76000,24.2
20,79900,,,,,,,,,,69.87,71.9,79,41,80000,24.3
21,83900,1.346562,1.346408,-14.976033,14.6635,14.6632,6.2060,6.9492,0.5750,0.0000,46.63,48.6,70,37,84000,26.0
22,87900,1.436596,1.428401,-15.760390,15.4300,15.4297,7.1034,7.8551,0.6185,0.0000,51.47,53.5,79,43,88000,27.5
23,91900,1.519207,1.512386,-16.510177,16.1756,16.1753,7.8946,8.8867,0.8294,0.0000,51.79,53.8,80,34,92000,29.1
24,95900,1.693310,1.672407,-17.237533,16.9078,16.9073,8.2525,9.3401,0.8441,0.0000,48.06,50.1,79,43,96000,31.0
25,99900,,,,,,,,,,45.95,48.0,82,43,100000,31.1
26,103900,1.949254,1.916498,-17.987165,17.6617,17.6615,9.1004,10.3053,0.7531,0.0000,47.42,49.4,78,32,104000,34.2
27,107900,2.152075,2.105862,-18.701328,18.3724,18.3721,10.0463,11.3641,0.7614,0.0000,51.26,53.3,76,44,108000,35.9
28,111900,2.378408,2.331276,-19.392842,19.0428,19.0427,10.5972,12.3294,0.6729,0.0000,54.25,56.2,72,39,112000,37.5
29,115900,2.508632,2.441407,-20.057237,19.7209,19.7204,11.4556,13.3340,0.8053,0.0000,52.73,54.7,64,31,116000,40.3
30,119900,,,,,,,,,,52.49,54.5,76,40,120000,40.4
31,123900,2.742893,2.666468,-20.720922,20.3617,20.3616,12.4850,14.9479,0.9474,0.0000,54.92,56.9,77,36,124000,43.6
32,127900,2.933003,2.836239,-21.403593,21.0164,21.0157,13.4124,15.8550,0.9239,0.0000,59.23,61.2,48,24,128000,45.3
33,131900,3.063764,2.965149,-22.085752,21.6744,21.6739,13.9378,16.7652,0.9509,0.0000,62.26,64.3,61,24,132000,46.9
34,135900,3.282124,3.153334,-22.759639,22.3552,22.3545,15.1519,18.2900,1.1871,0.0000,64.26,66.3,58,21,136000,48.4
35,139900,,,,,,,,,,69.98,72.0,60,42,140000,48.5
36,143900,3.448916,3.320093,-23.332298,22.9332,22.9324,15.7468,19.1833,0.9429,0.0000,65.41,67.4,63,27,144000,50.2
37,147900,3.647401,3.498374,-24.022286,23.5901,23.5896,17.3463,21.2310,1.2912,0.0000,67.85,69.8,39,20,148000,51.8
38,151900,3.823877,3.665905,-24.660395,24.1928,24.1922,17.7143,22.1557,0.9929,0.0000,78.03,80.0,63,31,152000,53.5
39,155900,4.139550,3.958516,-25.211377,24.7207,24.7201,19.0628,23.5455,1.1435,0.0000,63.31,65.3,78,39,156000,55.3
40,159900,,,,,,,,,,58.42,60.4,43,24,160000,55.4
41,163900,4.274258,4.104566,-25.748574,25.2360,25.2356,20.0283,25.1746,1.2317,0.0000,62.28,64.3,75,41,164000,57.1
42,167900,4.512110,4.318288,-26.289006,25.7476,25.7471,21.0362,26.5905,1.1943,0.0000,58.16,60.2,63,30,168000,58.7
43,171900,4.687499,4.483327,-26.770449,26.2454,26.2443,22.7225,28.1662,1.1404,0.0000,69.36,71.4,42,19,172000,60.4
44,175900,5.012174,4.804977,-27.170106,26.6638,26.6633,24.6245,31.1204,1.1073,0.0000,74.92,76.9,60,35,176000,62.1
45,179900,,,,,,,,,,80.28,82.3,32,15,180000,62.3
46,183900,5.065309,4.859939,-27.622924,27.1031,27.1022,24.8003,31.6963,1.1656,0.0000,80.72,82.7,47,33,184000,64.1
47,187900,5.278610,5.049012,-28.037374,27.4589,27.4582,25.4874,32.1357,1.3427,0.0000,95.40,97.4,35,15,188000,65.7
48,191900,5.515705,5.266687,-28.410306,27.8083,27.8074,26.7428,34.0416,1.2333,0.0000,78.76,80.8,25,20,192000,67.5
49,195900,5.382910,5.132372,-28.962734,28.3191,28.3183,27.1455,34.6297,1.2521,0.0000,90.91,92.9,45,11,196000,69.2
50,199900,,,,,,,,,,134.00,136.0,32,3,200000,69.3
51,203900,5.680340,5.377535,-29.596826,28.8426,28.8420,28.5028,37.3722,1.3821,0.0000,103.96,106.0,27,4,204000,70.8
52,207900,5.757823,5.456824,-30.143725,29.3624,29.3616,28.9105,38.1608,1.3566,0.0000,146.64,148.6,14,0,208000,72.3
53,211900,5.899953,5.605318,-30.684563,29.8726,29.8724,31.5245,41.3757,1.1779,0.0000,139.82,141.8,17,0,212000,73.8
54,215900,5.936661,5.637867,-31.263849,30.3956,30.3950,30.8582,41.0059,1.2949,0.0000,98.64,100.6,14,0,216000,75.4
55,219900,,,,,,,,,,78.06,80.1,16,0,220000,75.5
56,223900,6.006036,5.714436,-31.818806,30.9484,30.9479,33.1176,43.6813,1.4034,0.0000,78.90,80.9,10,0,224000,77.2
57,227900,6.163434,5.851901,-32.235692,31.4370,31.4361,33.3979,44.4556,1.4530,0.0000,275.90,277.9,72,69,228000,78.8
58,231900,6.380379,6.064602,-32.609237,31.9043,31.9035,36.1206,48.1855,1.5180,0.0000,142.50,144.5,6,5,232000,80.5
59,235900,6.228641,5.912918,-33.209852,32.5137,32.5128,35.5967,48.4839,1.6549,0.0000,161.00,163.0,7,2,236000,82.6
60,239900,,,,,,,,,,176.83,178.8,6,2,240000,82.7
61,243900,6.229364,5.920069,-33.748630,33.0800,33.0795,36.8489,50.1962,2.0146,0.0000,209.60,211.6,5,2,244000,85.2
62,247900,6.327059,5.988841,-34.323672,33.6386,33.6382,38.2132,51.6457,1.8709,0.0000,214.00,216.0,8,1,248000,87.4
63,251900,6.272041,5.951496,-34.839154,34.1867,34.1859,39.6378,53.8077,1.7212,0.0000,246.75,248.8,4,0,252000,90.2
64,255900,6.327001,5.978325,-35.357907,34.7288,34.7283,39.2122,54.4782,1.5503,0.0000,279.67,281.7,3,0,256000,91.8
65,259900,,,,,,,,,,300.00,302.0,1,0,260000,91.9
66,263900,6.188941,5.851419,-35.962729,35.3107,35.3102,40.6512,57.1200,1.4942,0.0000,359.50,361.5,2,0,264000,93.5
67,267900,6.208289,5.877300,-36.472816,35.8427,35.8422,40.6873,56.4923,1.7138,0.0000,401.00,403.0,3,0,268000,95.3
68,271900,6.216287,5.892806,-36.956257,36.3512,36.3505,41.6762,58.6617,1.6098,0.0000,,,0,0,272000,97.0
69,275900,6.206467,5.876847,-37.511072,36.8876,36.8871,41.5383,58.3987,1.7212,0.0000,,,0,0,276000,98.6
70,279900,,,,,,,,,,,,0,0,280000,98.7
