epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,,0,4000,0.2
2,7900,,,,,,,,,,,0,8000,0.4
3,11900,0.075110,0.083206,-0.736503,-0.1378,-0.1358,0.6045,0.5861,0.0924,,,0,12000,1.7
4,15900,0.071133,0.070552,-0.638100,0.0430,0.0432,0.7654,0.7244,0.1060,,,0,16000,2.9
5,19900,,,,,,,,,,,0,20000,3.1
6,23900,0.093519,0.089718,-0.713035,0.1970,0.1974,1.0622,0.9377,0.1563,,,0,24000,4.3
7,27900,0.103480,0.098195,-0.583152,0.1163,0.1164,1.1784,1.0921,0.2324,,,0,28000,5.5
8,31900,0.114431,0.107732,-0.608661,0.1013,0.1011,1.2984,1.2168,0.2338,,,0,32000,6.9
9,35900,0.125169,0.119881,-0.484737,0.0195,0.0197,1.4815,1.4124,0.2129,,,0,36000,8.1
10,39900,,,,,,,,,,,0,40000,8.2
11,43900,0.142387,0.137949,-0.302800,-0.1461,-0.1458,1.6291,1.5347,0.2551,,,0,44000,9.5
12,47900,0.148329,0.143735,-0.084750,-0.3482,-0.3482,1.7174,1.6280,0.3049,,,0,48000,10.8
13,51900,0.145538,0.140454,0.208574,-0.5856,-0.5854,1.9633,1.8337,0.3006,,,0,52000,12.0
14,55900,0.145598,0.140471,0.140710,-0.8516,-0.8514,1.8019,1.7922,0.3700,,,0,56000,13.3
15,59900,,,,,,,,,,,0,60000,13.4
16,63900,0.378001,0.383322,0.070686,-0.9880,-0.9870,3.0666,3.0325,0.3197,,,0,64000,14.7
17,67900,0.308220,0.313667,-0.072500,-0.8843,-0.8839,2.7064,2.6677,0.3745,,,0,68000,16.0
18,71900,0.306837,0.310032,0.066113,-0.9240,-0.9233,2.9767,2.8708,0.3435,,,0,72000,17.2
19,75900,0.343199,0.337014,0.214035,-1.0469,-1.0462,3.1229,2.9619,0.3089,,,0,76000,18.5
20,79900,,,,,,,,,,,0,80000,18.6
21,83900,0.357758,0.349621,0.074246,-1.1218,-1.1211,3.3556,3.1537,0.3763,,,0,84000,20.1
22,87900,0.791122,0.770902,-0.397197,-0.8842,-0.8834,5.5463,5.0466,0.3920,,,0,88000,21.6
23,91900,0.702633,0.665202,-0.399019,-0.6739,-0.6736,5.0504,4.6357,0.4252,,,0,92000,23.2
24,95900,0.721491,0.688828,-0.414980,-0.6216,-0.6217,4.9703,4.9017,0.4331,,,0,96000,24.6
25,99900,,,,,,,,,-345.44,1000.0,100,100000,24.7
26,103900,0.981215,0.944224,-0.428161,-0.6262,-0.6268,6.4753,6.1610,0.4701,,,0,104000,26.1
27,107900,1.121504,1.070047,-1.189934,0.1286,0.1279,7.2991,6.9108,0.5119,,,0,108000,27.4
28,111900,1.182734,1.143113,-1.591118,0.6138,0.6133,7.6636,7.5502,0.5401,,,0,112000,28.8
29,115900,1.168890,1.127842,-1.474700,0.6313,0.6311,7.4355,7.3507,0.5154,,,0,116000,30.1
30,119900,,,,,,,,,,,0,120000,30.2
31,123900,1.148302,1.097992,-1.090132,0.3667,0.3663,7.7187,7.2601,0.5205,,,0,124000,31.6
32,127900,1.143581,1.097736,-0.716710,0.0493,0.0491,8.0873,7.8420,0.5337,,,0,128000,32.9
33,131900,1.139735,1.096244,-0.361141,-0.2919,-0.2928,7.7789,7.4185,0.5429,,,0,132000,34.2
34,135900,1.093264,1.054297,0.029104,-0.6541,-0.6546,7.6649,7.6542,0.5766,,,0,136000,35.6
35,139900,,,,,,,,,,,0,140000,35.7
36,143900,1.092604,1.055194,0.353986,-0.9898,-0.9904,7.9130,7.7060,0.6471,,,0,144000,37.0
37,147900,1.040801,1.005124,0.618933,-1.2602,-1.2606,7.9374,7.6371,0.6463,,,0,148000,38.3
38,151900,1.063943,1.027727,0.876327,-1.5232,-1.5235,8.1035,7.6182,0.7007,,,0,152000,39.6
39,155900,1.039593,1.008321,1.051012,-1.7287,-1.7287,8.4342,8.0290,0.6907,,,0,156000,40.9
40,159900,,,,,,,,,,,0,160000,41.0
41,163900,1.047021,1.017774,1.189130,-1.9090,-1.9093,8.3420,7.9451,0.7007,,,0,164000,42.3
42,167900,1.076110,1.049102,1.249909,-2.0379,-2.0382,8.7381,8.1029,0.7293,,,0,168000,43.7
43,171900,1.139051,1.115563,1.227441,-2.1624,-2.1626,8.8372,8.3337,0.7748,,,0,172000,45.4
44,175900,1.140969,1.112675,1.242754,-2.2071,-2.2077,8.9799,8.3653,0.7309,,,0,176000,46.9
45,179900,,,,,,,,,,,0,180000,47.0
46,183900,1.204783,1.174022,1.140172,-2.1442,-2.1450,9.4929,8.7412,0.6818,,,0,184000,48.6
47,187900,1.238117,1.213351,1.024675,-2.0341,-2.0343,9.5624,9.3480,0.6816,,,0,188000,50.2
48,191900,1.271719,1.243607,0.814051,-1.8624,-1.8626,9.7634,9.2343,0.6940,,,0,192000,51.6
49,195900,1.320513,1.293639,0.617943,-1.6643,-1.6644,10.3019,9.7407,0.6705,,,0,196000,53.2
50,199900,,,,,,,,,,,0,200000,53.3
51,203900,1.307161,1.283326,0.374212,-1.4119,-1.4123,10.3492,9.7864,0.6695,23.16,1001.0,100,204000,54.9
52,207900,1.803280,1.775254,-0.348642,-0.6306,-0.6314,14.7418,13.2338,0.6774,,,0,208000,56.5
53,211900,1.860853,1.831956,-0.970570,-0.0177,-0.0186,15.6780,14.1012,0.7095,,,0,212000,58.1
54,215900,1.871803,1.845651,-1.609030,0.6505,0.6502,16.1981,14.4786,0.6942,,,0,216000,59.7
55,219900,,,,,,,,,,,0,220000,59.9
56,223900,1.873145,1.836420,-2.323717,1.3517,1.3512,16.5715,14.5229,0.6758,,,0,224000,61.5
57,227900,1.878838,1.845194,-3.026033,2.0601,2.0604,16.2272,14.3348,0.7187,,,0,228000,63.1
58,231900,1.867521,1.825720,-3.736137,2.7434,2.7434,16.2203,14.2894,0.6722,,,0,232000,64.7
59,235900,1.949278,1.902067,-4.497655,3.5080,3.5077,17.4324,14.6873,0.7485,,,0,236000,66.3
60,239900,,,,,,,,,,,0,240000,66.4
61,243900,2.029672,1.978294,-5.173003,4.1534,4.1528,18.6105,15.3765,0.7076,,,0,244000,68.0
62,247900,2.132023,2.076827,-5.832518,4.7964,4.7961,19.9830,16.4060,0.7559,,,0,248000,69.6
63,251900,2.181574,2.133256,-6.353370,5.3122,5.3117,21.3490,17.9615,0.7506,,,0,252000,71.3
64,255900,2.201117,2.141700,-6.785257,5.7873,5.7868,21.8636,18.0342,0.7565,,,0,256000,72.8
65,259900,,,,,,,,,,,0,260000,73.0
66,263900,2.243649,2.179722,-7.338752,6.2964,6.2962,23.2591,19.3067,0.7740,,,0,264000,74.5
67,267900,2.250615,2.195798,-7.848363,6.7957,6.7958,22.3104,18.6144,0.8011,,,0,268000,76.1
68,271900,2.349102,2.290009,-8.510511,7.3938,7.3937,24.2980,20.0749,0.8091,,,0,272000,77.8
69,275900,2.407079,2.354864,-9.080861,7.9885,7.9873,24.2498,20.5773,0.8391,,,0,276000,79.5
70,279900,,,,,,,,,,,0,280000,79.6
71,283900,2.464766,2.398452,-9.798384,8.6261,8.6258,25.2067,21.2272,0.8371,,,0,284000,81.1
72,287900,2.497805,2.432835,-10.393507,9.2486,9.2484,26.2315,21.6479,0.8376,,,0,288000,82.7
73,291900,2.589081,2.520947,-11.110244,9.9092,9.9087,27.8087,23.0664,0.8895,,,0,292000,84.0
74,295900,2.595247,2.527079,-11.807498,10.5843,10.5839,28.7377,24.0219,0.9188,,,0,296000,85.4
75,299900,,,,,,,,,,,0,300000,85.6
76,303900,2.638203,2.567965,-12.511634,11.2498,11.2489,28.1502,23.6767,0.9333,904.41,1001.0,100,304000,87.0
77,307900,3.029744,2.972417,-13.763240,12.5184,12.5186,32.0318,26.7007,0.9229,,,0,308000,88.4
78,311900,3.169219,3.098069,-15.426861,14.1591,14.1591,35.6239,29.3943,0.9271,,,0,312000,89.9
79,315900,3.217758,3.145203,-16.970649,15.6743,15.6737,36.3083,29.4499,0.9978,,,0,316000,91.4
80,319900,,,,,,,,,,,0,320000,91.5
81,323900,3.321220,3.253104,-18.609594,17.3108,17.3103,38.4858,31.1948,0.9950,,,0,324000,93.0
82,327900,3.489859,3.412945,-20.153052,18.8453,18.8455,39.6757,31.4584,0.9898,,,0,328000,94.5
83,331900,3.493051,3.435128,-21.772837,20.4757,20.4753,40.7754,32.7276,1.0528,,,0,332000,95.9
84,335900,3.574261,3.502367,-23.505593,22.1545,22.1545,43.8156,34.2128,1.0601,,,0,336000,97.5
85,339900,,,,,,,,,,,0,340000,97.6
86,343900,3.597450,3.527922,-24.984499,23.7325,23.7321,43.0998,34.4964,1.0969,,,0,344000,99.2
87,347900,3.836338,3.765949,-26.644211,25.2859,25.2854,48.2864,38.7802,1.1364,,,0,348000,100.6
88,351900,3.927765,3.833835,-28.237851,26.9413,26.9414,49.4928,38.5262,1.1258,,,0,352000,102.0
89,355900,4.096589,4.010653,-29.845237,28.5236,28.5235,52.8544,41.5063,1.1227,,,0,356000,103.6
90,359900,,,,,,,,,,,0,360000,103.7
91,363900,4.124896,4.039615,-31.461885,30.0753,30.0758,52.1543,40.2862,1.1760,,,0,364000,105.3
92,367900,4.414769,4.335093,-33.104404,31.6963,31.6962,59.0319,46.8926,1.1825,,,0,368000,106.9
93,371900,4.493558,4.396771,-34.500067,33.1210,33.1217,60.8858,47.0434,1.1699,,,0,372000,108.5
94,375900,4.788461,4.689027,-35.773704,34.4604,34.4609,63.9833,49.5654,1.2242,,,0,376000,110.1
95,379900,,,,,,,,,,,0,380000,110.2
96,383900,4.905230,4.798236,-36.917217,35.6311,35.6321,66.0898,52.7323,1.2334,,,0,384000,111.8
97,387900,5.044036,4.932363,-38.137536,36.8527,36.8525,67.8565,53.0486,1.2151,,,0,388000,113.4
98,391900,5.216449,5.111377,-39.348000,38.0456,38.0459,71.5018,56.1613,1.2648,,,0,392000,115.0
99,395900,5.275564,5.151889,-40.491017,39.1625,39.1634,75.3244,57.8923,1.2893,,,0,396000,116.6
100,399900,,,,,,,,,,,0,400000,116.7
101,403900,5.411850,5.318038,-41.541172,40.3470,40.3473,77.1509,60.2503,1.3033,2279.60,1001.0,100,404000,118.3
102,407900,7.124696,7.024508,-43.119073,41.8577,41.8582,86.0483,68.2240,1.3702,,,0,408000,119.9
103,411900,7.191245,7.101315,-44.722803,43.4111,43.4112,92.7083,72.3989,1.4312,,,0,412000,121.5
104,415900,7.515477,7.402667,-46.453735,45.1946,45.1954,91.8434,70.7384,1.4196,,,0,416000,123.1
105,419900,,,,,,,,,,,0,420000,123.3
106,423900,7.695772,7.589551,-48.281551,46.9524,46.9535,98.9929,75.5443,1.4421,,,0,424000,124.8
