epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,12.44,18.6,141,76,4000,0.2,,,
2,7900,,,,,,,14.93,21.5,204,103,8000,0.5,,,
3,11900,0.175338,-2.057391,1.7968,0.6156,0.0282,0.0020,14.03,19.0,132,54,12000,2.3,0.759771,0.661946,0.048912
4,15900,0.950306,-5.887494,5.4735,1.4735,0.2054,0.0000,68.87,42.7,98,54,16000,4.1,0.719069,0.640663,0.039203
5,19900,,,,,,,82.65,46.8,23,7,20000,4.3,,,
6,23900,1.574727,-10.296350,9.7458,3.0271,0.2801,0.0117,147.87,79.2,74,46,24000,6.4,0.681122,0.608334,0.036394
7,27900,2.646077,-15.099165,14.4176,5.7041,0.2423,0.0090,172.19,88.2,25,12,28000,8.5,0.680020,0.600503,0.039759
8,31900,3.931675,-20.014531,19.1402,8.0715,0.2938,0.0073,175.89,90.9,74,38,32000,10.5,0.658558,0.581785,0.038386
9,35900,5.775575,-25.172692,24.2299,11.6395,0.4036,0.0082,167.41,87.4,16,5,36000,12.6,0.666912,0.585491,0.040711
10,39900,,,,,,,153.30,80.5,85,33,40000,12.7,,,
11,43900,9.254420,-30.201994,29.2355,14.2767,0.4002,0.0078,203.19,101.7,6,3,44000,14.7,0.652758,0.569848,0.041455
12,47900,10.513519,-35.083933,34.0673,19.6479,0.4911,0.0138,181.92,92.6,63,31,48000,16.6,0.609906,0.531939,0.038984
13,51900,12.943640,-39.942033,38.9122,26.7905,0.5522,0.0258,183.80,95.1,32,18,52000,18.7,0.610697,0.528116,0.041290
14,55900,14.431132,-44.868274,43.7591,31.9361,0.5425,0.0376,153.26,82.8,27,19,56000,20.6,0.591521,0.512678,0.039421
15,59900,,,,,,,224.96,112.9,61,24,60000,20.8,,,
16,63900,17.744139,-49.855933,48.6818,38.9059,0.6158,0.0539,224.17,108.0,20,10,64000,23.0,0.586049,0.507249,0.039400
17,67900,19.223702,-54.771996,53.5256,46.2489,0.5390,0.0696,271.90,120.4,18,15,68000,25.2,0.585786,0.506137,0.039824
18,71900,21.048827,-60.247816,58.8762,52.6730,0.5342,0.0677,268.29,121.1,35,20,72000,27.1,0.581914,0.501337,0.040289
19,75900,24.632211,-65.637389,64.1270,58.6418,0.5743,0.0559,287.05,130.5,46,23,76000,28.9,0.583844,0.502230,0.040807
20,79900,,,,,,,288.51,130.4,10,6,80000,29.1,,,
21,83900,26.996012,-71.784357,70.2107,66.3621,0.6598,0.0743,290.36,130.9,35,14,84000,31.0,0.561255,0.482895,0.039180
22,87900,30.909111,-77.009908,75.4117,72.9586,0.7665,0.1122,303.03,126.1,51,26,88000,32.9,0.576494,0.493533,0.041480
23,91900,34.118909,-82.434090,80.8174,82.6069,0.7537,0.1033,288.36,125.8,13,7,92000,34.8,0.568048,0.486787,0.040630
24,95900,36.667708,-87.651204,86.0822,90.5174,0.8168,0.1088,273.76,116.2,52,25,96000,36.7,0.593672,0.508927,0.042372
25,99900,,,,,,,270.18,119.3,34,18,100000,36.9,,,
26,103900,40.059640,-92.607668,90.9622,92.0315,0.8738,0.0849,271.69,124.1,10,4,104000,38.9,0.594229,0.506882,0.043674
27,107900,42.114961,-98.208470,96.4713,111.7341,0.9385,0.0967,273.46,125.4,38,18,108000,40.8,0.591246,0.505134,0.043056
28,111900,47.270245,-102.795482,101.0225,114.2809,0.9829,0.0970,263.29,123.1,55,25,112000,42.6,0.604040,0.516646,0.043697
29,115900,50.202297,-108.394983,106.4838,123.8126,1.0686,0.1070,220.47,109.7,15,6,116000,44.3,0.602098,0.513511,0.044293
30,119900,,,,,,,240.28,110.5,41,22,120000,44.5,,,
31,123900,54.746362,-114.041512,112.0177,131.6631,1.0911,0.1206,268.04,116.6,46,28,124000,46.3,0.615918,0.524885,0.045516
32,127900,60.333738,-119.791783,117.6391,146.2021,1.1852,0.1197,142.93,73.9,40,20,128000,48.1,0.611197,0.522387,0.044405
33,131900,69.411655,-125.254088,123.0533,153.3870,1.2860,0.1357,279.84,117.1,41,19,132000,49.8,0.598985,0.512463,0.043261
34,135900,73.421926,-130.570064,128.3721,167.9518,1.3837,0.1481,307.94,127.9,15,12,136000,51.9,0.619593,0.528953,0.045320
35,139900,,,,,,,292.82,122.5,42,18,140000,52.1,,,
36,143900,80.305373,-135.585943,133.3128,178.9013,1.5001,0.1477,308.14,121.4,43,24,144000,54.0,0.611414,0.523031,0.044191
37,147900,91.566937,-140.369705,138.1109,193.7132,1.5504,0.1313,295.54,117.8,17,8,148000,56.0,0.601124,0.513597,0.043764
38,151900,99.859118,-145.414101,143.2063,206.2236,1.4881,0.1575,268.27,139.0,1,1,152000,57.8,0.613941,0.523849,0.045046
39,155900,109.602053,-149.387927,147.2670,219.6380,1.5800,0.1801,311.21,150.4,56,29,156000,59.6,0.598401,0.510819,0.043791
40,159900,,,,,,,308.07,144.8,39,20,160000,59.7,,,
41,163900,118.109955,-153.281594,151.1770,229.6920,1.7575,0.1950,279.86,133.0,6,2,164000,61.5,0.616826,0.526360,0.045233
42,167900,121.570456,-157.202934,155.1838,240.8005,1.8030,0.1901,266.38,120.4,43,21,168000,63.2,0.612721,0.522707,0.045007
43,171900,130.074541,-160.182806,158.1689,244.8224,1.9116,0.1666,279.10,122.4,52,30,172000,65.1,0.614035,0.523751,0.045142
44,175900,134.789393,-163.907526,161.8801,255.8139,2.0362,0.2219,268.33,115.7,6,3,176000,66.8,0.610879,0.519993,0.045443
45,179900,,,,,,,246.70,111.9,53,24,180000,67.0,,,
46,183900,135.908657,-166.711000,164.6752,253.7720,2.0514,0.2211,284.67,123.2,40,21,184000,68.8,0.618306,0.528283,0.045012
47,187900,138.909569,-169.955315,167.9376,274.4821,2.0441,0.2212,292.59,126.8,8,3,188000,70.5,0.627444,0.535250,0.046097
48,191900,147.199129,-172.870849,170.8794,269.4768,1.9339,0.2155,258.78,114.3,51,32,192000,72.3,0.607012,0.517575,0.044718
49,195900,153.079319,-175.557482,173.5888,284.2689,2.0187,0.2269,272.68,119.3,40,20,196000,74.1,0.610586,0.520491,0.045048
50,199900,,,,,,,284.21,120.8,9,6,200000,74.2,,,
51,203900,153.200736,-178.945151,176.9529,284.9939,2.0554,0.2172,294.32,129.6,21,11,204000,76.0,0.612146,0.522461,0.044843
52,207900,159.154675,-181.572992,179.5544,304.8996,2.1280,0.2354,325.62,144.3,51,29,208000,77.8,0.616443,0.527217,0.044613
53,211900,163.607423,-184.233397,182.2721,291.9351,2.1441,0.2701,347.10,154.6,17,11,212000,79.6,0.631145,0.538184,0.046480
54,215900,171.135142,-186.868094,184.8804,314.9128,2.2268,0.2846,332.22,159.7,14,4,216000,81.4,0.620223,0.529083,0.045570
55,219900,,,,,,,310.84,139.9,46,19,220000,81.6,,,
56,223900,175.358289,-188.990974,187.0720,307.0166,2.1708,0.2666,304.39,134.8,39,22,224000,83.3,0.613394,0.523981,0.044706
57,227900,182.757740,-191.368754,189.3973,312.6236,2.2135,0.2711,245.35,110.6,14,8,228000,85.1,0.628863,0.535584,0.046639
58,231900,190.009225,-193.579217,191.6258,325.6860,2.3217,0.2828,255.99,112.3,36,15,232000,86.8,0.629478,0.537094,0.046192
59,235900,194.439758,-195.554811,193.6445,318.0996,2.3689,0.3159,322.64,135.6,57,29,236000,88.6,0.632266,0.538515,0.046876
60,239900,,,,,,,279.52,119.0,2,2,240000,88.7,,,
61,243900,195.730381,-197.997655,196.0410,335.5205,2.3913,0.2963,302.55,127.9,28,13,244000,90.5,0.622051,0.531606,0.045222
62,247900,201.023868,-199.898375,197.9148,329.0289,2.4509,0.2954,309.71,130.9,65,37,248000,92.7,0.620416,0.529669,0.045374
63,251900,201.129105,-202.103822,200.1241,332.0047,2.3665,0.3396,175.39,84.8,20,9,252000,94.7,0.608324,0.519186,0.044569
64,255900,211.412672,-203.841306,201.8608,344.3153,2.3860,0.3281,199.24,92.1,52,24,256000,96.6,0.613334,0.523254,0.045040
65,259900,,,,,,,220.79,100.9,43,24,260000,96.8,,,
66,263900,214.215431,-205.924657,203.8505,352.9365,2.3773,0.3455,211.29,98.3,15,7,264000,98.6,0.649014,0.554987,0.047014
67,267900,213.721776,-208.097541,205.9561,364.1110,2.4056,0.3237,254.55,115.1,48,18,268000,100.7,0.624276,0.533336,0.045470
68,271900,220.354935,-210.285573,208.1088,352.3302,2.3565,0.3258,274.95,124.4,33,22,272000,102.5,0.616683,0.525845,0.045419
69,275900,220.070768,-212.696449,210.4915,362.4310,2.3155,0.3330,305.33,139.0,12,6,276000,104.3,0.633742,0.541493,0.046125
70,279900,,,,,,,284.19,130.2,44,26,280000,104.5,,,
