epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,46.47,7.0,522,4000,0.3
2,7900,,,,,,,,,66.13,9.3,401,8000,0.6
3,11900,45.395780,44.818459,-2.769292,2.5234,2.6060,33.7354,32.7948,0.2110,50.12,7.6,584,12000,1.4
4,15900,22.555805,24.588600,-5.063304,4.8972,4.7646,35.0539,36.3856,0.1586,23.92,4.8,831,16000,1.9
5,19900,,,,,,,,,21.76,4.6,876,20000,2.1
6,23900,7.783520,8.174283,-6.828014,6.2446,6.1561,13.1523,15.6967,0.1972,21.50,4.5,881,24000,2.8
7,27900,5.670234,5.551548,-7.237682,6.7489,6.7570,7.5727,7.7383,0.0037,21.88,4.6,871,28000,3.4
8,31900,5.195421,5.139924,-7.327138,6.9918,6.9968,7.2738,7.3081,0.0021,21.66,4.6,874,32000,4.0
9,35900,5.084787,5.048322,-7.530412,7.3296,7.3322,8.7631,9.1722,0.0015,21.90,4.6,874,36000,4.6
10,39900,,,,,,,,,21.70,4.6,881,40000,4.8
11,43900,5.078682,5.070544,-7.862987,7.6982,7.7025,8.0051,8.3948,0.0012,21.66,4.6,879,44000,5.4
12,47900,5.303366,5.305476,-8.128659,8.0237,8.0261,7.8057,7.9203,0.0010,21.49,4.5,880,48000,6.0
13,51900,5.444981,5.443513,-8.435394,8.3949,8.3950,8.5410,8.8085,0.0008,21.57,4.5,876,52000,6.6
14,55900,5.699422,5.696730,-8.826428,8.7498,8.7516,10.5814,10.5347,0.0008,21.88,4.6,870,56000,7.2
15,59900,,,,,,,,,22.02,4.6,877,60000,7.4
16,63900,6.037384,6.036425,-9.086787,9.0269,9.0255,12.0500,12.3077,0.0006,21.47,4.5,874,64000,8.0
17,67900,6.413464,6.422762,-9.403782,9.4074,9.4094,11.0248,11.1374,0.0005,22.03,4.6,869,68000,8.6
18,71900,7.002515,7.037772,-9.748751,9.7319,9.7318,11.5194,11.8652,0.0003,21.75,4.6,879,72000,9.3
19,75900,7.552178,7.577614,-10.020256,10.0630,10.0639,13.7315,13.9787,0.0001,21.56,4.5,878,76000,9.9
20,79900,,,,,,,,,21.60,4.6,886,80000,10.1
21,83900,8.074911,8.115957,-10.297195,10.3671,10.3656,13.3835,13.6031,0.0002,21.87,4.6,869,84000,10.7
22,87900,8.555702,8.614564,-10.584209,10.6581,10.6581,17.5019,16.6000,0.0006,21.92,4.6,869,88000,11.3
23,91900,9.493033,9.531600,-10.813552,10.9221,10.9224,23.3856,23.2614,0.0010,21.94,4.6,874,92000,11.9
24,95900,9.891420,9.929825,-11.143767,11.2754,11.2773,16.9143,16.1198,0.0017,21.72,4.6,877,96000,12.5
25,99900,,,,,,,,,21.66,4.6,872,100000,12.7
26,103900,10.841344,10.875540,-11.367907,11.5110,11.5092,24.7576,24.4176,0.0024,21.67,4.6,886,104000,13.3
27,107900,11.404854,11.407732,-11.557455,11.7835,11.7864,20.1379,20.0081,0.0036,21.78,4.6,876,108000,13.9
28,111900,12.220629,12.231639,-11.765350,11.9298,11.9308,20.1256,19.6564,0.0052,21.56,4.5,873,112000,14.5
29,115900,12.831676,12.830678,-11.930122,12.2025,12.2035,22.1072,20.9465,0.0096,21.92,4.6,876,116000,15.1
30,119900,,,,,,,,,21.88,4.6,869,120000,15.3
31,123900,13.725033,13.717348,-12.148186,12.3782,12.3787,39.4487,35.8879,0.0232,21.51,4.5,884,124000,15.9
32,127900,14.230438,14.208375,-12.468455,12.6810,12.6857,32.2921,29.5314,0.3681,24.41,4.8,813,128000,16.6
