epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-42.90,138.1,28,5,4000,1.1
2,7999,0.437717,0.445422,1.332945,1.0999,1.1010,2.5340,2.9945,0.5770,0.0087,47.97,242.8,17,2,8000,13.9
3,11999,0.921052,0.937264,-2.205061,2.9238,2.9236,4.4838,5.4139,1.1253,0.0000,73.78,1001.0,4,0,12000,30.8
4,15999,0.982637,0.997942,-1.177081,0.7999,0.7986,4.4772,5.5730,1.3258,0.0000,15.21,803.8,4,1,16000,47.6
5,19999,1.138516,1.147679,-1.291795,0.5050,0.5048,5.1221,6.4086,1.5645,0.0000,81.53,762.0,5,1,20000,64.6
6,23999,1.133072,1.154734,-1.701120,0.8106,0.8109,5.3414,6.5662,1.7007,0.0000,169.98,743.2,6,3,24000,81.5
7,27999,1.188838,1.188327,-2.193459,0.8479,0.8487,5.5144,6.2989,1.9494,0.0000,65.20,480.6,9,4,28000,98.5
8,31999,1.185626,1.183843,-1.804683,0.3865,0.3860,5.2586,5.6549,2.2074,0.0000,26.61,415.6,9,3,32000,115.5
9,35999,1.028594,1.020818,-1.791471,0.3510,0.3512,4.7538,4.9969,2.1890,0.0000,75.70,465.7,9,2,36000,132.3
10,39999,1.041252,1.026805,-2.131009,0.5887,0.5886,4.8546,5.1999,2.3179,0.0000,29.47,287.6,14,2,40000,149.1
11,43999,0.992324,0.978260,-2.423819,1.0752,1.0749,4.9056,5.0977,2.3079,0.1507,72.19,318.5,13,5,44000,166.1
12,47999,0.826333,0.812503,-2.175663,1.3791,1.3792,4.9348,4.9021,1.9433,0.4211,124.32,377.4,10,3,48000,182.8
13,51999,0.826169,0.815595,-2.204101,1.5078,1.5078,5.3607,5.2970,1.9245,0.7497,252.18,608.9,7,0,52000,199.4
14,55999,0.908567,0.899363,-2.182925,1.5019,1.5023,6.3427,6.3483,2.0154,0.9660,133.08,570.7,6,3,56000,216.1
15,59999,1.077157,1.062405,-1.863330,1.1979,1.1980,7.9698,7.9028,2.1801,1.2026,173.20,390.3,11,1,60000,233.0
16,63999,1.188709,1.170959,-1.385932,0.7314,0.7310,9.5203,9.4886,2.3740,1.4372,87.79,254.2,17,5,64000,250.1
17,67999,1.390331,1.366519,-0.798277,0.1480,0.1480,11.4324,11.1791,2.6036,1.6617,211.65,560.2,6,1,68000,267.0
18,71999,1.401038,1.395377,-0.440026,-0.1900,-0.1893,12.4520,12.1791,2.7087,1.8415,206.15,541.4,8,4,72000,283.9
19,75999,1.439051,1.437444,-0.737521,0.0870,0.0874,13.8789,13.1446,2.8096,2.0234,286.35,601.3,7,0,76000,300.8
20,79999,1.629776,1.616840,-0.843067,0.1857,0.1859,15.7115,14.7737,2.9827,2.2000,52.65,170.0,22,4,80000,317.7
21,83999,1.761011,1.755468,-0.468328,-0.1489,-0.1485,17.4577,16.0313,3.1040,2.4078,108.67,337.9,11,3,84000,334.4
22,87999,1.777241,1.760353,-0.501584,-0.1382,-0.1378,18.3182,17.1078,3.1591,2.5238,92.09,293.2,13,3,88000,351.7
23,91999,1.833773,1.830575,-0.722633,0.0847,0.0849,19.6874,18.5478,3.2038,2.5982,111.52,280.9,14,4,92000,368.7
24,95999,1.830544,1.838288,-0.893826,0.2815,0.2817,20.3803,19.1331,3.2567,2.6825,124.24,284.5,17,4,96000,385.4
25,99999,1.839949,1.842657,-1.222844,0.6099,0.6104,21.3551,19.8245,3.2900,2.7190,188.82,376.3,9,0,100000,402.2
26,103999,1.909485,1.912015,-1.343194,0.7225,0.7230,22.1028,20.9019,3.3901,2.7729,151.22,376.5,12,4,104000,419.1
27,107999,1.959740,1.979850,-1.520872,0.8800,0.8807,22.9702,22.1011,3.4821,2.8720,118.77,315.9,12,2,108000,435.9
28,111999,2.076997,2.080275,-1.525220,0.8829,0.8827,24.5797,23.1404,3.5067,2.8920,87.44,218.0,20,5,112000,453.1
29,115999,2.120375,2.125601,-1.656513,1.0146,1.0144,25.7773,24.7099,3.5379,2.9130,147.37,337.4,10,3,116000,469.8
30,119999,2.193703,2.177544,-2.095797,1.4435,1.4435,27.3325,25.7568,3.5844,3.0083,167.13,371.7,12,0,120000,486.5
