epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-55.94,175.4,19,3,4000,1.1
2,7999,0.524381,0.561410,-1.770712,2.1519,2.1520,4.3261,4.7982,0.6596,0.0072,-10.73,274.3,14,3,8000,14.0
3,11999,0.877485,0.916951,-4.731845,5.5475,5.5477,7.4563,8.4661,1.4532,0.0000,-19.18,525.4,9,1,12000,30.8
4,15999,0.892313,0.916307,-7.019793,6.6757,6.6760,8.2140,8.9540,1.7628,0.1147,91.59,579.6,7,1,16000,47.8
5,19999,1.056234,1.093161,-9.192058,8.5696,8.5713,9.7813,10.5907,1.9362,0.1624,51.90,259.9,14,2,20000,64.5
6,23999,1.210517,1.245462,-12.300014,11.4667,11.4677,11.4135,12.3889,2.2218,0.2223,93.73,429.7,10,0,24000,81.2
7,27999,1.371235,1.385018,-14.147088,13.1806,13.1809,12.8368,13.5178,2.4989,0.1874,72.85,285.6,14,1,28000,97.8
8,31999,1.442557,1.454120,-14.228927,13.2042,13.2040,12.2659,13.0211,2.6828,0.2697,45.09,671.8,5,1,32000,114.6
9,35999,1.363492,1.360337,-12.608615,11.7568,11.7560,11.1669,11.3436,2.5910,0.4593,94.46,325.4,14,4,36000,131.4
10,39999,1.421617,1.432945,-12.569339,11.5813,11.5809,11.1750,11.2883,2.5792,0.6234,65.46,230.6,17,8,40000,148.1
11,43999,1.358575,1.378339,-12.989001,12.0256,12.0254,10.7624,11.1899,2.6568,0.7764,80.56,279.2,12,4,44000,165.0
12,47999,1.425269,1.446283,-13.897703,12.8406,12.8407,11.6898,12.0376,2.7922,0.8872,127.91,376.2,13,4,48000,181.9
13,51999,1.546610,1.573627,-15.354999,14.2524,14.2521,13.3722,13.6066,2.9799,1.0285,97.24,264.6,15,4,52000,198.7
14,55999,1.656521,1.673826,-16.528406,15.4634,15.4638,14.1836,14.1089,3.0747,1.1488,99.54,288.1,14,3,56000,215.7
15,59999,1.704693,1.732093,-17.707540,16.7086,16.7092,14.8736,15.3043,3.1318,1.2323,89.04,249.4,16,2,60000,232.5
16,63999,1.958549,1.980393,-17.966112,17.0375,17.0366,15.9249,16.4603,3.2356,1.3106,34.89,181.4,20,2,64000,249.6
17,67999,2.017178,2.043942,-18.112144,17.1567,17.1566,16.6340,17.0570,3.4066,1.4083,285.14,808.8,5,2,68000,266.5
18,71999,2.089213,2.123971,-18.048108,17.1030,17.1020,17.0980,17.8620,3.4867,1.4309,80.30,178.2,23,6,72000,283.2
19,75999,2.160979,2.165269,-18.033529,17.1006,17.0996,17.3946,18.5442,3.5464,1.4703,128.12,281.1,15,2,76000,299.8
20,79999,2.241455,2.261082,-18.376223,17.4214,17.4208,18.3054,19.5687,3.6796,1.5080,149.31,366.5,10,0,80000,316.8
21,83999,2.282368,2.304819,-18.685346,17.7170,17.7168,19.2875,20.2192,3.7917,1.5442,112.81,277.6,14,2,84000,333.8
22,87999,2.435064,2.442074,-19.102442,18.1237,18.1231,20.1234,21.8284,3.8931,1.5545,130.06,280.2,16,0,88000,350.5
23,91999,2.397946,2.416643,-19.095857,18.1837,18.1838,20.3389,22.1351,3.8773,1.6208,169.55,381.7,9,2,92000,367.5
24,95999,2.438588,2.428212,-19.239936,18.3436,18.3435,20.4966,22.7196,3.8984,1.6375,188.05,452.2,10,3,96000,384.2
25,99999,2.609613,2.599806,-19.218419,18.3396,18.3387,21.7540,23.5228,4.0196,1.7001,79.39,213.8,16,4,100000,401.0
26,103999,2.861747,2.854440,-18.824942,17.9563,17.9560,23.1560,25.4097,4.1247,1.7483,102.86,228.2,20,2,104000,417.9
27,107999,2.954364,2.991931,-18.731517,17.8488,17.8486,24.1537,26.9344,4.2165,1.8289,95.57,182.0,21,4,108000,434.6
28,111999,2.931638,2.958219,-18.919204,18.0308,18.0314,24.3477,27.5432,4.2466,1.8652,286.58,688.0,6,3,112000,451.4
29,115999,2.974019,3.015382,-19.444933,18.5153,18.5149,25.3812,28.8120,4.3205,1.8800,125.70,292.6,14,3,116000,468.4
30,119999,3.078557,3.141056,-19.615346,18.7048,18.7046,25.6709,29.7947,4.3233,1.8987,83.52,204.8,16,3,120000,484.9
