epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3999,,,,,,47.33,7.3,548,4000,0.9
84,335900,117.137333,116.958003,-53.154472,47.3334,47.3297,242.4176,256.4253,0.7019,108.41,13.8,289,336000,45.8
85,339900,,,,,,,,,105.50,13.5,301,340000,46.0
86,343900,123.166051,122.547885,-53.623752,47.8082,47.7960,221.2478,256.6435,0.3745,105.39,13.5,288,344000,46.6
87,347900,126.897937,125.977440,-54.221593,48.4845,48.4838,281.2744,294.8084,0.4507,107.14,13.7,294,348000,47.2
88,351900,126.951137,125.820837,-54.846291,49.0430,49.0316,232.9062,252.3628,0.4395,112.28,14.2,278,352000,47.9
89,355900,131.028510,130.757105,-55.423759,49.5788,49.5830,266.0596,287.2421,0.4984,109.36,13.9,294,356000,48.5
90,359900,,,,,,,,,103.07,13.2,301,360000,48.8
91,363900,138.335391,137.315911,-56.036987,49.9818,49.9731,321.1521,317.8945,0.4662,107.06,13.7,292,364000,49.4
92,367900,142.096552,140.866746,-56.638344,50.6166,50.6084,278.0426,273.7468,0.8343,107.13,13.7,288,368000,50.1
93,371900,145.076160,143.684997,-57.485015,51.4571,51.4503,279.1245,285.0613,1.3724,109.27,13.9,288,372000,50.7
94,375900,143.283588,142.220126,-57.871344,52.0740,52.0696,316.6169,319.5581,0.7401,109.46,13.9,297,376000,51.3
95,379900,,,,,,,,,105.75,13.5,288,380000,51.5
96,383900,148.242449,147.308353,-58.416488,52.5040,52.4998,301.9374,314.2230,0.6161,104.40,13.4,303,384000,52.1
97,387900,150.943307,149.973997,-59.052381,52.9853,52.9690,263.2984,282.7848,1.1524,112.62,14.3,273,388000,52.7
98,391900,158.081105,156.624887,-59.699955,53.6542,53.6524,282.4189,302.2869,1.3145,118.45,14.9,267,392000,53.3
99,395900,159.487119,158.155621,-59.873584,53.9749,53.9642,303.6519,319.8290,1.1409,118.11,14.9,269,396000,53.9
100,399900,,,,,,,,,123.45,15.5,258,400000,54.1
101,403900,159.189469,157.469424,-60.776181,54.7238,54.7233,298.3733,317.7591,0.5467,123.02,15.4,257,404000,54.7
102,407900,167.660824,165.217125,-61.231570,55.1418,55.1440,332.0040,345.7318,1.2379,129.68,16.1,245,408000,55.3
103,411900,168.845409,167.009469,-61.784161,55.8477,55.8224,470.3200,513.2729,0.7981,134.09,16.6,233,412000,56.0
104,415900,173.506334,171.188822,-62.396629,56.4468,56.4616,358.5532,378.8964,0.9673,146.41,17.9,227,416000,56.6
105,419900,,,,,,,,,156.11,19.0,204,420000,56.8
106,423900,178.883757,176.213096,-63.084286,57.0569,57.0427,388.8814,427.8727,0.7478,154.26,18.8,225,424000,57.4
107,427900,177.980119,175.745000,-63.478200,57.6366,57.6439,370.0383,395.9122,2.0170,153.75,18.7,214,428000,58.0
108,431900,182.837639,180.335710,-64.304295,58.0460,58.0552,396.7082,430.6830,1.4377,149.95,18.3,205,432000,58.6
