epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,0,0,4000,0.4
2,7900,,,,,,,,,0,0,8000,0.9
3,11900,111.524605,-53.567158,53.3866,254.8171,0.0004,0.0000,,,0,0,12000,3.2
4,15900,743.062730,-151.192469,150.7727,339.3238,0.0003,0.0004,,,0,0,16000,5.5
5,19900,,,,,,,,,0,0,20000,6.1
6,23900,525.241094,-265.224267,263.1975,502.5756,0.0116,0.0050,,,0,0,24000,8.5
7,27900,492.177121,-377.577871,373.9440,933.2185,0.0032,0.0134,,,0,0,28000,11.0
8,31900,475.779847,-485.398689,480.6395,1379.9951,0.0909,0.0198,,,0,0,32000,13.4
9,35900,501.575656,-597.253292,591.5268,2013.1625,0.2493,0.0243,,,0,0,36000,15.8
10,39900,,,,,,,,,0,0,40000,16.4
11,43900,472.064320,-708.122197,702.0687,2118.0097,0.2766,0.0144,,,0,0,44000,18.9
12,47900,426.377177,-816.185984,810.7521,2236.2443,0.0793,0.0056,,,0,0,48000,21.2
13,51900,393.954274,-922.947146,917.9937,2481.0302,0.0668,0.0016,,,0,0,52000,23.6
14,55900,381.231864,-1028.902511,1024.3434,2909.2045,0.0399,0.0004,,,0,0,56000,26.0
15,59900,,,,,,,,,0,0,60000,26.6
16,63900,374.860446,-1132.796625,1128.5289,3525.0228,0.0009,0.0001,,,0,0,64000,29.1
17,67900,371.775353,-1235.104023,1231.1008,3916.4050,0.0002,0.0000,,,0,0,68000,31.6
18,71900,375.378417,-1337.006705,1333.1870,4316.8813,0.0001,0.0000,,,0,0,72000,34.1
19,75900,402.984037,-1438.115062,1434.3807,5430.2376,0.0000,0.0000,,,0,0,76000,36.5
20,79900,,,,,,,,,0,0,80000,37.2
21,83900,444.825315,-1537.057567,1533.5445,6622.4152,0.0000,0.0000,,,0,0,84000,39.7
22,87900,457.073477,-1634.671688,1631.3634,7604.2086,0.0000,0.0000,,,0,0,88000,42.2
23,91900,459.328595,-1729.815293,1726.6593,8173.3382,0.0000,0.0087,,,0,0,92000,44.7
24,95900,482.780114,-1823.917960,1820.8312,9418.4604,0.0000,0.0216,,,0,0,96000,47.2
25,99900,,,,,,,54308.12,1000.0,100,51,100000,47.9
26,103900,4500.241307,-1912.642268,1909.6896,11134.8227,0.0000,0.0282,,,0,0,104000,50.2
27,107900,4462.730932,-2005.764902,2002.9066,12740.2421,0.0002,0.0304,,,0,0,108000,52.6
28,111900,4765.752946,-2100.376117,2097.4987,14160.6392,0.0001,0.0368,,,0,0,112000,55.0
29,115900,4916.943291,-2193.917115,2191.0153,14326.4516,0.0000,0.0407,,,0,0,116000,57.4
30,119900,,,,,,,,,0,0,120000,58.1
31,123900,5338.891866,-2285.301492,2282.4936,14144.4935,0.0000,0.0365,,,0,0,124000,60.6
32,127900,5651.281594,-2375.476267,2372.8026,15377.8255,0.0000,0.0383,,,0,0,128000,63.0
33,131900,5588.740674,-2464.260008,2461.5598,16542.2121,0.0000,0.0354,,,0,0,132000,65.5
34,135900,5420.153922,-2552.964625,2550.3084,19190.4702,0.0000,0.0362,,,0,0,136000,67.9
35,139900,,,,,,,,,0,0,140000,68.6
36,143900,5721.155252,-2638.891458,2636.2329,19521.3560,0.0000,0.0397,,,0,0,144000,70.9
37,147900,5741.091160,-2722.961830,2720.3761,20432.4513,0.0000,0.0388,,,0,0,148000,73.3
38,151900,5520.158340,-2806.366705,2803.8759,21943.9718,0.0000,0.0329,,,0,0,152000,75.7
39,155900,5747.279289,-2888.552365,2886.0348,23440.6609,0.0000,0.0348,,,0,0,156000,78.0
40,159900,,,,,,,,,0,0,160000,78.7
41,163900,6794.793852,-2967.961640,2965.4163,25898.1625,0.0000,0.0309,,,0,0,164000,81.1
