epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,0,0,4000,0.4,,,
2,7900,,,,,,,,,0,0,8000,0.9,,,
3,11900,105.302996,-53.513188,53.3325,241.0225,0.0003,0.0000,,,0,0,12000,3.0,,,
27,107900,68.062011,65.032614,-107.656275,106.6458,106.6529,1826.0175,1744.9228,0.0001,0.0001,,,0,0,108000,21.3,0.772749,0.650407,0.061171
28,111900,52.566242,51.120437,-115.638410,114.7418,114.7523,1272.8160,1329.7466,0.0000,0.0002,,,0,0,112000,22.3,0.527736,0.431323,0.048206
29,115900,47.339879,47.573624,-121.003578,119.8639,119.8665,1323.5980,1309.3861,0.0000,0.0008,,,0,0,116000,23.4,0.205723,0.160299,0.022712
30,119900,,,,,,,,,,,,0,0,120000,24.0,,,
31,123900,43.520477,43.282927,-125.876018,124.6660,124.6614,966.8402,995.3894,0.0000,0.6139,,,0,0,124000,25.1,0.070395,0.054848,0.007773
32,127900,40.691212,40.817900,-129.731684,128.8032,128.7978,971.3746,1057.0970,0.0000,0.0001,,,0,0,128000,26.1,0.027803,0.022531,0.002636
33,131900,40.972717,40.390951,-134.452704,133.7138,133.7336,1578.8220,1547.2975,0.0000,0.0001,,,0,0,132000,27.2,0.009605,0.008322,0.000641
34,135900,37.606490,37.175722,-139.440665,138.1173,138.1018,1309.2413,1329.9296,0.0000,0.0001,,,0,0,136000,28.2,0.004712,0.004226,0.000243
35,139900,,,,,,,,,,,,0,0,140000,28.9,,,
36,143900,39.892331,39.021510,-144.153239,142.7574,142.7542,1663.0603,1409.0801,0.0000,0.0001,,,0,0,144000,30.0,0.002903,0.002611,0.000146
37,147900,35.734294,36.342984,-148.178043,147.0984,147.1008,1391.7950,1639.7371,0.0000,0.0002,,,0,0,148000,31.0,0.001998,0.001817,0.000090
38,151900,37.296331,37.540335,-153.036837,151.5675,151.5791,1328.8558,1660.8174,0.0000,0.0002,,,0,0,152000,32.1,0.001466,0.001357,0.000055
39,155900,37.782955,37.444423,-157.328057,155.8888,155.8811,1744.4696,1910.4652,0.0000,0.0004,,,0,0,156000,33.2,0.001126,0.001047,0.000039
40,159900,,,,,,,,,,,,0,0,160000,33.8,,,
41,163900,34.717736,34.869368,-162.113994,160.4821,160.4739,1510.3864,1643.1374,0.0000,0.0006,,,0,0,164000,34.9,0.000914,0.000855,0.000030
42,167900,35.730006,35.576042,-165.908879,164.6451,164.6469,1500.2109,1789.8981,0.0000,0.0015,,,0,0,168000,36.0,0.000759,0.000711,0.000024
43,171900,35.818424,38.142643,-170.435768,169.1475,169.1433,1617.2824,1936.9298,0.0000,0.3820,,,0,0,172000,37.1,0.000626,0.000585,0.000021
44,175900,36.635829,35.392989,-174.637870,173.6000,173.6180,2127.5722,1735.1415,0.0000,0.8903,,,0,0,176000,38.1,0.000526,0.000492,0.000017
45,179900,,,,,,,,,,,,0,0,180000,38.8,,,
46,183900,35.931771,37.722047,-180.139658,178.0669,178.0386,1874.8343,2462.6755,0.0000,0.8984,,,0,0,184000,39.8,0.000459,0.000428,0.000016
47,187900,35.169781,36.803468,-183.456399,182.4490,182.4696,1702.7523,2717.5888,0.0000,0.3978,,,0,0,188000,40.9,0.000393,0.000366,0.000014
48,191900,37.870673,37.370691,-189.004433,187.8079,187.7795,2540.3034,2725.9826,0.0000,0.0002,,,0,0,192000,42.0,0.000352,0.000326,0.000013
49,195900,40.786301,38.405021,-192.379141,191.5627,191.5825,2084.9253,2096.0149,0.0000,0.2680,,,0,0,196000,43.0,0.000303,0.000283,0.000010
50,199900,,,,,,,,,,,,0,0,200000,43.7,,,
51,203900,48.662937,47.115591,-196.969267,196.6652,196.6667,3056.8994,2720.6304,0.0000,0.0000,49413.12,1001.0,100,49,204000,44.7,1.171828,1.071198,0.050315
52,207900,66.034263,66.023380,-208.356857,207.3000,207.2961,3014.3435,3210.0699,0.0000,0.0000,,,0,0,208000,45.7,0.330044,0.282608,0.023718
53,211900,69.558725,69.584931,-217.494132,216.0488,216.0374,3093.0645,3410.2035,0.0000,0.0000,,,0,0,212000,46.7,0.242181,0.213274,0.014454
54,215900,58.037355,56.626363,-223.477557,221.7181,221.7434,3477.9672,3072.5254,0.0000,0.0002,,,0,0,216000,47.8,0.178161,0.157416,0.010372
55,219900,,,,,,,,,,,,0,0,220000,48.4,,,
56,223900,66.456184,67.460716,-228.572629,227.3364,227.3083,2859.5272,3656.8921,0.0000,0.1516,,,0,0,224000,49.5,0.100805,0.088469,0.006168
57,227900,67.032689,66.598874,-233.805447,231.7531,231.7269,4908.0368,5164.0029,0.0000,0.0000,,,0,0,228000,50.5,0.092830,0.082359,0.005236
58,231900,66.296209,67.134366,-238.950834,236.9189,236.9696,3143.7288,4368.6799,0.0000,0.0000,,,0,0,232000,51.6,0.049881,0.044384,0.002749
59,235900,70.594263,69.902917,-243.239047,241.7780,241.7920,4024.5935,4462.3028,0.0000,0.0000,,,0,0,236000,52.7,0.002885,0.002620,0.000133
60,239900,,,,,,,,,,,,0,0,240000,53.3,,,
61,243900,75.631258,76.798303,-248.543196,246.6379,246.5973,2573.5009,3355.9889,0.0000,0.0000,,,0,0,244000,54.4,0.002976,0.002663,0.000156
62,247900,70.861832,70.746357,-254.840721,252.6312,252.6545,3327.6504,4002.0336,0.0000,0.0000,,,0,0,248000,55.4,0.002188,0.001911,0.000139
63,251900,68.807090,68.939921,-259.068112,256.9834,256.9661,4308.8278,4395.8943,0.0000,0.0000,,,0,0,252000,56.5,0.016960,0.014984,0.000988
64,255900,83.069337,81.634793,-263.597047,261.7650,261.7753,3733.4829,3748.3763,0.0000,0.0000,,,0,0,256000,57.6,0.001724,0.001629,0.000048
65,259900,,,,,,,,,,,,0,0,260000,58.2,,,
66,263900,76.894153,77.993634,-268.899283,266.8598,266.8659,3149.9283,3904.6502,0.0000,0.0000,,,0,0,264000,59.3,0.006068,0.005612,0.000228
