epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,106.41,23.1,119,4000,0.3
2,7900,,,,,,,,,120.23,26.4,137,8000,0.7
3,11900,1.124400,1.071612,-7.809752,7.4602,7.4652,8.1229,7.8162,0.0060,140.23,29.9,94,12000,2.7
4,15900,1.030250,1.033601,-13.763284,13.4118,13.4123,24.8566,24.3400,0.0375,204.80,44.0,85,16000,4.5
5,19900,,,,,,,,,141.55,33.4,186,20000,5.0
6,23900,4.002752,4.005586,-19.034894,18.7144,18.7129,62.2406,61.0447,0.0442,65.50,16.8,237,24000,6.8
7,27900,7.662485,7.510472,-23.451787,23.1363,23.1370,88.6550,87.1621,0.0996,69.83,17.7,230,28000,8.6
8,31900,13.466455,13.434983,-27.116577,26.8199,26.8191,139.8501,131.2978,0.1269,77.99,19.4,187,32000,10.5
9,35900,18.800857,18.717566,-30.397897,30.0976,30.1003,162.1145,164.2085,0.1358,96.49,23.2,163,36000,12.4
10,39900,,,,,,,,,145.78,32.5,108,40000,12.9
11,43900,27.538092,27.550720,-34.124852,33.6880,33.6854,234.8774,228.2101,0.2154,174.51,37.8,90,44000,14.8
12,47900,32.692083,32.610118,-38.174997,37.6784,37.6819,282.0340,282.0566,0.2912,242.13,52.0,72,48000,16.7
13,51900,38.363197,38.535308,-42.109979,41.5706,41.5684,321.6134,328.5398,0.3020,267.69,58.9,57,52000,18.7
14,55900,42.369520,42.906211,-45.980015,45.3873,45.3873,368.7131,378.9484,0.3292,292.95,63.7,54,56000,20.6
15,59900,,,,,,,,,344.73,75.8,46,60000,21.1
16,63900,48.746176,49.226387,-49.667424,49.0101,49.0162,435.2920,451.1735,0.3367,374.72,81.8,52,64000,23.0
17,67900,53.626884,54.615630,-53.477278,52.7485,52.7491,480.9125,493.8964,0.3257,311.20,67.6,77,68000,25.0
18,71900,61.107010,61.245363,-56.959376,56.1866,56.1926,539.0584,539.3045,0.3032,256.21,56.5,75,72000,26.9
19,75900,66.017371,66.926358,-60.297003,59.4653,59.4657,580.0475,579.3310,0.3275,259.36,57.4,72,76000,28.8
20,79900,,,,,,,,,252.43,55.5,67,80000,29.3
21,83900,71.758823,73.492450,-63.451456,62.5517,62.5511,630.0737,624.7214,0.3473,269.50,59.4,64,84000,31.3
22,87900,77.257228,78.316922,-66.375860,65.4352,65.4416,660.1963,642.1182,0.3614,248.61,55.4,75,88000,33.2
23,91900,82.681588,83.425276,-69.206940,68.2275,68.2276,685.7255,673.8966,0.4051,244.26,54.6,74,92000,35.1
24,95900,88.389564,89.822645,-71.840792,70.8638,70.8614,712.5118,723.4026,0.4431,237.30,53.2,79,96000,37.0
25,99900,,,,,,,,,246.00,54.6,75,100000,37.6
26,103900,95.660864,97.000102,-74.387911,73.4176,73.4191,744.6243,736.9623,0.4963,240.19,52.7,75,104000,39.5
27,107900,103.316788,104.524205,-77.072296,76.0312,76.0340,798.9620,774.4513,0.5571,269.54,59.1,50,108000,41.4
28,111900,109.091822,109.890386,-79.687584,78.6955,78.6973,816.3626,794.1876,0.5616,327.58,71.5,56,112000,43.3
29,115900,113.970306,116.144793,-82.250222,81.2030,81.2076,831.4317,843.4691,0.6119,341.07,73.8,56,116000,45.3
30,119900,,,,,,,,,318.52,68.8,55,120000,45.8
31,123900,119.446104,121.880217,-84.652276,83.6324,83.6311,855.8069,865.5396,0.6101,299.91,65.0,70,124000,47.7
32,127900,125.897809,128.002009,-87.018054,85.9528,85.9559,913.4840,916.8526,0.6071,330.73,73.7,38,128000,49.6
33,131900,132.486448,133.975268,-89.394737,88.3395,88.3464,941.5854,966.2249,0.6205,348.69,78.9,46,132000,51.6
34,135900,137.407849,138.847729,-91.535874,90.5068,90.5170,988.9880,973.6167,0.6319,379.15,86.4,51,136000,53.5
35,139900,,,,,,,,,365.92,82.5,39,140000,54.1
36,143900,142.193498,143.191193,-93.775964,92.7409,92.7426,998.9693,991.8866,0.6509,384.22,85.0,64,144000,56.0
37,147900,148.670163,150.133895,-95.735363,94.6860,94.7017,1073.4123,994.1595,0.6850,365.31,79.8,32,148000,58.0
38,151900,156.925643,158.629624,-97.677407,96.6350,96.6343,1070.6057,1077.7857,0.7825,352.16,77.9,63,152000,59.9
39,155900,160.297584,161.314013,-99.411539,98.3823,98.3903,1125.0258,1095.4829,0.8232,326.85,72.7,69,156000,61.8
40,159900,,,,,,,,,279.22,63.1,70,160000,62.3
41,163900,169.214082,168.526260,-101.004919,99.9132,99.9233,1171.5053,1122.5843,0.8331,271.13,60.5,52,164000,64.3
42,167900,172.525476,174.605671,-102.936326,101.7471,101.7533,1167.1918,1136.9892,0.8815,309.16,67.8,46,168000,66.3
43,171900,177.443532,177.208439,-104.582936,103.4775,103.4795,1214.3032,1164.6498,0.8996,357.32,78.3,56,172000,68.3
44,175900,181.635912,181.883321,-106.150015,105.0623,105.0590,1228.9589,1219.1471,0.8146,371.21,82.1,47,176000,70.2
45,179900,,,,,,,,,363.33,80.3,47,180000,70.8
46,183900,187.590103,188.453662,-107.815316,106.7140,106.7190,1289.0522,1252.9928,0.7893,388.09,86.8,46,184000,72.7
47,187900,193.770904,194.756246,-109.275802,108.0503,108.0501,1336.4267,1299.7126,0.8664,396.88,89.0,45,188000,74.7
48,191900,197.529762,199.301490,-110.840228,109.6084,109.6067,1347.9620,1274.0492,0.8796,352.49,80.1,53,192000,76.6
49,195900,203.780120,204.451295,-112.107869,110.8426,110.8511,1448.7154,1369.6660,0.9060,374.96,85.5,44,196000,78.5
50,199900,,,,,,,,,326.35,75.7,67,200000,79.1
51,203900,209.405958,210.375141,-113.303025,112.0120,112.0177,1463.1811,1456.1702,0.9080,280.20,65.4,65,204000,81.0
52,207900,213.468998,213.973053,-114.538213,113.2437,113.2462,1577.6199,1477.6456,0.8353,302.79,71.1,42,208000,82.9
53,211900,218.573557,218.379117,-115.505891,114.1002,114.1048,1570.3688,1521.4433,0.9048,302.77,72.6,64,212000,84.9
54,215900,224.377446,224.217887,-116.339812,115.0164,115.0279,1652.1730,1505.8726,0.9083,296.04,70.1,56,216000,86.8
55,219900,,,,,,,,,297.10,70.2,44,220000,87.3
56,223900,228.988138,228.338052,-117.195984,115.8462,115.8407,1601.9857,1571.8741,0.9272,334.39,76.8,62,224000,89.3
57,227900,228.038738,228.285071,-117.937798,116.5681,116.5771,1669.0079,1685.1410,0.8934,330.45,75.5,56,228000,91.2
58,231900,234.124005,232.394961,-118.864175,117.5686,117.5683,1688.2908,1726.6792,0.9247,339.22,77.8,45,232000,93.1
59,235900,236.724200,234.423569,-119.734557,118.4106,118.4099,1744.3440,1716.9937,0.9274,347.50,77.8,49,236000,95.0
60,239900,,,,,,,,,365.09,82.9,48,240000,95.6
61,243900,239.079906,237.017652,-120.610235,119.2927,119.2895,1790.0435,1889.1152,0.9296,363.65,80.6,51,244000,97.5
62,247900,240.659946,241.164734,-121.493750,120.1468,120.1544,1760.9140,1778.4911,0.8766,340.86,75.7,55,248000,99.4
63,251900,244.906554,245.193119,-122.276174,121.0332,121.0275,1831.5907,1867.5120,0.7580,285.14,61.6,91,252000,101.3
64,255900,248.784166,248.783304,-123.186960,121.8875,121.8802,1906.1300,1906.9191,0.7401,249.20,53.1,52,256000,103.3
65,259900,,,,,,,,,313.95,67.5,59,260000,103.8
66,263900,250.129906,247.870244,-123.998594,122.8005,122.8022,1801.8685,2048.6829,0.6960,352.87,77.2,43,264000,105.7
67,267900,247.346907,245.562862,-124.932154,123.6639,123.6624,1953.2747,2123.1363,0.7347,339.16,74.4,66,268000,107.7
68,271900,252.699385,250.222420,-125.575652,124.3928,124.4013,2087.9867,2434.6153,0.7395,318.19,69.2,51,272000,109.6
69,275900,250.392936,247.380322,-126.510821,125.2353,125.2323,2031.0416,2446.6863,0.7298,333.80,71.1,54,276000,111.5
70,279900,,,,,,,,,341.94,74.1,59,280000,112.0
71,283900,254.963714,250.835689,-127.714580,126.2826,126.2821,2161.5263,2722.6557,0.7692,314.72,67.5,69,284000,114.0
72,287900,255.189074,253.970899,-128.765097,127.2288,127.2266,2217.2296,2748.4795,1.2385,242.94,50.7,87,288000,115.9
73,291900,262.655254,258.959039,-129.506556,128.0355,128.0336,2067.9795,2960.8376,1.4220,217.91,44.4,91,292000,117.7
74,295900,265.139047,261.160149,-130.111545,128.7386,128.7399,2265.6695,2999.7641,1.3221,214.46,43.7,99,296000,119.6
75,299900,,,,,,,,,195.07,41.4,99,300000,120.1
76,303900,267.747568,263.806497,-130.663512,129.3756,129.3782,2220.5220,3130.3649,1.1580,191.47,42.1,90,304000,122.0
77,307900,265.934525,262.199233,-130.902672,129.6959,129.6932,2456.9358,3251.0671,1.0127,212.20,47.3,90,308000,123.9
