epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,0,0,4000,0.2,,,
2,7900,,,,,,,,,0,0,8000,0.4,,,
3,11900,0.105694,-1.431670,0.4647,0.8581,0.0395,0.0016,,,0,0,12000,2.1,,,
4,15900,0.133447,-1.607023,1.2005,1.5057,0.0702,0.0057,,,0,0,16000,3.5,,,
5,19900,,,,,,,,,0,0,20000,3.7,,,
6,23900,0.138502,-2.283468,1.5033,2.0707,0.1777,0.0082,,,0,0,24000,5.2,,,
7,27900,0.144712,-2.956019,2.3045,2.4716,0.2975,0.0101,,,0,0,28000,6.7,,,
8,31900,0.199688,-3.918144,3.1291,2.8979,0.4935,0.0127,,,0,0,32000,8.1,,,
9,35900,0.173731,-4.627430,3.8099,3.0037,0.5484,0.0122,,,0,0,36000,9.8,,,
10,39900,,,,,,,,,0,0,40000,9.9,,,
11,43900,0.150884,-5.025331,4.2602,2.8266,0.5271,0.0123,,,0,0,44000,11.4,,,
12,47900,0.133228,-5.510611,4.6566,3.0279,0.4307,0.0116,,,0,0,48000,13.0,,,
13,51900,0.130168,-5.737199,4.9920,2.7874,0.4320,0.0123,,,0,0,52000,14.5,,,
14,55900,0.150956,-5.968607,5.2051,2.6872,0.3799,0.0141,,,0,0,56000,16.0,,,
15,59900,,,,,,,,,0,0,60000,16.1,,,
16,63900,0.154414,-5.982722,5.3400,2.7421,0.3537,0.0151,,,0,0,64000,17.7,,,
17,67900,0.142870,-6.091895,5.4335,2.7593,0.3699,0.0161,,,0,0,68000,19.5,,,
18,71900,0.161000,-6.129232,5.5214,2.9475,0.3790,0.0173,,,0,0,72000,21.2,,,
19,75900,0.174651,-6.258660,5.6503,3.0193,0.4052,0.0200,,,0,0,76000,22.8,,,
20,79900,,,,,,,,,0,0,80000,22.9,,,
21,83900,0.203913,-6.570406,5.9398,3.7173,0.3697,0.0227,,,0,0,84000,24.7,,,
22,87900,0.225638,-7.166747,6.4811,3.9196,0.3603,0.0251,,,0,0,88000,26.3,,,
23,91900,0.244156,-7.960489,7.2417,4.8135,0.3552,0.0286,,,0,0,92000,27.8,,,
24,95900,0.259760,-9.062203,8.2973,4.8488,0.3356,0.0313,,,0,0,96000,29.3,,,
25,99900,,,,,,,-160.54,1000.0,100,56,100000,29.5,,,
26,103900,0.833081,-10.343338,9.5289,7.9094,0.3875,0.0332,,,0,0,104000,31.6,0.866828,0.641550,0.112639
27,107900,0.852476,-13.181555,12.2989,7.1633,0.3799,0.0359,,,0,0,108000,33.6,0.675921,0.556787,0.059567
28,111900,0.899408,-15.636504,14.7950,7.1225,0.4343,0.0399,,,0,0,112000,35.5,0.473573,0.379553,0.047010
29,115900,0.862706,-17.747747,17.0021,6.5842,0.4276,0.0419,,,0,0,116000,37.2,0.312284,0.241936,0.035174
30,119900,,,,,,,,,0,0,120000,37.4,,,
31,123900,0.913577,-19.862911,19.1515,6.1013,0.4446,0.0446,,,0,0,124000,39.3,0.174395,0.127813,0.023291
32,127900,0.937709,-22.039230,21.3303,6.0296,0.4538,0.0484,,,0,0,128000,41.0,0.116810,0.085832,0.015489
33,131900,0.977697,-24.210645,23.5186,6.0133,0.4701,0.0509,,,0,0,132000,42.8,0.090651,0.070072,0.010289
34,135900,1.036706,-26.434814,25.7493,6.1786,0.5078,0.0553,,,0,0,136000,44.6,0.056140,0.044487,0.005826
35,139900,,,,,,,,,0,0,140000,44.7,,,
36,143900,1.105719,-28.649558,27.9758,6.2708,0.5104,0.0615,,,0,0,144000,46.4,0.047360,0.039083,0.004139
37,147900,1.127346,-30.908515,30.2261,6.3497,0.5460,0.0657,,,0,0,148000,48.1,0.051927,0.044414,0.003756
38,151900,1.148015,-33.359335,32.6443,6.3660,0.5841,0.0697,,,0,0,152000,50.1,0.038299,0.032636,0.002831
39,155900,1.254066,-36.086594,35.3007,6.4248,0.5669,0.0754,,,0,0,156000,51.8,0.022874,0.019607,0.001634
40,159900,,,,,,,,,0,0,160000,52.0,,,
41,163900,1.244451,-38.848171,38.0751,6.6610,0.6166,0.0785,,,0,0,164000,53.9,0.017917,0.015315,0.001301
42,167900,1.395012,-41.571833,40.7980,7.0963,0.6595,0.0841,,,0,0,168000,55.6,0.015936,0.013509,0.001214
43,171900,1.521666,-44.530961,43.7250,7.4032,0.7069,0.0907,,,0,0,172000,57.4,0.019563,0.017763,0.000900
44,175900,1.598557,-47.574468,46.7631,7.6068,0.7300,0.0967,,,0,0,176000,59.1,0.057255,0.052168,0.002544
45,179900,,,,,,,,,0,0,180000,59.3,,,
46,183900,1.634003,-50.631041,49.7899,7.9190,0.7692,0.1021,,,0,0,184000,61.1,0.007568,0.006586,0.000491
47,187900,1.898126,-53.828812,52.9363,8.4203,0.8127,0.1082,,,0,0,188000,62.9,0.015613,0.014152,0.000731
48,191900,1.881705,-57.078092,56.1862,8.2078,0.8351,0.1148,,,0,0,192000,65.0,0.023995,0.021886,0.001054
49,195900,2.068577,-60.273530,59.3714,8.5695,0.8278,0.1200,,,0,0,196000,67.0,0.010516,0.009509,0.000504
50,199900,,,,,,,,,0,0,200000,67.2,,,
51,203900,6.802292,-63.588040,62.7215,11.6246,0.8732,0.1203,1613.12,1001.0,100,45,204000,69.2,0.942192,0.733748,0.104222
52,207900,7.307100,-66.740245,65.9047,11.4552,0.8985,0.1271,,,0,0,208000,71.3,0.310223,0.229996,0.040114
53,211900,7.504457,-70.082597,69.2558,11.9058,0.8966,0.1334,,,0,0,212000,73.1,0.181735,0.123365,0.029185
54,215900,7.592418,-73.628310,72.7873,11.9049,0.8815,0.1343,,,0,0,216000,74.8,0.133175,0.085450,0.023863
55,219900,,,,,,,,,0,0,220000,75.0,,,
56,223900,8.095931,-76.871730,76.0152,12.3702,0.9618,0.1437,,,0,0,224000,76.7,0.078697,0.046889,0.015904
57,227900,8.069829,-80.212992,79.3357,12.4555,0.9305,0.1435,,,0,0,228000,78.4,0.049267,0.028023,0.010622
58,231900,7.717229,-83.589641,82.7284,11.8815,0.9159,0.1469,,,0,0,232000,80.2,0.028840,0.015438,0.006701
59,235900,8.867368,-86.827324,85.9822,13.0036,0.9698,0.1606,,,0,0,236000,82.0,0.022852,0.012871,0.004991
60,239900,,,,,,,,,0,0,240000,82.2,,,
61,243900,9.240536,-90.117161,89.2713,13.9031,1.0049,0.1657,,,0,0,244000,84.0,0.020389,0.012795,0.003797
62,247900,9.155779,-93.314550,92.4884,13.8701,0.9438,0.1707,,,0,0,248000,85.9,0.020198,0.013376,0.003411
63,251900,9.724077,-96.386982,95.5460,14.2253,1.0163,0.1783,,,0,0,252000,87.7,0.017288,0.012055,0.002617
64,255900,10.149659,-99.535011,98.6853,14.5967,0.9740,0.1827,,,0,0,256000,89.5,0.015421,0.010428,0.002497
65,259900,,,,,,,,,0,0,260000,89.6,,,
66,263900,10.289409,-102.705291,101.8624,15.5989,0.9521,0.1912,,,0,0,264000,91.4,0.018247,0.014020,0.002113
67,267900,9.916927,-105.655180,104.8121,15.6367,1.0342,0.1951,,,0,0,268000,93.3,0.021999,0.017513,0.002243
68,271900,10.334218,-108.931179,108.0770,15.2530,1.0542,0.1988,,,0,0,272000,95.3,0.012477,0.009153,0.001662
69,275900,10.372514,-111.856358,111.0309,15.1556,1.0007,0.2073,,,0,0,276000,97.2,0.018760,0.014882,0.001939
70,279900,,,,,,,,,0,0,280000,97.4,,,
71,283900,10.851007,-114.672752,113.8209,15.5338,1.0361,0.2152,,,0,0,284000,99.3,0.012922,0.009931,0.001495
72,287900,10.581588,-117.695271,116.8656,16.5547,1.0521,0.2300,,,0,0,288000,101.2,0.007075,0.004472,0.001301
73,291900,10.397077,-120.472202,119.6398,16.5063,1.0635,0.2283,,,0,0,292000,103.1,0.006202,0.004258,0.000972
