epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-46.54,118.5,28,5,4000,1.0
2,7999,0.089837,0.096358,-0.872765,0.1245,0.1214,0.8098,0.5849,0.2903,0.0982,145.67,518.2,9,3,8000,13.9
3,11999,0.263756,0.287187,-2.447168,1.7767,1.7744,1.8641,1.3763,0.5168,0.1617,339.15,667.5,6,2,12000,30.7
4,15999,0.627341,0.674217,-3.799233,3.0324,3.0314,3.3143,2.5317,0.8289,0.3363,321.08,652.0,5,0,16000,47.4
5,19999,1.055818,1.109103,-4.132928,3.4888,3.4884,4.7708,3.8616,1.1692,0.5308,147.68,400.3,11,5,20000,64.1
6,23999,1.276837,1.319540,-4.034400,3.4440,3.4434,5.6170,4.7273,1.5092,0.7530,83.43,227.1,15,4,24000,80.9
7,27999,1.411920,1.454432,-3.688869,3.0821,3.0811,6.4560,5.4805,1.7201,0.8675,175.61,440.8,9,1,28000,97.6
8,31999,1.419095,1.465006,-3.297724,2.6598,2.6590,6.9389,5.8410,1.8675,0.9548,299.96,707.7,7,2,32000,114.7
9,35999,1.463862,1.504808,-2.810677,2.2831,2.2830,7.5981,6.4062,1.9594,1.0687,134.41,286.9,14,5,36000,131.4
10,39999,1.473074,1.496060,-2.537898,1.9567,1.9559,8.1643,6.5666,2.0060,1.1553,122.24,230.3,15,3,40000,148.1
11,43999,1.468324,1.487219,-2.282361,1.7124,1.7120,8.7022,7.0688,2.0675,1.2553,221.66,479.5,8,1,44000,164.9
12,47999,1.520808,1.531142,-1.980795,1.4220,1.4208,9.6997,7.7889,2.1476,1.3189,182.62,392.8,12,3,48000,181.7
13,51999,1.696451,1.700817,-1.564507,1.1430,1.1417,10.8873,8.9519,2.3844,1.5536,184.84,362.8,10,1,52000,198.3
14,55999,1.894991,1.899347,-0.997385,0.6610,0.6600,12.3546,10.2156,2.4930,1.7221,231.42,457.8,9,3,56000,215.0
15,59999,1.909905,1.903755,-0.614180,0.2766,0.2763,13.3084,11.0354,2.5448,1.8292,233.76,478.4,7,3,60000,232.1
16,63999,1.868603,1.868182,-0.269462,-0.0622,-0.0615,13.9397,11.8243,2.5617,1.8797,209.47,402.1,11,5,64000,249.0
17,67999,1.870724,1.842117,-0.155702,-0.1767,-0.1765,15.5237,12.9348,2.6069,1.9382,130.24,250.4,17,3,68000,265.9
18,71999,1.900402,1.872355,-0.095316,-0.2396,-0.2394,16.5647,14.4440,2.6438,2.0184,203.84,372.4,10,4,72000,282.7
19,75999,1.931451,1.901162,-0.080666,-0.2590,-0.2594,18.0835,15.4968,2.7106,2.0672,161.32,278.9,13,3,76000,299.5
20,79999,1.957893,1.921144,-0.184615,-0.1744,-0.1739,18.6561,16.5146,2.7646,2.1087,162.93,304.3,16,2,80000,316.4
21,83999,1.997233,1.968573,-0.243470,-0.1159,-0.1155,19.8035,17.7614,2.8053,2.1526,199.46,392.7,10,2,84000,333.1
22,87999,2.015154,1.992633,-0.271186,-0.0923,-0.0917,21.1979,19.3579,2.8474,2.2101,319.42,672.8,5,1,88000,350.1
23,91999,2.021743,2.001174,-0.352172,-0.0062,-0.0065,22.2987,20.8484,2.8921,2.2408,304.82,519.1,8,1,92000,367.0
24,95999,2.052953,2.030804,-0.446854,0.0881,0.0878,23.8517,21.7244,2.9445,2.2564,176.04,324.1,12,2,96000,383.6
25,99999,2.093707,2.070695,-0.545925,0.2001,0.2003,24.9270,22.9788,2.9417,2.2713,375.78,680.5,6,1,100000,401.1
26,103999,2.097210,2.057307,-0.706285,0.3651,0.3647,27.0664,23.9362,2.9318,2.2868,230.80,423.7,10,1,104000,418.0
27,107999,2.139073,2.102647,-0.848264,0.5168,0.5169,29.2761,26.4001,2.9572,2.3216,225.41,386.4,9,4,108000,435.2
28,111999,2.232125,2.184219,-0.962547,0.6487,0.6484,31.1809,27.5173,3.0046,2.3304,158.35,303.8,16,5,112000,452.1
29,115999,2.308309,2.250042,-1.069981,0.7575,0.7578,32.7265,28.9919,3.0226,2.3313,196.58,382.8,9,2,116000,468.9
30,119999,2.356049,2.284304,-1.206549,0.8942,0.8940,35.3546,30.6926,3.0455,2.3624,302.02,498.6,9,5,120000,486.0
