epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,,,0,0,4000,0.2,,,
2,7900,,,,,,,,,,,,0,0,8000,0.5,,,
3,11900,0.073552,0.069250,-0.905967,0.0778,0.0783,0.5006,0.4988,0.0994,0.0024,,,0,0,12000,2.1,,,
4,15900,0.072295,0.071671,-0.808762,0.2345,0.2349,0.6622,0.6851,0.0941,0.0021,,,0,0,16000,3.6,,,
5,19900,,,,,,,,,,,,0,0,20000,3.7,,,
6,23900,0.099539,0.098640,-0.504751,0.1569,0.1570,1.0714,1.1561,0.1415,0.0081,,,0,0,24000,5.3,,,
7,27900,0.110109,0.108697,-0.056875,-0.1787,-0.1790,1.1027,1.1766,0.1774,0.0183,,,0,0,28000,6.8,,,
8,31900,0.121966,0.118740,0.037927,-0.6100,-0.6105,1.3088,1.3296,0.2282,0.0127,,,0,0,32000,8.2,,,
9,35900,0.249708,0.234310,-0.655080,-0.1870,-0.1875,1.7164,1.7253,0.2239,0.0104,,,0,0,36000,9.7,,,
10,39900,,,,,,,,,,,,0,0,40000,9.8,,,
11,43900,0.204172,0.196684,-0.844052,0.0921,0.0924,1.8311,1.8823,0.2335,0.0100,,,0,0,44000,11.3,,,
12,47900,0.217782,0.211940,-0.916290,0.1860,0.1864,1.8016,1.9148,0.2668,0.0111,,,0,0,48000,12.8,,,
13,51900,0.205331,0.203118,-0.898872,0.2078,0.2079,1.8989,2.0078,0.2531,0.0114,,,0,0,52000,14.3,,,
14,55900,0.224115,0.222307,-0.969844,0.2170,0.2173,1.9884,2.0589,0.2886,0.0129,,,0,0,56000,15.8,,,
15,59900,,,,,,,,,,,,0,0,60000,15.9,,,
16,63900,0.306571,0.307193,-0.871992,0.1476,0.1474,2.5562,2.7051,0.2677,0.0138,,,0,0,64000,17.4,,,
17,67900,0.305309,0.303490,-0.780718,-0.0134,-0.0135,2.7717,2.9910,0.3294,0.0156,,,0,0,68000,19.0,,,
18,71900,0.414094,0.406153,-0.523666,-0.2060,-0.2063,3.2383,3.3958,0.3147,0.0172,,,0,0,72000,20.5,,,
19,75900,0.337888,0.339123,-0.238247,-0.3832,-0.3829,3.0519,3.1690,0.3167,0.0179,,,0,0,76000,22.1,,,
20,79900,,,,,,,,,,,,0,0,80000,22.2,,,
21,83900,0.336699,0.342814,-0.056891,-0.5508,-0.5513,2.9042,3.0528,0.3455,0.0188,,,0,0,84000,23.8,,,
22,87900,0.321654,0.324964,0.114704,-0.7045,-0.7047,2.8544,3.0512,0.3718,0.0199,,,0,0,88000,25.3,,,
23,91900,0.315411,0.317823,0.313167,-0.8632,-0.8637,2.8732,3.0415,0.4117,0.0247,,,0,0,92000,26.8,,,
24,95900,0.309287,0.314146,0.468046,-1.0249,-1.0248,2.8475,3.1242,0.4021,0.0233,,,0,0,96000,28.3,,,
25,99900,,,,,,,,,,-383.79,1000.0,100,53,100000,28.5,,,
26,103900,0.484480,0.489746,0.505083,-1.1238,-1.1238,3.3169,3.5881,0.4523,0.0237,,,0,0,104000,30.3,0.771030,0.627688,0.071671
27,107900,0.507797,0.510515,0.444682,-1.0422,-1.0422,3.3411,3.4858,0.4938,0.0277,,,0,0,108000,32.1,0.304607,0.259150,0.022729
28,111900,0.493895,0.498836,0.549346,-1.1474,-1.1475,3.3732,3.6500,0.4867,0.0273,,,0,0,112000,33.9,0.042664,0.038203,0.002231
29,115900,0.510914,0.519924,0.682467,-1.2408,-1.2409,3.4060,3.6895,0.4836,0.0287,,,0,0,116000,35.8,0.023898,0.021499,0.001200
30,119900,,,,,,,,,,,,0,0,120000,35.9,,,
31,123900,0.495889,0.502916,0.872001,-1.3879,-1.3883,3.2123,3.5482,0.5078,0.0298,,,0,0,124000,37.8,0.015657,0.014234,0.000712
32,127900,0.503739,0.509553,1.104630,-1.5704,-1.5706,3.2085,3.4268,0.5238,0.0285,,,0,0,128000,39.6,0.008349,0.007518,0.000416
33,131900,0.511704,0.515322,1.327865,-1.7831,-1.7833,3.4079,3.6297,0.5451,0.0312,,,0,0,132000,41.3,0.006904,0.006272,0.000316
34,135900,0.495153,0.499561,1.479092,-1.9414,-1.9415,3.2744,3.5536,0.5366,0.0323,,,0,0,136000,43.2,0.005598,0.004987,0.000305
35,139900,,,,,,,,,,,,0,0,140000,43.3,,,
36,143900,0.569143,0.571079,1.566551,-2.0439,-2.0440,3.5077,3.6926,0.6197,0.0332,,,0,0,144000,45.2,0.002896,0.002499,0.000199
37,147900,0.584673,0.588280,1.531486,-2.0655,-2.0656,3.6814,4.0836,0.5620,0.0355,,,0,0,148000,47.2,0.007102,0.006262,0.000420
38,151900,0.600073,0.600278,1.449713,-2.0078,-2.0078,3.9579,4.4451,0.5442,0.0381,,,0,0,152000,49.2,0.006533,0.005867,0.000333
39,155900,0.659283,0.657056,1.292698,-1.8788,-1.8789,4.2471,4.6472,0.5861,0.0435,,,0,0,156000,51.0,0.003535,0.003102,0.000216
40,159900,,,,,,,,,,,,0,0,160000,51.1,,,
41,163900,0.673473,0.671759,1.020898,-1.6574,-1.6573,4.7187,5.3010,0.5266,0.0446,,,0,0,164000,52.9,0.002489,0.002239,0.000125
42,167900,0.762441,0.760011,0.654228,-1.3568,-1.3569,5.0403,5.6109,0.5539,0.0470,,,0,0,168000,54.7,0.003562,0.003134,0.000214
