epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,102.26,22.1,113,4000,0.3
2,7900,,,,,,,,,122.39,26.8,145,8000,0.7
3,11900,1.126445,1.089072,-7.717925,7.4214,7.4264,7.8206,7.8489,0.0158,145.54,31.3,100,12000,2.8
4,15900,0.999078,1.018433,-13.848255,13.5495,13.5506,26.0813,25.6019,0.0218,214.46,45.8,54,16000,4.8
5,19900,,,,,,,,,125.40,29.6,246,20000,5.3
6,23900,3.417962,3.277366,-18.715128,18.4573,18.4573,60.7395,58.6110,0.0415,62.77,16.2,243,24000,7.3
7,27900,6.309332,5.982829,-22.872680,22.6068,22.6090,98.5666,99.0900,0.0855,63.68,16.4,246,28000,9.5
8,31900,12.080071,11.596929,-26.336357,26.0577,26.0608,147.5491,139.3264,0.1030,61.80,16.1,244,32000,11.5
9,35900,16.515749,15.943805,-29.696284,29.3786,29.3827,193.6454,194.6555,0.1295,60.63,16.2,248,36000,13.6
10,39900,,,,,,,,,63.60,16.1,251,40000,14.1
11,43900,21.553619,20.534240,-32.419372,32.0497,32.0531,257.3321,254.8222,0.1449,62.82,16.0,249,44000,16.4
12,47900,25.981498,25.212655,-34.927829,34.4458,34.4403,324.2469,335.9078,0.1987,63.99,16.3,246,48000,18.8
13,51900,33.083524,32.116951,-37.325960,36.7110,36.7078,408.8704,446.5788,0.3084,66.73,16.8,189,52000,20.8
14,55900,38.208860,38.414020,-40.419071,39.7893,39.7846,496.0442,520.5884,0.3626,193.51,41.2,55,56000,23.0
15,59900,,,,,,,,,314.06,63.6,49,60000,23.6
16,63900,40.972796,41.581358,-43.640801,42.9756,42.9744,560.9004,571.0360,0.4292,363.98,73.6,65,64000,25.9
17,67900,44.665962,45.467246,-46.998069,46.2309,46.2326,603.9750,645.8764,0.4721,372.31,73.8,41,68000,28.1
18,71900,49.619943,50.035051,-50.031383,49.2516,49.2506,680.6847,723.3779,0.5185,373.89,75.8,64,72000,30.2
19,75900,54.143336,54.069075,-53.325894,52.3773,52.3711,760.1742,714.7542,0.6032,327.46,67.1,63,76000,32.4
20,79900,,,,,,,,,344.55,69.7,45,80000,32.9
21,83900,58.764550,58.652063,-56.390359,55.4140,55.4141,811.4175,792.8493,0.6722,384.47,77.5,52,84000,35.1
22,87900,63.811972,64.317440,-59.697679,58.5103,58.5088,870.4102,862.6838,0.7642,425.45,84.1,46,88000,37.1
23,91900,69.900536,70.475891,-62.987134,61.6442,61.6461,957.9621,927.2663,0.7920,385.86,76.4,62,92000,39.2
24,95900,74.095061,75.147376,-66.089822,64.6453,64.6427,1031.7560,962.6017,0.8338,353.09,69.6,68,96000,41.3
25,99900,,,,,,,,,299.22,58.7,59,100000,41.8
26,103900,81.079074,81.628294,-69.252097,67.6776,67.6767,1086.3860,1073.5580,0.8889,353.91,69.1,52,104000,43.8
27,107900,87.545463,87.866411,-72.580496,70.8318,70.8203,1164.9287,1109.3779,0.9508,387.70,76.9,62,108000,45.9
28,111900,93.765504,94.212062,-75.499846,73.6764,73.6755,1189.1249,1206.7138,1.0213,308.40,64.7,43,112000,48.0
29,115900,97.223550,98.064179,-78.835076,76.8778,76.8723,1220.4717,1234.8286,1.0851,414.93,82.6,46,116000,50.2
30,119900,,,,,,,,,417.70,84.2,57,120000,50.8
31,123900,102.131829,104.017094,-81.682118,79.6195,79.6142,1320.3109,1299.4178,1.0907,350.85,72.6,55,124000,52.9
32,127900,110.833387,111.093379,-84.559978,82.4306,82.4266,1381.1469,1336.2033,1.1475,346.07,71.2,54,128000,55.1
33,131900,117.006721,119.616995,-87.378087,85.1434,85.1377,1400.1317,1411.5835,1.1057,352.31,71.7,68,132000,57.2
34,135900,124.762080,125.852077,-90.056885,87.7950,87.7963,1417.0621,1505.4248,1.0863,332.18,68.6,44,136000,59.3
35,139900,,,,,,,,,356.80,73.5,56,140000,59.9
36,143900,128.105764,132.069606,-92.617350,90.3629,90.3479,1494.6134,1527.6416,1.1767,377.89,78.6,48,144000,61.9
37,147900,134.776595,139.184130,-95.256051,93.0215,93.0135,1561.7182,1562.3688,1.1950,368.37,75.7,54,148000,64.0
38,151900,142.679647,146.292773,-97.759999,95.4823,95.4764,1668.3016,1601.2044,1.2993,325.02,67.4,77,152000,66.2
39,155900,154.361990,157.842833,-99.938858,97.6487,97.6442,1772.1730,1628.9382,1.3702,222.30,48.2,94,156000,69.0
40,159900,,,,,,,,,261.45,53.9,56,160000,69.5
41,163900,158.587486,160.885496,-102.286473,99.9456,99.9410,1809.0404,1724.8726,1.3175,326.94,65.7,57,164000,71.8
42,167900,167.016847,173.011958,-104.354415,101.8678,101.8647,1789.7815,1825.8513,1.4432,324.75,64.9,67,168000,73.8
43,171900,172.681304,178.159386,-106.308349,103.8790,103.8762,1889.8563,1824.1277,1.3108,321.01,63.6,63,172000,76.0
44,175900,176.471466,184.082960,-108.226947,105.8504,105.8372,1913.4678,1877.1843,1.4284,316.76,62.6,62,176000,78.2
45,179900,,,,,,,,,367.73,72.4,44,180000,78.8
46,183900,187.134942,192.324197,-110.448841,107.9993,107.9815,1937.8944,1989.8401,1.4444,397.76,78.9,56,184000,81.0
47,187900,194.536587,196.305773,-112.525646,110.0573,110.0585,1996.3718,2003.2122,1.4998,393.91,77.9,42,188000,83.1
48,191900,198.595017,203.661789,-114.333227,111.9349,111.9266,2004.2209,2254.2324,1.4112,419.72,82.4,54,192000,85.3
49,195900,202.198830,203.978582,-116.243601,113.7330,113.7209,2078.4741,2119.4386,1.5982,384.47,75.9,52,196000,87.8
50,199900,,,,,,,,,386.09,75.9,58,200000,88.3
51,203900,212.444562,214.936574,-117.774290,115.3413,115.3284,2189.8657,2259.0201,1.6389,354.99,69.7,61,204000,90.5
52,207900,216.431696,218.691498,-119.714603,117.1477,117.1396,2268.3226,2242.1344,1.7247,344.43,67.2,58,208000,92.6
53,211900,226.128506,228.066418,-121.081954,118.5336,118.5142,2344.5258,2303.3222,1.9264,326.25,63.2,73,212000,94.7
54,215900,235.029650,230.169827,-122.578408,120.1246,120.1184,2376.5388,2439.9618,1.9860,290.81,56.8,71,216000,96.7
55,219900,,,,,,,,,284.74,55.5,68,220000,97.3
56,223900,236.574530,236.916880,-123.874876,121.3674,121.3499,2470.4767,2493.7359,2.1825,284.30,55.5,79,224000,99.4
57,227900,240.678485,246.852197,-125.177156,122.6362,122.6339,2381.7812,2595.1001,2.1834,283.65,55.2,74,228000,101.6
58,231900,252.241160,256.929899,-126.664584,124.0739,124.0576,2560.6283,2755.4226,2.3269,288.15,56.0,64,232000,103.7
59,235900,264.103538,261.615833,-127.912465,125.4333,125.4266,2753.0740,2779.1314,2.4289,292.29,56.9,66,236000,105.7
60,239900,,,,,,,,,312.36,60.4,80,240000,106.3
61,243900,267.946245,263.642273,-129.259243,126.5887,126.5807,2704.3834,2918.8221,2.3597,270.56,53.1,68,244000,108.3
62,247900,279.078770,273.119575,-130.460189,127.8516,127.8393,2967.9160,3134.6757,2.3128,293.23,57.4,62,248000,110.4
63,251900,283.983831,277.668367,-131.558519,128.9637,128.9544,3087.6281,3420.6026,2.4642,306.17,59.8,77,252000,112.5
64,255900,286.109847,276.819509,-132.622542,130.1341,130.1339,3303.6740,3912.8300,2.4885,301.92,59.2,55,256000,114.5
65,259900,,,,,,,,,318.71,62.0,67,260000,115.0
66,263900,290.728915,284.796448,-133.714207,131.0627,131.0583,3446.4325,4205.5378,2.3230,355.08,69.1,54,264000,117.1
67,267900,295.300618,286.192355,-134.822952,132.1258,132.1054,3679.0207,4857.6743,2.4554,366.94,71.3,56,268000,119.2
68,271900,294.464579,291.330855,-135.782643,133.1322,133.1242,3959.8582,4951.7261,2.6520,345.14,67.1,59,272000,121.3
69,275900,293.946763,286.587543,-136.614004,133.9424,133.9322,4596.3670,5816.9973,2.6258,370.50,71.9,54,276000,123.5
70,279900,,,,,,,,,361.97,70.3,57,280000,124.0
71,283900,298.604374,287.166175,-137.416154,134.8741,134.8704,4916.8575,6080.0323,2.5976,351.50,68.5,58,284000,126.1
72,287900,300.110009,294.782460,-138.103712,135.5545,135.5385,5264.6124,6505.3196,2.4582,354.01,69.0,59,288000,128.6
73,291900,297.627855,290.303536,-138.684149,136.1633,136.1473,5826.2420,7062.1964,2.5298,356.89,69.6,64,292000,130.7
74,295900,293.127713,288.289983,-139.479813,136.9441,136.9266,6540.6220,7644.5742,2.7143,348.48,68.0,50,296000,132.8
75,299900,,,,,,,,,349.18,68.8,61,300000,133.3
76,303900,296.062728,294.344649,-140.183607,137.6445,137.6292,7002.1899,8105.7574,2.5940,355.20,70.8,45,304000,135.4
77,307900,302.174281,286.798609,-140.721408,138.2263,138.2089,7224.5973,8139.9194,2.7926,394.65,79.0,54,308000,137.5
78,311900,295.754798,286.710627,-141.645700,138.9809,138.9636,7485.6163,8154.7111,2.6217,402.54,79.2,58,312000,139.6
79,315900,297.687729,288.377667,-142.042387,139.3319,139.3171,8504.5214,8840.3140,2.7327,372.50,72.7,51,316000,141.6
80,319900,,,,,,,,,389.08,76.5,55,320000,142.2
81,323900,293.933763,286.363824,-142.715215,140.0030,139.9991,8352.7048,9198.6980,2.5761,396.62,77.8,50,324000,144.3
82,327900,302.871594,289.983951,-143.104516,140.4453,140.4313,9327.0227,9403.9170,2.7103,393.91,76.5,55,328000,146.4
83,331900,299.945943,287.631408,-143.745231,141.2073,141.1860,9682.3631,8918.5208,2.9366,384.64,74.8,44,332000,148.4
84,335900,296.343297,287.102706,-144.261421,141.7042,141.7006,9623.8898,9273.8321,2.6999,420.90,81.6,55,336000,150.5
