epoch,global_step,device,epoch_wall_s,steps_per_sec,updates_per_sec,env_step_total_s,env_step_mean_ms,buffer_sample_total_s,buffer_sample_mean_ms,update_total_s,update_mean_ms,gpu_mem_allocated_mb,gpu_mem_reserved_mb
1,3900,GPU (NVIDIA GeForce RTX 3080),0.26,15367.1,0.0,0.112,2.803,0.000,0.000,0.000,0.000,3.9,4.0
2,7900,GPU (NVIDIA GeForce RTX 3080),0.32,12527.8,0.0,0.108,2.710,0.000,0.000,0.000,0.000,13.1,26.0
3,11900,GPU (NVIDIA GeForce RTX 3080),0.82,4859.8,60.7,0.114,2.847,0.043,0.862,0.568,11.352,24.3,38.0
4,15900,GPU (NVIDIA GeForce RTX 3080),0.66,6064.5,75.8,0.107,2.669,0.059,1.189,0.410,8.203,24.3,38.0
5,19900,GPU (NVIDIA GeForce RTX 3080),0.20,20478.4,0.0,0.106,2.653,0.000,0.000,0.000,0.000,24.3,38.0
6,23900,GPU (NVIDIA GeForce RTX 3080),1.40,2858.3,35.7,0.099,2.477,0.056,1.130,0.414,8.286,29.1,68.0
7,27900,GPU (NVIDIA GeForce RTX 3080),1.38,2907.9,36.3,0.106,2.647,0.047,0.933,0.453,9.068,29.1,68.0
8,31900,GPU (NVIDIA GeForce RTX 3080),1.40,2853.1,35.7,0.115,2.863,0.038,0.752,0.448,8.955,29.1,68.0
9,35900,GPU (NVIDIA GeForce RTX 3080),1.37,2924.7,36.6,0.117,2.918,0.046,0.915,0.441,8.813,29.1,68.0
10,39900,GPU (NVIDIA GeForce RTX 3080),0.21,19082.2,0.0,0.114,2.854,0.000,0.000,0.000,0.000,29.1,68.0
11,43900,GPU (NVIDIA GeForce RTX 3080),1.39,2885.6,36.1,0.117,2.924,0.052,1.032,0.407,8.139,29.1,68.0
12,47900,GPU (NVIDIA GeForce RTX 3080),1.45,2755.7,34.4,0.117,2.934,0.066,1.318,0.464,9.287,29.1,68.0
13,51900,GPU (NVIDIA GeForce RTX 3080),1.41,2830.0,35.4,0.109,2.737,0.050,1.009,0.456,9.117,29.1,68.0
14,55900,GPU (NVIDIA GeForce RTX 3080),1.46,2744.3,34.3,0.117,2.925,0.071,1.429,0.449,8.974,29.1,68.0
15,59900,GPU (NVIDIA GeForce RTX 3080),0.21,19285.8,0.0,0.120,3.004,0.000,0.000,0.000,0.000,29.1,68.0
16,63900,GPU (NVIDIA GeForce RTX 3080),1.44,2779.1,34.7,0.118,2.951,0.058,1.161,0.500,10.005,29.1,70.0
17,67900,GPU (NVIDIA GeForce RTX 3080),1.41,2834.9,35.4,0.116,2.903,0.071,1.420,0.453,9.050,29.1,70.0
18,71900,GPU (NVIDIA GeForce RTX 3080),1.42,2809.4,35.1,0.116,2.894,0.037,0.745,0.433,8.661,29.1,70.0
19,75900,GPU (NVIDIA GeForce RTX 3080),1.37,2924.9,36.6,0.118,2.939,0.054,1.074,0.438,8.751,29.1,70.0
20,79900,GPU (NVIDIA GeForce RTX 3080),0.22,18478.8,0.0,0.118,2.951,0.000,0.000,0.000,0.000,29.1,70.0
21,83900,GPU (NVIDIA GeForce RTX 3080),1.46,2749.0,34.4,0.117,2.935,0.049,0.982,0.499,9.984,29.1,70.0
22,87900,GPU (NVIDIA GeForce RTX 3080),1.45,2767.9,34.6,0.113,2.820,0.060,1.196,0.459,9.177,29.1,70.0
23,91900,GPU (NVIDIA GeForce RTX 3080),1.45,2759.6,34.5,0.124,3.108,0.055,1.100,0.455,9.092,29.1,70.0
24,95900,GPU (NVIDIA GeForce RTX 3080),1.51,2657.7,33.2,0.126,3.160,0.065,1.307,0.476,9.524,29.1,70.0
25,99900,GPU (NVIDIA GeForce RTX 3080),0.23,17099.3,0.0,0.123,3.071,0.000,0.000,0.000,0.000,29.1,70.0
26,103900,GPU (NVIDIA GeForce RTX 3080),1.44,2780.3,34.8,0.113,2.826,0.058,1.164,0.467,9.334,29.1,70.0
27,107900,GPU (NVIDIA GeForce RTX 3080),1.44,2778.4,34.7,0.114,2.856,0.061,1.220,0.462,9.243,29.1,70.0
28,111900,GPU (NVIDIA GeForce RTX 3080),1.49,2685.4,33.6,0.119,2.968,0.076,1.511,0.456,9.122,29.1,70.0
