epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,-9.62,26.7,34,4000,0.3
2,7900,,,,,,-21.47,44.8,15,8000,0.5
3,11900,0.443125,-1.529334,1.0255,1.5709,0.0703,-2.78,91.6,8,12000,1.8
4,15900,1.262917,-2.256299,0.8868,5.1997,0.7951,-66.82,95.9,38,16000,3.1
5,19900,,,,,,,,0,20000,3.3
6,23900,1.270658,-1.868425,1.1215,6.8308,1.2302,,,0,24000,4.5
7,27900,1.779581,-4.227620,2.3642,9.2069,1.5888,-180.82,165.8,4,28000,5.8
8,31900,2.152565,-7.154273,4.9923,11.7232,1.7552,-231.97,287.0,1,32000,7.1
9,35900,2.281141,-10.504513,8.4171,11.6449,1.5779,-213.90,287.6,8,36000,8.3
10,39900,,,,,,-248.00,328.0,1,40000,8.5
11,43900,2.157664,-13.623930,11.7662,11.1004,1.4924,-69.08,213.7,7,44000,9.8
12,47900,2.187700,-16.322165,14.6443,11.3555,1.4383,-19.56,207.2,6,48000,11.0
13,51900,2.119086,-18.855198,17.2958,10.8430,1.3825,-180.08,483.0,1,52000,12.2
14,55900,2.089657,-21.317747,19.8355,10.6943,1.4149,-87.46,376.6,5,56000,13.4
15,59900,,,,,,-52.96,365.4,9,60000,13.7
16,63900,2.187351,-23.682770,22.2756,10.9679,1.5659,-67.42,445.1,7,64000,14.9
17,67900,2.223060,-25.961779,24.6062,11.3871,1.5293,76.16,348.0,7,68000,16.2
18,71900,2.258478,-28.131894,26.8449,11.0287,1.5192,85.63,124.3,3,72000,17.4
19,75900,2.209935,-30.188472,28.9489,11.3479,1.5891,62.61,559.5,4,76000,18.7
20,79900,,,,,,89.65,160.3,3,80000,18.9
21,83900,2.205386,-32.205643,31.0066,11.4357,1.6090,73.16,332.2,4,84000,20.1
22,87900,2.111327,-34.199193,33.0298,11.2926,1.5824,107.33,399.7,6,88000,21.3
23,91900,2.242521,-36.206247,35.0610,12.3996,1.5446,203.41,518.6,11,92000,22.6
24,95900,2.439629,-38.136645,37.0129,13.2928,1.7272,122.25,281.6,7,96000,23.8
25,99900,,,,,,45.93,882.5,24,100000,24.1
26,103900,2.642518,-40.046921,38.9450,12.6224,1.5606,119.73,798.3,13,104000,25.4
27,107900,2.784333,-42.010777,40.9133,13.4585,1.5778,146.42,612.3,11,108000,26.6
28,111900,2.923663,-43.951470,42.8721,14.3364,1.6171,120.97,441.0,11,112000,27.8
29,115900,3.183444,-45.812968,44.7430,14.8496,1.5805,176.13,718.5,15,116000,29.1
30,119900,,,,,,105.35,114.1,10,120000,29.3
31,123900,3.344570,-47.749912,46.6801,16.4918,1.6783,106.89,106.0,9,124000,30.6
32,127900,3.592243,-49.693398,48.6177,18.6893,1.8061,165.86,212.5,11,128000,31.8
33,131900,3.697595,-51.600152,50.5222,17.8529,1.6471,320.58,392.0,7,132000,33.1
34,135900,3.946605,-53.470692,52.3984,20.2218,1.6336,225.39,401.5,13,136000,34.4
35,139900,,,,,,240.49,309.5,6,140000,34.6
36,143900,3.944936,-55.376871,54.2997,20.5853,1.7943,274.90,381.1,14,144000,35.9
37,147900,4.217897,-57.225374,56.1411,22.6418,1.7683,296.26,437.1,14,148000,37.1
38,151900,4.438877,-59.081731,58.0021,24.1726,1.8122,148.41,141.3,12,152000,38.4
39,155900,4.516328,-60.871499,59.7888,23.8242,1.9202,311.13,458.0,6,156000,39.7
40,159900,,,,,,281.00,325.6,13,160000,39.9
41,163900,4.639668,-62.654594,61.5698,24.4468,1.8528,186.47,269.3,7,164000,41.2
42,167900,4.912599,-64.417789,63.3304,27.1677,1.8528,150.20,135.0,3,168000,42.4
43,171900,4.871308,-66.119898,65.0289,28.0710,1.8628,282.06,414.7,9,172000,43.7
44,175900,4.990517,-67.800023,66.6970,27.7592,1.8858,193.17,202.5,4,176000,44.9
45,179900,,,,,,249.51,251.0,5,180000,45.2
46,183900,4.935025,-69.425716,68.3237,29.8379,1.8022,241.52,338.0,7,184000,46.5
47,187900,5.092913,-70.984157,69.8860,28.4459,1.9158,246.13,499.4,7,188000,47.7
48,191900,4.991643,-72.447682,71.3535,31.7338,1.9055,405.86,524.5,4,192000,49.0
49,195900,5.001486,-73.925306,72.8394,28.3726,1.8679,474.34,751.8,6,196000,50.3
50,199900,,,,,,339.44,512.0,7,200000,50.5
51,203900,5.429139,-75.470170,74.3619,28.7859,2.0086,362.72,726.1,14,204000,51.7
52,207900,5.936202,-76.928718,75.8322,32.6737,1.9217,278.74,344.2,12,208000,53.0
53,211900,6.183258,-78.429077,77.3255,33.4751,2.0495,389.11,461.4,7,212000,54.3
54,215900,6.010332,-79.906552,78.8056,29.8018,1.9834,356.85,571.7,6,216000,55.7
55,219900,,,,,,352.40,516.1,9,220000,55.9
56,223900,6.706314,-81.357582,80.2352,31.1360,1.9964,378.43,469.9,8,224000,57.1
57,227900,7.215101,-82.770439,81.6529,41.8455,2.0295,398.15,546.8,11,228000,58.4
58,231900,7.105925,-84.261639,83.1286,36.8053,1.9649,281.70,251.2,5,232000,59.6
59,235900,8.070203,-85.661604,84.5248,47.7828,2.0480,393.50,552.0,20,236000,60.9
60,239900,,,,,,176.22,289.9,8,240000,61.1
61,243900,8.145340,-87.145667,86.0049,42.3452,2.1570,514.81,758.9,8,244000,62.4
62,247900,7.438743,-88.525783,87.3891,35.8037,2.1164,293.92,431.1,12,248000,63.7
63,251900,7.929725,-89.951216,88.8105,40.4169,2.0521,257.79,387.4,10,252000,64.9
64,255900,8.538909,-91.385783,90.2278,40.6138,2.1315,299.78,317.6,7,256000,66.1
65,259900,,,,,,379.82,486.0,9,260000,66.4
66,263900,8.519877,-92.766316,91.5974,45.8955,2.1391,369.10,513.2,9,264000,67.7
67,267900,8.630290,-94.162493,93.0091,41.9781,2.1615,341.21,539.1,7,268000,69.0
68,271900,9.205947,-95.417712,94.2748,45.6403,2.1078,153.37,255.8,5,272000,70.3
69,275900,9.120769,-96.691767,95.5412,45.9115,2.2835,440.92,503.2,4,276000,71.6
70,279900,,,,,,310.14,435.8,6,280000,71.8
71,283900,9.767413,-98.053674,96.8917,51.6710,2.1670,520.27,826.6,7,284000,73.0
72,287900,8.902428,-99.301397,98.1525,43.6610,2.2028,394.66,406.2,5,288000,74.4
73,291900,9.049875,-100.520330,99.3609,35.3882,2.2067,229.63,274.7,6,292000,75.6
74,295900,9.027277,-101.731645,100.5747,45.0232,2.2246,386.55,623.7,6,296000,76.9
75,299900,,,,,,406.83,402.4,14,300000,77.1
76,303900,10.414936,-102.822400,101.6658,57.2527,2.3449,303.59,383.6,16,304000,78.4
77,307900,11.596620,-103.978882,102.8202,53.4167,2.2764,408.70,777.2,8,308000,79.6
78,311900,11.766234,-105.165777,103.9997,44.8069,2.3001,282.40,374.7,7,312000,80.9
79,315900,11.232954,-106.411170,105.2351,55.8110,2.2378,377.47,427.3,9,316000,82.1
80,319900,,,,,,401.38,419.1,19,320000,82.4
81,323900,12.195872,-107.507951,106.3364,49.3260,2.4049,161.50,204.9,16,324000,83.6
82,327900,12.705689,-108.734349,107.5469,61.6496,2.4358,388.33,726.9,8,328000,84.8
83,331900,13.377527,-109.883334,108.7032,60.8408,2.3560,217.68,239.8,8,332000,86.1
84,335900,14.319505,-111.060075,109.8700,68.2536,2.4942,290.54,375.1,16,336000,87.4
85,339900,,,,,,322.44,349.0,13,340000,87.6
86,343900,14.407291,-112.211992,111.0241,62.1496,2.4855,275.61,402.2,10,344000,88.9
87,347900,14.364159,-113.329828,112.1411,63.7336,2.6826,378.31,516.0,12,348000,90.1
88,351900,14.273729,-114.364775,113.1700,71.3532,2.3689,313.69,493.9,8,352000,91.4
89,355900,13.759210,-115.615112,114.4054,63.3270,2.5397,488.68,590.0,7,356000,92.7
90,359900,,,,,,315.96,426.7,15,360000,92.9
91,363900,14.320366,-116.749518,115.5481,60.5061,2.4385,231.88,216.5,11,364000,94.1
92,367900,15.547207,-117.834080,116.6348,63.6293,2.5020,348.04,403.8,12,368000,95.4
93,371900,15.681084,-118.907720,117.6938,86.0750,2.5656,354.12,377.8,5,372000,96.6
94,375900,16.272870,-120.043739,118.8418,73.3212,2.7904,269.90,462.2,5,376000,97.9
95,379900,,,,,,410.53,370.4,8,380000,98.1
96,383900,16.136155,-121.077381,119.8490,72.7615,2.5726,333.97,349.5,11,384000,99.4
97,387900,16.225984,-122.109996,120.8999,73.7196,2.5963,355.69,352.4,7,388000,100.7
98,391900,16.114502,-123.017783,121.7880,77.7827,2.6296,404.02,252.3,6,392000,101.9
99,395900,18.037850,-124.092081,122.8640,88.1661,2.7068,183.15,378.7,7,396000,103.1
100,399900,,,,,,362.02,546.2,6,400000,103.3
1,3900,,,,,,,,,-11.52,28.3,31,4000,0.3
2,7900,,,,,,,,,-11.99,39.5,20,8000,0.6
3,11900,0.299298,0.298870,-0.917782,0.5198,0.5202,1.1229,1.1130,0.1226,8.31,89.4,5,12000,2.4
4,15900,0.600482,0.581745,-0.763883,-0.0993,-0.1000,2.7158,2.7278,0.4442,-65.48,101.8,30,16000,4.0
5,19900,,,,,,,,,,,0,20000,4.3
6,23900,0.696089,0.693998,-0.860623,-0.3856,-0.3858,3.9992,4.0941,1.7598,,,0,24000,5.9
