epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,13.95,19.1,141,4000,0.2
2,7900,,,,,,20.82,25.5,94,8000,0.5
3,11900,0.122092,-2.052592,1.8372,0.4522,0.0142,31.97,55.7,29,12000,1.7
4,15900,0.475652,-5.024544,4.6994,1.0175,0.1785,64.45,60.5,50,16000,2.8
5,19900,,,,,,132.31,113.3,26,20000,3.0
6,23900,0.963895,-9.186530,8.7171,1.8690,0.1434,211.79,113.9,60,24000,4.2
7,27900,2.055320,-13.981633,13.3467,3.4376,0.2191,80.61,49.7,97,28000,5.4
8,31900,3.288918,-19.220294,18.4281,5.4476,0.2609,257.18,157.0,14,32000,6.8
9,35900,5.118005,-24.671198,23.6949,10.1643,0.3334,144.81,81.8,84,36000,8.1
10,39900,,,,,,262.12,131.0,7,40000,8.2
11,43900,6.248676,-30.280307,29.2123,13.1028,0.3578,294.86,127.6,8,44000,9.6
12,47900,7.777751,-36.470578,35.3137,16.7828,0.4448,262.03,115.5,89,48000,11.2
13,51900,10.811743,-42.148748,40.9249,24.2111,0.6183,219.91,104.7,6,52000,12.7
14,55900,12.746916,-48.166943,46.9794,29.4013,0.5577,202.34,102.0,34,56000,14.2
15,59900,,,,,,229.89,111.2,59,60000,14.4
16,63900,17.265630,-53.518958,52.2913,40.6042,0.6566,73.69,38.7,22,64000,15.9
17,67900,19.185726,-59.597934,58.2585,46.4212,0.7376,206.27,90.5,87,68000,17.3
18,71900,22.659497,-65.051110,63.6198,59.4008,0.7545,227.07,103.3,13,72000,18.6
19,75900,24.566642,-71.252253,69.7327,65.6448,0.8907,222.46,101.7,42,76000,19.9
20,79900,,,,,,221.46,101.3,52,80000,20.1
21,83900,29.589716,-76.326355,74.8531,72.7521,0.8431,229.33,101.9,9,84000,21.3
22,87900,31.320229,-82.177089,80.5898,78.1963,0.9702,258.12,109.8,44,88000,22.4
23,91900,35.660559,-87.630059,85.9496,91.7511,1.1491,274.99,124.1,53,92000,23.6
24,95900,39.203041,-92.903471,91.2919,92.8669,1.1820,163.33,78.0,5,96000,24.7
25,99900,,,,,,243.32,108.8,64,100000,24.9
26,103900,43.869845,-97.830052,96.2100,101.0668,1.2954,244.01,107.3,36,104000,26.2
27,107900,46.592838,-102.676324,101.0946,99.9900,1.2696,213.11,95.8,24,108000,27.5
28,111900,51.306666,-107.628353,105.9662,115.7309,1.5050,239.67,101.9,57,112000,28.6
29,115900,54.707697,-112.502861,110.8258,112.7813,1.4677,245.11,108.5,23,116000,29.9
30,119900,,,,,,256.85,106.7,25,120000,30.0
31,123900,59.876972,-117.341982,115.6426,125.3841,1.4750,270.52,115.2,60,124000,31.2
32,127900,63.750484,-121.838234,120.1078,124.3925,1.5508,187.17,87.0,46,128000,32.4
33,131900,74.167063,-126.228720,124.3985,131.3989,1.5633,98.55,53.9,99,132000,33.6
34,135900,84.750659,-130.684532,128.7369,156.0282,1.5926,56.63,35.0,102,136000,34.9
35,139900,,,,,,110.11,58.1,87,140000,35.1
36,143900,94.950305,-135.208403,133.0669,156.7850,1.5603,90.91,51.2,19,144000,36.3
37,147900,103.267221,-140.498666,138.1889,172.7293,1.6826,197.25,88.6,18,148000,37.6
38,151900,109.242505,-145.332865,143.0101,183.5609,1.7869,263.02,110.2,76,152000,38.8
39,155900,114.838821,-149.975132,147.7239,192.8524,1.7912,218.38,95.4,14,156000,40.0
40,159900,,,,,,240.01,104.3,42,160000,40.2
41,163900,123.673191,-154.223077,151.9688,205.6390,1.8660,279.25,109.4,46,164000,41.5
42,167900,132.879663,-158.259027,155.9448,213.8223,1.8372,270.47,111.5,21,168000,42.7
43,171900,137.476714,-162.658717,160.2857,220.3542,2.1801,254.91,109.9,46,172000,43.8
44,175900,148.105102,-166.628254,164.2269,229.6150,2.2388,287.76,114.6,36,176000,45.1
45,179900,,,,,,307.67,120.1,18,180000,45.2
46,183900,153.828483,-171.158999,168.7313,241.2405,2.3042,306.55,123.2,35,184000,46.4
47,187900,160.234078,-175.096418,172.6562,250.5130,2.4252,311.13,127.2,45,188000,47.6
48,191900,165.930731,-179.278208,176.8557,270.1336,2.3653,310.76,125.7,14,192000,49.0
49,195900,173.768865,-183.078612,180.6433,260.4604,2.5601,298.91,122.3,41,196000,50.3
50,199900,,,,,,294.40,122.2,42,200000,50.5
51,203900,183.644678,-186.699534,184.2516,277.8398,2.5465,283.24,118.8,20,204000,52.0
52,207900,190.990849,-190.352250,187.8735,275.6677,2.7029,257.47,111.5,42,208000,53.5
53,211900,197.566480,-193.784382,191.2589,285.3681,2.7639,283.16,117.6,41,212000,54.9
54,215900,205.569077,-197.274389,194.7169,286.8094,2.6760,269.04,112.4,29,216000,56.3
55,219900,,,,,,257.45,109.7,47,220000,56.4
56,223900,214.957584,-200.689454,198.0744,294.8921,2.7961,275.69,116.5,28,224000,57.9
57,227900,223.650424,-204.373419,201.7166,296.6972,2.7525,276.13,118.7,22,228000,59.3
58,231900,232.107661,-207.743716,205.1028,331.5408,3.2632,293.95,124.1,46,232000,60.6
59,235900,236.194505,-211.043288,208.3654,313.6102,3.2492,277.27,115.8,33,236000,62.0
60,239900,,,,,,263.45,117.3,24,240000,62.1
61,243900,241.572398,-214.322457,211.6572,323.9022,3.0392,270.08,119.8,42,244000,63.4
62,247900,256.259419,-217.385328,214.6507,338.8120,3.2139,271.73,120.5,34,248000,64.8
63,251900,260.607308,-220.616041,217.8705,353.4323,3.1980,270.07,118.0,28,252000,66.1
64,255900,262.348150,-223.729002,220.9288,355.6561,3.4792,258.53,112.6,43,256000,67.3
65,259900,,,,,,269.82,116.3,35,260000,67.5
66,263900,274.791869,-226.721276,223.9191,355.4876,3.4479,229.36,104.0,50,264000,68.6
67,267900,287.059466,-229.951949,227.0728,366.9070,3.4442,208.60,94.3,19,268000,69.9
68,271900,292.639672,-233.169873,230.2933,389.4986,3.6466,281.33,119.3,32,272000,71.1
69,275900,300.209253,-235.872302,233.0745,395.5577,3.9595,296.38,125.1,38,276000,72.3
70,279900,,,,,,295.29,123.0,27,280000,72.5
71,283900,306.093856,-238.638419,235.8200,390.9794,3.7600,292.06,123.9,32,284000,73.7
72,287900,308.299626,-241.327575,238.4587,404.2090,4.1845,288.02,123.8,33,288000,74.9
73,291900,317.686930,-244.078399,241.1999,405.5923,3.7822,299.16,128.6,30,292000,76.0
74,295900,332.954408,-247.066623,244.1333,431.3640,3.9410,276.85,124.9,30,296000,77.3
75,299900,,,,,,304.76,128.6,31,300000,77.4
76,303900,332.768629,-249.382361,246.5518,430.1102,4.1794,300.60,124.2,43,304000,78.6
77,307900,345.635427,-251.679598,248.7967,414.7783,3.8336,253.99,108.3,33,308000,79.8
78,311900,349.801010,-254.188929,251.3354,435.7260,4.0484,263.01,114.6,23,312000,80.9
79,315900,345.943579,-256.665862,253.7826,423.9287,4.0793,288.50,120.0,46,316000,82.1
80,319900,,,,,,291.47,117.8,35,320000,82.2
81,323900,368.028727,-258.910412,256.0024,441.2263,4.2218,287.75,116.2,30,324000,83.3
82,327900,369.362746,-261.279193,258.3476,435.9956,4.2258,269.27,109.5,41,328000,84.5
83,331900,379.094908,-263.517923,260.6280,450.0790,4.5224,265.39,109.9,33,332000,85.7
84,335900,383.526232,-265.970363,263.0190,454.5382,4.2164,259.78,113.8,25,336000,87.0
85,339900,,,,,,289.88,118.8,49,340000,87.2
86,343900,401.375641,-267.965370,265.0482,460.8634,4.5368,306.65,127.4,27,344000,88.3
87,347900,400.607772,-270.170403,267.2783,467.0596,4.3912,288.74,116.1,23,348000,89.5
88,351900,410.819603,-272.341667,269.3421,458.3583,4.5102,303.02,121.1,49,352000,90.7
89,355900,422.256391,-274.428234,271.4135,475.1456,4.8452,193.95,82.3,47,356000,92.0
90,359900,,,,,,293.04,118.1,19,360000,92.2
91,363900,421.743654,-276.518952,273.5897,495.3098,4.8220,314.16,128.3,37,364000,93.3
92,367900,435.778195,-278.237534,275.2189,501.3956,4.8044,258.77,106.1,49,368000,94.5
93,371900,439.318961,-280.469191,277.4290,516.8610,4.6440,215.42,92.0,29,372000,95.6
94,375900,443.281620,-282.491451,279.4218,498.0048,4.8720,258.26,106.0,46,376000,96.8
95,379900,,,,,,213.56,97.2,40,380000,97.0
96,383900,458.572938,-284.260764,281.1664,516.9171,5.1901,252.44,112.9,32,384000,98.1
97,387900,462.416225,-286.124829,283.0097,513.5480,5.1165,267.12,116.2,37,388000,99.3
98,391900,475.127604,-288.017090,284.8682,539.3682,5.2243,260.85,115.9,36,392000,100.5
99,395900,477.530191,-289.577807,286.4541,535.5610,5.2433,266.86,116.6,34,396000,101.6
100,399900,,,,,,247.19,109.2,47,400000,101.8
1,3900,,,,,,13.60,18.9,129,4000,0.2
2,7900,,,,,,16.56,24.0,97,8000,0.5
3,11900,0.114882,-2.018079,1.8077,0.4336,0.0337,43.32,59.5,44,12000,3.1
4,15900,0.552808,-5.093637,4.7607,1.1036,0.2051,68.44,55.6,69,16000,5.7
5,19900,,,,,,,,0,20000,6.2
6,23900,0.849872,-9.317459,8.8294,1.7161,0.2402,186.26,110.7,73,24000,9.0
7,27900,2.140760,-14.756983,13.9900,3.5822,0.2436,295.78,126.6,20,28000,11.8
8,31900,3.171087,-20.826611,19.8950,6.8442,0.3383,283.05,247.5,2,32000,14.3
