epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-38.73,144.0,22,3,4000,1.0
2,7999,0.193212,0.192884,-0.979829,0.9527,0.9539,1.6390,1.6904,0.4053,0.0146,98.62,491.7,9,3,8000,14.2
3,11999,0.591643,0.584141,-3.126881,3.2944,3.2943,3.6549,3.8190,0.8100,0.0071,208.73,610.0,7,1,12000,31.2
4,15999,0.989476,0.983731,-2.530563,2.5774,2.5773,4.6755,5.0140,1.1541,0.0000,118.54,401.3,10,2,16000,48.1
5,19999,1.058972,1.060651,-2.053609,1.6395,1.6392,4.8032,5.3876,1.3582,0.0332,76.01,340.9,12,5,20000,65.0
6,23999,1.147362,1.125349,-1.099653,0.4871,0.4866,5.3897,5.9499,1.5215,0.2100,116.85,400.4,9,2,24000,81.5
7,27999,1.160091,1.124495,0.382182,-0.8630,-0.8640,5.5372,6.0242,1.5890,0.3848,149.81,452.9,8,5,28000,98.3
8,31999,1.113943,1.084123,1.129190,-1.8019,-1.8030,6.1288,6.6881,1.6555,0.5026,138.38,412.5,10,1,32000,115.0
9,35999,1.208908,1.173439,1.823199,-2.5594,-2.5600,7.3948,7.8716,1.8175,0.6515,159.64,462.9,8,2,36000,131.7
10,39999,1.256902,1.203446,2.214778,-2.9837,-2.9843,8.2165,8.5310,1.9623,0.7925,144.98,358.2,12,5,40000,148.5
11,43999,1.268843,1.209067,2.376179,-3.1236,-3.1241,9.0528,9.2265,2.1242,0.9629,135.22,324.8,14,6,44000,165.4
12,47999,1.357773,1.292782,2.781092,-3.5203,-3.5205,10.2047,10.6904,2.2656,1.1212,76.13,180.8,19,3,48000,182.1
13,51999,1.435313,1.356903,3.109859,-3.8041,-3.8040,11.4288,11.6220,2.3787,1.3036,103.55,244.2,17,2,52000,198.7
14,55999,1.546645,1.459585,3.622843,-4.3368,-4.3369,13.1335,12.9543,2.5127,1.5471,147.58,318.4,14,2,56000,215.8
15,59999,1.569375,1.493893,3.778173,-4.5132,-4.5130,14.0553,14.4644,2.6018,1.7604,157.58,333.2,12,2,60000,232.9
16,63999,1.659933,1.582204,4.257634,-4.9193,-4.9192,15.2638,15.5751,2.7291,1.9825,131.21,301.5,13,3,64000,249.7
17,67999,1.788083,1.680445,4.986658,-5.4409,-5.4407,17.6023,17.7104,2.8214,2.2133,85.95,209.2,16,2,68000,266.5
18,71999,1.807484,1.706807,5.515771,-5.9543,-5.9539,18.9049,18.3535,2.8675,2.3250,134.43,344.8,12,1,72000,283.1
19,75999,1.903201,1.807976,6.156846,-6.5971,-6.5973,19.9765,19.6144,2.9863,2.4796,88.88,223.7,20,4,76000,299.9
20,79999,2.026169,1.921404,6.580250,-7.0471,-7.0471,21.5831,21.2622,3.1116,2.6339,99.35,226.2,18,5,80000,316.7
21,83999,2.133780,2.033280,6.961025,-7.3836,-7.3842,23.5561,23.1878,3.2370,2.8077,107.75,263.9,14,8,84000,333.6
22,87999,2.243827,2.139181,7.362264,-7.7270,-7.7272,24.6852,24.2373,3.3773,2.9554,89.65,244.6,17,7,88000,350.5
23,91999,2.394576,2.286237,7.926535,-8.2815,-8.2816,26.8036,25.8778,3.4817,3.1107,97.17,234.2,18,5,92000,367.4
24,95999,2.583712,2.450235,8.481911,-8.8652,-8.8653,28.5690,28.3980,3.6351,3.3115,254.40,615.0,5,3,96000,384.0
25,99999,2.667619,2.520012,8.808361,-9.2215,-9.2213,30.4048,29.9319,3.7427,3.4432,195.62,454.0,11,4,100000,400.6
26,103999,2.860804,2.704373,9.341701,-9.7384,-9.7390,32.4772,32.3370,3.8101,3.5729,59.23,152.5,22,6,104000,417.5
27,107999,2.911306,2.784028,9.569604,-9.9792,-9.9793,32.5204,33.3326,3.8706,3.6716,237.23,477.9,9,4,108000,434.2
28,111999,2.934074,2.793738,9.584949,-10.0194,-10.0194,34.1707,34.0749,3.9624,3.7540,86.97,206.0,21,5,112000,450.9
29,115999,3.120658,2.946976,9.921178,-10.3430,-10.3429,34.8124,35.1188,4.0412,3.8750,137.89,341.1,10,5,116000,467.7
30,119999,3.208365,3.040837,10.126543,-10.5436,-10.5441,35.0475,35.6244,4.1709,3.9730,228.67,581.7,7,3,120000,484.5
