epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,0,4000,0.2
2,7900,,,,,,,,0,8000,0.4
3,11900,0.112767,-1.930496,0.7649,0.7621,0.0502,,,0,12000,1.9
4,15900,0.132037,-2.324878,1.8070,1.2846,0.1108,,,0,16000,3.3
5,19900,,,,,,,,0,20000,3.4
6,23900,0.147556,-2.444555,1.7925,1.8514,0.2561,,,0,24000,5.0
7,27900,0.180711,-3.013790,2.4233,2.5852,0.3208,,,0,28000,7.2
8,31900,0.186268,-3.393081,2.7819,3.2415,0.3934,,,0,32000,10.4
9,35900,0.196452,-3.940810,3.0161,3.2294,0.4958,,,0,36000,13.2
10,39900,,,,,,,,0,40000,13.5
11,43900,0.189561,-5.034850,4.0541,3.4758,0.3876,,,0,44000,17.7
12,47900,0.185683,-5.937146,4.9925,3.7288,0.3777,,,0,48000,20.6
13,51900,0.188772,-6.788199,5.8470,3.4988,0.3489,,,0,52000,22.2
14,55900,0.239891,-7.536049,6.6298,3.5541,0.3654,,,0,56000,23.7
15,59900,,,,,,,,0,60000,23.8
16,63900,0.198942,-8.100248,7.2502,3.3607,0.3755,,,0,64000,25.1
17,67900,0.207576,-8.481017,7.7322,3.6303,0.3572,,,0,68000,26.4
18,71900,0.229047,-8.874865,8.1450,4.1143,0.3721,,,0,72000,27.7
19,75900,0.275369,-9.512325,8.7565,5.0037,0.3773,,,0,76000,29.0
20,79900,,,,,,,,0,80000,29.1
21,83900,0.329440,-10.608027,9.7614,6.1854,0.3898,,,0,84000,30.5
22,87900,0.367410,-12.101151,11.1712,7.0253,0.4015,,,0,88000,31.8
23,91900,0.395075,-13.927571,12.9461,7.6475,0.3613,,,0,92000,33.1
24,95900,0.423148,-15.942557,14.9320,8.5636,0.4067,,,0,96000,34.4
25,99900,,,,,,34.59,1000.0,100,100000,34.6
26,103900,1.125504,-18.114604,17.0987,11.7472,0.4257,,,0,104000,35.9
27,107900,1.086306,-21.415993,20.4080,9.9349,0.4185,,,0,108000,37.2
28,111900,1.119332,-24.669293,23.6592,9.9649,0.4273,,,0,112000,38.5
29,115900,1.212579,-27.648494,26.6734,10.3416,0.4506,,,0,116000,39.8
30,119900,,,,,,,,0,120000,39.9
31,123900,1.268821,-30.274204,29.3351,10.3239,0.4997,,,0,124000,41.2
32,127900,1.414560,-32.724877,31.8081,10.4408,0.5227,,,0,128000,42.5
33,131900,1.550037,-35.259026,34.3148,11.0991,0.5549,,,0,132000,43.8
34,135900,1.556228,-38.008788,37.0467,11.4224,0.5988,,,0,136000,45.0
35,139900,,,,,,,,0,140000,45.2
36,143900,1.739576,-40.847721,39.8759,12.0807,0.6409,,,0,144000,46.5
37,147900,1.803534,-43.837047,42.8246,11.1492,0.6901,,,0,148000,47.8
38,151900,1.834481,-47.050261,46.0144,12.4760,0.6735,,,0,152000,49.0
39,155900,2.047663,-50.228886,49.1653,12.4206,0.7056,,,0,156000,50.4
40,159900,,,,,,,,0,160000,50.6
41,163900,2.224043,-53.597478,52.5131,14.0781,0.7219,,,0,164000,51.8
42,167900,2.194767,-57.004631,55.9002,13.6551,0.7339,,,0,168000,53.1
43,171900,2.317502,-60.491441,59.3682,13.7599,0.7671,,,0,172000,54.4
44,175900,2.647249,-63.903003,62.7716,15.3052,0.7960,,,0,176000,55.6
45,179900,,,,,,,,0,180000,55.7
46,183900,2.629031,-67.376140,66.2246,14.8224,0.8074,,,0,184000,57.0
47,187900,2.849739,-70.931165,69.7743,15.2771,0.8226,,,0,188000,58.3
48,191900,3.131317,-74.386403,73.2105,15.4936,0.8848,,,0,192000,59.5
49,195900,3.098263,-78.011953,76.8306,15.8253,0.8693,,,0,196000,60.8
50,199900,,,,,,,,0,200000,60.9
51,203900,8.437158,-81.334513,80.1914,18.0835,0.8916,1655.03,1001.0,100,204000,62.2
52,207900,9.843613,-85.146526,84.0241,18.6130,0.8938,,,0,208000,63.5
53,211900,8.949029,-89.022811,87.8896,19.0216,0.9259,,,0,212000,64.8
54,215900,9.180122,-92.973025,91.8205,18.2088,0.9231,,,0,216000,66.1
55,219900,,,,,,,,0,220000,66.2
56,223900,9.717217,-96.937516,95.7718,19.0342,0.9132,,,0,224000,67.6
57,227900,10.588959,-101.039528,99.8382,20.3770,0.9552,,,0,228000,69.1
58,231900,9.539331,-104.912203,103.7256,19.7100,0.9708,,,0,232000,70.5
59,235900,10.823105,-108.981309,107.7478,20.5389,0.9953,,,0,236000,71.9
60,239900,,,,,,,,0,240000,72.0
61,243900,11.447706,-112.938087,111.6914,21.0807,1.0084,,,0,244000,73.4
62,247900,11.101959,-116.926583,115.6553,21.1361,0.9963,,,0,248000,74.7
63,251900,11.591461,-120.881462,119.6154,21.8854,1.0633,,,0,252000,76.1
64,255900,11.663882,-124.758889,123.5023,22.8466,1.0306,,,0,256000,77.4
65,259900,,,,,,,,0,260000,77.5
66,263900,11.152971,-128.658186,127.3960,21.2200,1.0180,,,0,264000,78.8
67,267900,12.244902,-132.487434,131.2363,23.4416,1.0416,,,0,268000,80.1
68,271900,12.645145,-136.148656,134.9026,23.6819,1.0835,,,0,272000,81.4
69,275900,12.881565,-139.831612,138.5709,23.9112,1.1415,,,0,276000,82.8
70,279900,,,,,,,,0,280000,83.0
71,283900,13.278787,-143.502440,142.2626,24.2771,1.0758,,,0,284000,84.4
72,287900,11.916751,-147.018528,145.7767,22.6855,1.0933,,,0,288000,85.7
73,291900,14.160133,-150.691364,149.4489,25.3501,1.1818,,,0,292000,87.1
74,295900,12.254397,-154.194357,152.9388,23.5850,1.0998,,,0,296000,88.6
75,299900,,,,,,,,0,300000,88.7
76,303900,13.816282,-157.647363,156.3953,25.4144,1.1734,2685.08,1001.0,100,304000,90.2
77,307900,26.422426,-160.699599,159.4612,27.7556,1.2178,,,0,308000,91.5
78,311900,25.352164,-163.899484,162.6786,24.7563,1.1720,,,0,312000,92.9
79,315900,27.405116,-167.031723,165.8002,27.0100,1.2471,,,0,316000,94.2
80,319900,,,,,,,,0,320000,94.4
81,323900,28.840496,-170.159222,168.9000,27.5759,1.2393,,,0,324000,95.7
82,327900,26.170325,-173.281195,172.0373,26.7595,1.2541,,,0,328000,97.0
83,331900,28.690022,-176.448601,175.1802,29.3477,1.3009,,,0,332000,98.5
84,335900,28.321389,-179.519605,178.2273,28.9333,1.2970,,,0,336000,99.8
85,339900,,,,,,,,0,340000,100.0
86,343900,28.925028,-182.431460,181.1186,28.8230,1.3909,,,0,344000,101.3
87,347900,27.538033,-185.466332,184.1801,28.4571,1.3259,,,0,348000,102.7
88,351900,29.686047,-188.445294,187.1371,30.6512,1.3544,,,0,352000,104.0
89,355900,28.329351,-191.274686,189.9827,30.1811,1.4561,,,0,356000,105.4
90,359900,,,,,,,,0,360000,105.5
91,363900,27.389149,-194.087065,192.8138,29.4407,1.4289,,,0,364000,106.8
92,367900,31.267058,-196.769112,195.5026,31.2696,1.4655,,,0,368000,108.0
93,371900,30.552540,-199.433064,198.1881,31.4964,1.4858,,,0,372000,109.2
94,375900,31.233465,-202.017646,200.7707,31.8226,1.5287,,,0,376000,110.4
95,379900,,,,,,,,0,380000,110.5
96,383900,30.203519,-204.603418,203.3611,33.5039,1.5040,,,0,384000,111.8
97,387900,29.457176,-207.045721,205.8251,31.0539,1.5198,,,0,388000,113.1
98,391900,31.424949,-209.407711,208.1925,31.7169,1.6058,,,0,392000,114.3
99,395900,29.235862,-211.777568,210.5762,32.9528,1.5030,,,0,396000,115.6
100,399900,,,,,,,,0,400000,115.7
