epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,0,0,4000,0.2,,,
2,7900,,,,,,,,,0,0,8000,0.4,,,
3,11900,0.106097,-1.608866,0.5448,0.7957,0.0230,0.0024,,,0,0,12000,1.9,,,
4,15900,0.141616,-1.693009,1.2060,1.4700,0.0871,0.0064,,,0,0,16000,3.2,,,
5,19900,,,,,,,,,0,0,20000,3.4,,,
6,23900,0.190483,-2.143728,1.6284,2.5617,0.3067,0.0115,,,0,0,24000,5.1,,,
7,27900,0.249596,-3.494050,2.7467,3.4625,0.3919,0.0128,,,0,0,28000,6.5,,,
8,31900,0.265415,-4.513779,3.7607,4.1158,0.4274,0.0151,,,0,0,32000,8.0,,,
9,35900,0.277491,-5.636916,4.6579,4.5204,0.3654,0.0171,,,0,0,36000,9.5,,,
10,39900,,,,,,,,,0,0,40000,9.7,,,
11,43900,0.248214,-6.542678,5.6299,4.5305,0.3918,0.0188,,,0,0,44000,11.2,,,
12,47900,0.255439,-7.295214,6.3812,4.9471,0.4067,0.0207,,,0,0,48000,12.8,,,
13,51900,0.242648,-8.220771,7.2726,4.3636,0.4367,0.0195,,,0,0,52000,14.3,,,
14,55900,0.312183,-9.071201,8.1627,5.2965,0.3970,0.0198,,,0,0,56000,15.7,,,
15,59900,,,,,,,,,0,0,60000,15.8,,,
16,63900,0.280052,-9.479319,8.7255,4.5032,0.3320,0.0194,,,0,0,64000,17.3,,,
17,67900,0.293400,-9.813883,9.0845,4.6690,0.3434,0.0207,,,0,0,68000,18.7,,,
18,71900,0.329814,-10.221404,9.5108,4.8000,0.3385,0.0230,,,0,0,72000,20.1,,,
19,75900,0.349437,-10.568995,9.8963,5.2015,0.3234,0.0264,,,0,0,76000,21.5,,,
20,79900,,,,,,,,,0,0,80000,21.6,,,
21,83900,0.383320,-11.170977,10.4636,5.8731,0.3405,0.0312,,,0,0,84000,23.1,,,
22,87900,0.416723,-12.008278,11.2585,6.2865,0.3495,0.0367,,,0,0,88000,24.5,,,
23,91900,0.473529,-13.020370,12.2475,7.4654,0.3995,0.0416,,,0,0,92000,26.0,,,
24,95900,0.559497,-14.177771,13.3954,8.4591,0.4196,0.0468,,,0,0,96000,27.4,,,
25,99900,,,,,,,-80.57,1000.0,100,51,100000,27.6,,,
26,103900,1.431223,-15.453837,14.6626,13.3504,0.4897,0.0566,,,0,0,104000,29.3,0.844400,0.648668,0.097866
27,107900,1.491338,-17.383882,16.6253,11.5966,0.5200,0.0569,,,0,0,108000,30.9,0.522019,0.419263,0.051378
28,111900,1.619923,-18.515381,17.7798,13.0048,0.5356,0.0584,,,0,0,112000,32.7,0.313585,0.255285,0.029150
29,115900,1.646836,-19.691775,18.9778,14.0100,0.5327,0.0635,,,0,0,116000,34.3,0.216783,0.180328,0.018227
30,119900,,,,,,,,,0,0,120000,34.5,,,
31,123900,1.631161,-20.903449,20.2076,14.0870,0.5790,0.0656,,,0,0,124000,36.3,0.168095,0.143201,0.012447
32,127900,1.695523,-22.133414,21.4385,14.9892,0.6307,0.0707,,,0,0,128000,38.1,0.146522,0.127682,0.009420
33,131900,1.704904,-23.467238,22.7842,14.2431,0.6545,0.0754,,,0,0,132000,39.8,0.098694,0.086578,0.006058
34,135900,1.842567,-24.820780,24.1297,15.2858,0.6712,0.0816,,,0,0,136000,41.5,0.069116,0.060867,0.004124
35,139900,,,,,,,,,0,0,140000,41.6,,,
36,143900,1.810305,-26.223817,25.5426,15.5810,0.7416,0.0868,,,0,0,144000,43.5,0.079119,0.069405,0.004857
37,147900,1.813033,-27.648205,26.9638,15.3691,0.7806,0.0951,,,0,0,148000,45.4,0.044468,0.037672,0.003398
38,151900,1.848816,-29.107302,28.4354,16.7075,0.8266,0.0978,,,0,0,152000,47.2,0.021781,0.017923,0.001929
39,155900,1.913101,-30.576956,29.9070,16.6305,0.8631,0.1030,,,0,0,156000,49.0,0.021115,0.018430,0.001342
40,159900,,,,,,,,,0,0,160000,49.2,,,
41,163900,1.996831,-32.074352,31.4005,16.1213,0.9677,0.1127,,,0,0,164000,51.0,0.024234,0.021693,0.001271
42,167900,1.973588,-33.607760,32.9310,16.5860,0.9475,0.1168,,,0,0,168000,53.0,0.017760,0.015648,0.001056
43,171900,2.004061,-35.208473,34.5288,18.1273,0.9547,0.1243,,,0,0,172000,54.9,0.022083,0.019531,0.001276
44,175900,2.072784,-36.767545,36.0927,17.6412,1.0201,0.1305,,,0,0,176000,56.7,0.012089,0.010533,0.000778
45,179900,,,,,,,,,0,0,180000,56.8,,,
46,183900,2.049445,-38.377576,37.7062,17.5369,0.9981,0.1330,,,0,0,184000,58.7,0.004882,0.004176,0.000353
47,187900,2.107160,-40.005296,39.3287,18.8805,1.0768,0.1515,,,0,0,188000,60.5,0.007238,0.006386,0.000426
48,191900,2.070254,-41.652121,40.9764,17.9407,1.1246,0.1607,,,0,0,192000,62.3,0.007928,0.006967,0.000481
49,195900,2.127537,-43.257330,42.5891,17.8861,1.1138,0.1735,,,0,0,196000,64.0,0.013756,0.012315,0.000721
50,199900,,,,,,,,,0,0,200000,64.1,,,
51,203900,3.246547,-44.816052,44.1644,22.0822,1.2396,0.1862,855.21,1001.0,100,44,204000,65.8,1.153793,0.918189,0.117802
52,207900,3.379375,-46.873906,46.2325,21.6964,1.2052,0.1713,,,0,0,208000,67.6,0.436814,0.323416,0.056699
53,211900,3.491238,-48.780130,48.1535,22.9948,1.2046,0.1749,,,0,0,212000,69.3,0.285682,0.194369,0.045656
54,215900,3.270520,-50.661275,50.0470,19.3658,1.1397,0.1858,,,0,0,216000,71.2,0.156633,0.088017,0.034308
55,219900,,,,,,,,,0,0,220000,71.4,,,
56,223900,3.438149,-52.462116,51.8527,18.1265,1.1643,0.1869,,,0,0,224000,73.0,0.093976,0.048103,0.022937
57,227900,3.522662,-54.280053,53.6735,20.1916,1.1845,0.1942,,,0,0,228000,74.8,0.065852,0.035644,0.015104
58,231900,3.275896,-56.026656,55.4416,19.1127,1.1657,0.1926,,,0,0,232000,76.6,0.045731,0.024369,0.010681
59,235900,3.511009,-57.645108,57.0466,18.1413,1.1680,0.1968,,,0,0,236000,78.3,0.035362,0.018501,0.008430
60,239900,,,,,,,,,0,0,240000,78.4,,,
61,243900,3.486518,-59.275718,58.6819,18.6037,1.1992,0.2019,,,0,0,244000,80.1,0.024432,0.012018,0.006207
62,247900,3.697954,-60.901789,60.3033,19.7113,1.3102,0.2215,,,0,0,248000,81.8,0.022639,0.013388,0.004625
63,251900,3.595258,-62.566589,61.9651,18.2109,1.2538,0.2277,,,0,0,252000,83.5,0.018137,0.010026,0.004055
64,255900,3.867841,-64.272672,63.6597,19.3455,1.2740,0.2252,,,0,0,256000,85.2,0.010280,0.003529,0.003376
65,259900,,,,,,,,,0,0,260000,85.3,,,
66,263900,4.108871,-66.036814,65.4125,18.8451,1.2806,0.2339,,,0,0,264000,87.0,0.011423,0.006052,0.002686
67,267900,3.926957,-67.826850,67.1887,19.0395,1.2217,0.2275,,,0,0,268000,88.9,0.011426,0.006620,0.002403
68,271900,4.018802,-69.600655,68.9572,19.5260,1.3281,0.2347,,,0,0,272000,90.7,0.013710,0.008702,0.002504
69,275900,4.214716,-71.411921,70.7580,20.1968,1.2293,0.2287,,,0,0,276000,92.5,0.007255,0.003324,0.001965
70,279900,,,,,,,,,0,0,280000,92.6,,,
71,283900,3.995609,-73.302801,72.6509,18.7018,1.3050,0.2468,,,0,0,284000,94.4,0.017518,0.012796,0.002361
72,287900,4.507595,-75.178673,74.5154,20.8235,1.3531,0.2580,,,0,0,288000,96.1,0.013860,0.009758,0.002051
73,291900,4.446864,-77.108917,76.4407,20.4701,1.4006,0.2483,,,0,0,292000,98.1,0.008633,0.005255,0.001689
