step,episode_return,has_disturbance
99900,-51.28534091371985,1
99900,-82.23287298399514,0
99900,-138.00739507127508,1
99900,-92.28355391540273,1
99900,-73.34855299945781,1
99900,-115.53226641163938,1
99900,-102.13653207804636,1
99900,-128.13331854191617,1
99900,-122.48834201472931,1
99900,-65.43822129688137,0
99900,-63.32529004944672,1
99900,-33.728120430466944,0
99900,-101.77053230464135,1
99900,-53.629898541026584,0
99900,-57.17627069588097,1
99900,-83.7673756848968,0
99900,-165.73653637844788,1
99900,-67.00922928325997,0
99900,-62.87751162778925,1
99900,-70.95629937140225,1
99900,-35.79033478256078,0
99900,-35.185739862273,0
99900,-101.94945562725266,1
99900,-70.57257235599872,0
99900,-86.54222202456607,0
99900,-62.440074982300075,0
99900,-81.20635940391733,1
99900,-128.24803433310618,1
99900,-47.00612969631462,1
99900,-116.84385915782154,0
99900,-74.01788937829149,1
99900,-54.59246781263229,1
99900,17.96498207710644,0
99900,-75.88671678632899,0
99900,-51.19444400940381,0
99900,-51.08075128593905,1
99900,-134.92050022791503,0
99900,-125.84769645580437,0
99900,-70.51712001690241,1
99900,-48.472580800059674,0
99900,-97.52417840234816,0
99900,-76.48347046820278,0
99900,-15.89795776323627,1
99900,-56.81432988121161,0
99900,-83.35330638125843,1
99900,-54.32998359095551,1
99900,-102.83906733379331,0
99900,-75.53701061132512,1
99900,-141.78102383100165,1
99900,-0.5210632522892951,1
99900,-62.967182912914794,1
99900,-37.33314009839199,0
99900,-109.59289001411261,1
99900,-140.05710679795604,1
99900,-90.20392384222131,1
99900,-111.49979455939226,1
99900,-153.24600514929622,0
99900,-121.95014278738643,1
99900,-63.49740191490176,0
99900,6.505411390605168,0
99900,-132.03182095312295,1
99900,-79.79380574349454,1
99900,-111.16083559115404,0
99900,-56.3968288871255,1
99900,-99.45484040545392,1
99900,-46.20452643823471,0
99900,-119.820537141978,0
99900,-90.00926767921678,0
99900,-87.00802491798206,0
99900,-70.97358209678697,0
99900,-31.331931561179893,0
99900,-99.57071958325491,1
99900,-120.58586178274828,1
99900,-119.57170372276545,0
99900,-140.0328260272999,1
99900,-22.72686094683298,1
99900,-88.70725057937113,0
99900,-119.49378601691626,1
99900,-49.07581800837643,0
99900,-83.01091384251843,0
99900,-75.7811772977997,0
99900,5.448476084706655,0
99900,-25.202582675359317,0
99900,-54.40688369342618,1
99900,-82.30867845858342,1
99900,-91.85475063151661,0
99900,-91.28854779414976,1
99900,-87.47925511809287,0
99900,-50.47696996583731,0
99900,-51.291354881233275,0
99900,-149.91133893929168,1
99900,-57.922486514660434,0
99900,-12.727146170500411,1
99900,-22.472260432114403,0
99900,-137.50519886128802,1
99900,-154.4469823512207,1
99900,-94.3973261400522,0
99900,-111.03527125390704,0
99900,-141.4324018664726,1
99900,-49.852910673893156,0
200000,815.0701133101269,1
200000,846.4377365067458,0
200000,849.2222913484592,1
200000,891.8969669484302,0
200000,873.1680823767806,1
200000,951.7234490600388,0
200000,859.2928244842714,1
200000,947.599671623827,0
200000,465.1880168731956,0
200000,850.4725190179148,1
200000,809.1973973807877,1
200000,948.5084696337058,0
200000,805.8868134680231,1
200000,874.083100715625,0
200000,941.8794173627823,0
200000,926.3932120839527,0
200000,901.3567348839902,0
200000,849.7161810070329,0
200000,812.847154685483,1
200000,962.1572030506987,0
200000,858.1087728218772,1
200000,858.3153659753366,1
200000,939.4251333270968,1
200000,905.6781953685364,1
200000,841.5507856989291,0
200000,949.2072585215114,0
200000,934.8706084809508,0
200000,842.1948584387193,1
200000,764.7901055963446,1
200000,903.6803291520572,0
200000,901.8814258484804,0
200000,778.435671947158,1
200000,793.9447028661662,1
200000,985.0851917515288,0
200000,842.7274061244793,1
200000,822.1077461672336,1
200000,891.938913244104,0
200000,864.9489867599532,1
200000,834.4871146680241,1
200000,905.7479403015501,0
200000,924.3628267167121,0
200000,822.6979104970325,1
200000,899.1628452156995,0
200000,796.4333304695965,1
200000,995.754087773169,0
200000,893.8216560234614,1
200000,914.1393422101305,0
200000,868.4642448751844,1
200000,878.978642812996,0
200000,846.2795673333092,1
200000,934.8449104553536,0
200000,933.7779640855264,0
200000,939.7866648207614,0
200000,878.3899320085922,1
200000,927.535899156899,0
200000,849.9129202140215,0
200000,894.330957789421,0
200000,824.3936825504129,1
200000,898.3161579468483,1
200000,834.9325275385959,1
200000,-172.58052828351737,0
200000,870.6184068482906,1
200000,930.630723210538,0
200000,819.3420013291403,1
200000,907.649512882502,0
200000,797.2981502397099,1
200000,946.5331464534856,0
200000,1020.0847998379625,0
200000,839.8974229157172,0
200000,878.4930373546467,1
200000,886.6852488985036,0
200000,873.2008398332109,1
200000,994.6643189114191,0
200000,842.4529567871607,1
200000,879.6026465198643,1
200000,857.8409051245317,0
200000,896.1704398583095,0
200000,891.9797779979708,1
200000,827.7734786206452,1
200000,822.7226926798505,0
200000,773.6568822021402,1
200000,932.5670346514504,0
200000,864.6029667373431,0
200000,825.2513606624477,0
200000,943.8445585413074,0
200000,969.92673697671,1
200000,987.3548744536527,0
200000,947.3230921267693,0
200000,969.1662742636549,0
200000,841.9350664162046,0
200000,827.9590225750658,1
200000,773.0598719225516,0
200000,916.7486919243959,1
200000,713.1563922036169,0
200000,879.4003031989049,0
200000,851.3790614756327,0
200000,-168.67739312127253,0
200000,968.7059994193434,0
200000,881.6515383096852,1
200000,853.2465657293457,1
300100,1018.9069862821912,1
300100,1939.1021298218477,0
300100,1234.8726259168204,0
300100,1920.796238925711,0
300100,1925.0300000665827,0
300100,1957.3647291354682,0
300100,1962.7579586867269,0
300100,1936.9319873439554,0
300100,2003.613708838542,0
300100,1037.8977575609547,1
300100,1797.3336329765848,1
