epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-46.72,136.8,29,5,4000,1.1,,,
2,7999,0.324377,0.325705,-0.921993,2.0247,2.0250,3.4415,3.4810,0.5427,0.0234,132.88,794.5,4,2,8000,15.2,,,
3,11999,0.633073,0.625002,-5.998793,6.2480,6.2477,5.5087,5.8436,1.2283,0.2050,-11.32,648.4,7,1,12000,33.6,,,
4,15999,0.655139,0.653253,-5.302556,5.9286,5.9288,4.8288,5.0781,1.4359,0.3775,40.46,336.3,12,2,16000,52.0,,,
5,19999,0.700742,0.696401,-4.416521,4.5916,4.5915,4.5210,4.6916,1.5920,0.4854,61.29,350.2,12,2,20000,71.4,,,
6,23999,0.741530,0.742385,-4.789105,4.6132,4.6132,4.7397,4.8991,1.7517,0.6460,42.21,254.2,13,4,24000,90.7,,,
7,27999,0.876139,0.870616,-6.373351,5.6432,5.6431,5.8340,5.9249,1.9558,0.8233,41.82,246.1,19,5,28000,111.1,,,
8,31999,1.074289,1.057949,-7.949874,6.9669,6.9666,6.8096,6.9225,2.2650,1.0188,34.87,327.9,11,1,32000,129.1,,,
9,35999,0.980921,0.973655,-6.510627,5.7144,5.7144,6.1747,6.2491,2.1324,1.0070,24.62,233.1,19,3,36000,146.6,,,
10,39999,0.956162,0.961734,-4.717180,3.9996,3.9992,5.5112,5.6079,2.0773,1.0578,35.78,163.2,20,6,40000,165.0,,,
11,43999,0.981048,0.980799,-3.442798,2.7637,2.7633,5.7164,5.7803,2.1908,1.1863,70.19,276.1,14,2,44000,182.7,,,
12,47999,1.114367,1.113100,-2.817858,2.0891,2.0887,6.3308,6.4241,2.4020,1.3303,49.57,252.4,18,3,48000,219.9,0.029889,0.010480,0.018335
13,51999,1.180690,1.187559,-1.965468,1.1388,1.1385,6.8818,7.1229,2.5767,1.4350,54.33,195.1,20,4,52000,260.4,0.005158,0.004129,0.000478
14,55999,1.293527,1.290228,-1.127743,0.2500,0.2499,7.9175,7.8906,2.7112,1.5424,29.62,192.7,23,6,56000,301.1,0.015864,0.012575,0.001498
15,59999,1.314339,1.311480,-0.691371,-0.1992,-0.1995,7.8181,8.0236,2.8082,1.6068,48.96,194.4,17,5,60000,342.4,0.011040,0.008531,0.001099
16,63999,1.321541,1.321279,-0.421614,-0.4717,-0.4717,7.7506,7.9566,2.9200,1.6314,82.61,328.3,14,2,64000,382.9,0.007831,0.005904,0.000744
17,67999,1.436219,1.436789,-0.269500,-0.6418,-0.6420,8.3032,8.5832,2.9984,1.6850,81.70,363.5,11,3,68000,423.7,0.010614,0.008572,0.001033
18,71999,1.512245,1.506343,-0.196240,-0.7601,-0.7605,8.8691,9.0923,3.1222,1.7636,97.90,379.0,9,2,72000,465.1,0.005676,0.004249,0.000522
19,75999,1.549595,1.555223,-0.265578,-0.6960,-0.6961,9.2259,9.4643,3.1713,1.7803,162.49,470.1,10,3,76000,506.1,0.003787,0.002679,0.000358
20,79999,1.637523,1.645365,-0.281647,-0.6677,-0.6678,10.0387,10.2703,3.2415,1.8243,84.03,282.7,11,3,80000,545.8,0.004134,0.003041,0.000374
21,83999,1.732764,1.727349,-0.045328,-0.8626,-0.8628,10.5391,10.9837,3.3001,1.8267,65.57,280.0,16,3,84000,584.9,0.004518,0.003319,0.000432
22,87999,1.761956,1.757164,0.175926,-1.0704,-1.0708,11.0010,11.0718,3.3486,1.8562,91.27,288.3,15,4,88000,624.2,0.003862,0.002654,0.000363
23,91999,1.814702,1.820568,-0.072084,-0.8586,-0.8582,11.5216,11.6920,3.4556,1.9100,89.46,320.4,10,3,92000,663.1,0.013747,0.011204,0.001359
24,95999,1.863933,1.876593,-0.027825,-0.8895,-0.8893,11.8326,12.0607,3.5298,1.9331,64.11,189.3,25,9,96000,702.3,0.012030,0.009579,0.001246
25,99999,2.047269,2.063013,0.494491,-1.3792,-1.3782,12.4365,12.4969,3.6223,1.9527,21.83,122.7,27,2,100000,741.2,0.013663,0.010726,0.001480
26,103999,2.113288,2.121319,0.809184,-1.7298,-1.7305,12.9307,13.0888,3.7502,2.0459,145.68,381.7,12,3,104000,780.1,0.013398,0.010166,0.001372
27,107999,2.102781,2.117158,0.647036,-1.6071,-1.6069,13.2752,13.5235,3.8138,2.0841,125.68,305.5,12,5,108000,819.1,0.011215,0.008343,0.001116
28,111999,2.191194,2.205386,0.456522,-1.4072,-1.4073,13.9353,13.9230,3.8814,2.0896,48.40,146.3,30,9,112000,858.1,0.024244,0.019692,0.002695
29,115999,2.432367,2.428293,0.783171,-1.7284,-1.7287,14.6515,15.1133,4.0294,2.1975,44.22,207.0,19,3,116000,897.4,0.009458,0.007264,0.000934
30,119999,2.571641,2.581562,1.207881,-2.1555,-2.1555,16.0174,16.3151,4.1510,2.3076,94.47,344.1,10,1,120000,939.8,0.007368,0.005386,0.000831
