epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,,0,4000,0.2
2,7900,,,,,,,,,,,0,8000,0.4
3,11900,0.080407,0.093408,-0.851621,-0.1556,-0.1534,0.6025,0.6317,0.0932,,,0,12000,2.0
4,15900,0.069627,0.071721,-0.787367,0.2050,0.2050,0.7058,0.6982,0.1390,,,0,16000,3.3
5,19900,,,,,,,,,,,0,20000,3.5
6,23900,0.084628,0.086368,-0.486261,0.0702,0.0703,0.8006,0.8198,0.1620,,,0,24000,4.9
7,27900,0.105086,0.106702,-0.361290,-0.1329,-0.1327,1.1918,1.1705,0.1543,,,0,28000,6.4
8,31900,0.187195,0.190335,-0.582508,-0.0392,-0.0389,1.6131,1.5879,0.2668,,,0,32000,7.7
9,35900,0.226063,0.231700,-0.852547,0.1628,0.1629,1.7672,1.8218,0.2874,,,0,36000,9.2
10,39900,,,,,,,,,,,0,40000,9.3
11,43900,0.295990,0.301956,-1.155901,0.4038,0.4038,2.1815,2.1149,0.2954,,,0,44000,10.8
12,47900,0.299587,0.297918,-1.393855,0.6298,0.6300,2.5381,2.4352,0.2842,,,0,48000,12.3
13,51900,0.254435,0.253365,-1.496223,0.7968,0.7968,2.1766,2.2214,0.2666,,,0,52000,13.7
14,55900,0.258857,0.258065,-1.557515,0.9242,0.9241,2.3556,2.3838,0.2943,,,0,56000,15.1
15,59900,,,,,,,,,,,0,60000,15.2
16,63900,0.274233,0.271774,-1.658442,1.0223,1.0222,2.6743,2.6878,0.2964,,,0,64000,16.6
17,67900,0.342587,0.339969,-1.810857,1.1340,1.1341,3.1107,3.2201,0.3484,,,0,68000,17.9
18,71900,0.316905,0.310936,-1.964627,1.2943,1.2945,2.9491,3.0289,0.3633,,,0,72000,19.1
19,75900,0.335731,0.330096,-2.178565,1.5225,1.5225,3.4546,3.4134,0.3920,,,0,76000,20.5
20,79900,,,,,,,,,,,0,80000,20.6
21,83900,0.360181,0.354681,-2.473546,1.8019,1.8020,3.6525,3.8134,0.3525,,,0,84000,22.1
22,87900,0.402667,0.398681,-2.810297,2.1063,2.1063,4.3316,4.4359,0.4077,,,0,88000,23.6
23,91900,0.449254,0.447109,-3.218734,2.4969,2.4970,4.8497,4.8208,0.4342,,,0,92000,25.0
24,95900,0.507622,0.505490,-3.716869,2.9643,2.9643,5.6454,5.7249,0.3942,,,0,96000,26.4
25,99900,,,,,,,,,-28.47,1000.0,100,100000,26.5
26,103900,0.601124,0.598144,-4.309577,3.5258,3.5257,6.4337,6.7852,0.4395,,,0,104000,27.9
27,107900,0.795550,0.788008,-4.929160,4.1710,4.1709,7.6440,7.9200,0.5336,,,0,108000,29.4
28,111900,0.894558,0.895975,-5.426077,4.6719,4.6718,8.0530,8.2194,0.5447,,,0,112000,30.7
29,115900,0.987659,0.984799,-5.863294,5.1188,5.1185,8.7223,9.0911,0.5602,,,0,116000,32.0
30,119900,,,,,,,,,,,0,120000,32.2
31,123900,0.988070,0.984059,-6.264448,5.5355,5.5357,8.4088,8.6608,0.5720,,,0,124000,33.7
32,127900,0.993473,0.989326,-6.694181,5.9841,5.9841,8.7836,8.9386,0.6067,,,0,128000,35.1
33,131900,0.991354,0.993853,-7.186124,6.4692,6.4684,9.5323,9.7292,0.6500,,,0,132000,36.5
34,135900,1.000569,1.006687,-7.720567,7.0065,7.0060,9.6929,9.7076,0.7128,,,0,136000,38.0
35,139900,,,,,,,,,,,0,140000,38.1
36,143900,1.001470,1.012118,-8.220316,7.5059,7.5054,9.6394,10.0745,0.7446,,,0,144000,39.6
37,147900,1.016039,1.033311,-8.767853,8.0490,8.0485,9.3213,9.8282,0.6788,,,0,148000,41.0
38,151900,1.024485,1.037504,-9.340621,8.6028,8.6024,9.5485,9.8615,0.6866,,,0,152000,42.4
39,155900,1.053732,1.068690,-9.970106,9.2118,9.2113,10.5921,11.3318,0.6579,,,0,156000,44.0
40,159900,,,,,,,,,,,0,160000,44.1
41,163900,1.061564,1.075015,-10.618296,9.8547,9.8546,10.5432,10.8967,0.7156,,,0,164000,45.7
42,167900,1.104784,1.123977,-11.297487,10.5152,10.5149,10.9314,11.8142,0.7740,,,0,168000,47.0
43,171900,1.115280,1.134724,-11.994758,11.2081,11.2079,11.3641,12.0283,0.7692,,,0,172000,48.5
44,175900,1.144067,1.158155,-12.703743,11.9036,11.9032,11.9214,12.2602,0.7773,,,0,176000,49.9
45,179900,,,,,,,,,,,0,180000,50.0
46,183900,1.177825,1.196947,-13.435892,12.6195,12.6194,12.4285,13.5142,0.8083,,,0,184000,51.5
47,187900,1.208609,1.225684,-14.215858,13.3826,13.3826,12.8767,13.6410,0.8424,,,0,188000,52.9
48,191900,1.242305,1.255755,-14.962386,14.1206,14.1206,12.8633,13.3307,0.8286,,,0,192000,54.4
49,195900,1.281987,1.291024,-15.710041,14.8789,14.8790,13.5670,13.6514,0.8784,,,0,196000,55.8
50,199900,,,,,,,,,,,0,200000,55.9
51,203900,1.501767,1.513826,-16.433015,15.5860,15.5867,14.8276,15.0917,0.9631,729.21,1001.0,100,204000,57.3
52,207900,1.670792,1.688375,-17.222963,16.3881,16.3881,15.6713,17.1411,1.0210,,,0,208000,58.7
53,211900,1.738946,1.748628,-17.911196,17.0880,17.0880,16.0484,17.1688,0.9458,,,0,212000,60.1
54,215900,1.782996,1.803321,-18.563231,17.7503,17.7503,16.1660,16.8747,0.9475,,,0,216000,61.4
55,219900,,,,,,,,,,,0,220000,61.6
56,223900,1.790727,1.810682,-19.166590,18.3607,18.3604,16.3588,17.4932,0.9272,,,0,224000,62.9
57,227900,1.835088,1.860599,-19.745434,18.9539,18.9536,16.4902,17.6298,0.9962,,,0,228000,64.4
58,231900,1.800195,1.820132,-20.392649,19.5925,19.5922,17.3600,17.8071,0.9894,,,0,232000,65.8
59,235900,1.868619,1.887056,-21.044729,20.2428,20.2428,16.6448,17.4617,1.0857,,,0,236000,67.2
60,239900,,,,,,,,,,,0,240000,67.4
61,243900,1.943587,1.962621,-21.685970,20.8955,20.8953,18.1481,19.1149,0.9564,,,0,244000,68.8
62,247900,1.978455,1.993491,-22.337471,21.5354,21.5357,19.3824,20.4912,1.0194,,,0,248000,70.1
63,251900,1.963093,1.977865,-22.993884,22.1980,22.1975,19.0619,19.9413,1.0019,,,0,252000,71.4
64,255900,2.041086,2.063122,-23.660249,22.8577,22.8582,19.6776,21.0459,1.0881,,,0,256000,72.7
65,259900,,,,,,,,,,,0,260000,72.9
66,263900,2.041699,2.060758,-24.351997,23.5383,23.5381,20.4494,21.3324,1.1052,,,0,264000,74.2
67,267900,2.104036,2.132074,-25.030268,24.2386,24.2388,21.0726,22.6772,1.0733,,,0,268000,75.5
68,271900,2.130593,2.154896,-25.740314,24.9342,24.9340,21.5981,23.3095,1.1151,,,0,272000,76.7
69,275900,2.179841,2.203071,-26.427457,25.6175,25.6179,22.3194,23.5479,1.1337,,,0,276000,78.1
70,279900,,,,,,,,,,,0,280000,78.2
71,283900,2.242934,2.271789,-27.173045,26.3376,26.3373,21.6493,22.7680,1.0526,,,0,284000,79.7
72,287900,2.225119,2.249320,-27.844567,27.0158,27.0163,23.1228,24.3647,1.1646,,,0,288000,81.1
73,291900,2.238915,2.263783,-28.547799,27.7344,27.7346,23.1899,23.9481,1.1643,,,0,292000,82.5
74,295900,2.261242,2.290069,-29.270506,28.4328,28.4331,24.0183,25.4554,1.1640,,,0,296000,83.9
75,299900,,,,,,,,,,,0,300000,84.1
76,303900,2.244283,2.263729,-29.991369,29.1437,29.1439,25.6678,26.2239,1.2276,983.50,1001.0,100,304000,85.4
77,307900,2.913229,2.947002,-30.659490,29.8281,29.8283,28.6167,30.2738,1.2522,,,0,308000,86.9
78,311900,2.803743,2.833087,-31.407974,30.5906,30.5909,27.9663,29.3059,1.1984,,,0,312000,88.2
79,315900,2.984239,3.008213,-32.002514,31.2008,31.2011,29.1434,29.7282,1.2507,,,0,316000,89.5
80,319900,,,,,,,,,,,0,320000,89.7
81,323900,2.973125,3.003564,-32.692018,31.8861,31.8865,28.2460,30.0966,1.2371,,,0,324000,91.1
82,327900,3.054563,3.077474,-33.241432,32.4581,32.4586,29.4912,30.7210,1.2705,,,0,328000,92.5
83,331900,2.975137,3.000916,-33.884262,33.0949,33.0950,29.5054,30.2576,1.2693,,,0,332000,93.8
84,335900,2.953661,2.983450,-34.498713,33.6962,33.6965,31.0960,32.4198,1.1893,,,0,336000,95.2
85,339900,,,,,,,,,,,0,340000,95.3
86,343900,2.981782,3.012408,-35.095803,34.3140,34.3142,28.0259,28.8702,1.1497,,,0,344000,96.7
87,347900,2.982913,3.013177,-35.691320,34.9127,34.9129,29.9991,31.9955,1.2822,,,0,348000,98.1
88,351900,2.855937,2.885889,-36.294978,35.5074,35.5080,31.2502,31.6024,1.2087,,,0,352000,99.4
89,355900,2.913577,2.937174,-36.856902,36.0828,36.0826,30.5651,32.0446,1.3801,,,0,356000,100.8
90,359900,,,,,,,,,,,0,360000,101.0
91,363900,2.975263,3.001730,-37.481414,36.6854,36.6853,30.2614,32.8123,1.2479,,,0,364000,102.3
92,367900,3.039631,3.066530,-38.047280,37.2446,37.2450,33.2419,35.2464,1.2602,,,0,368000,103.7
93,371900,2.992792,3.011512,-38.592475,37.7991,37.7993,33.4044,33.0347,1.3125,,,0,372000,105.0
94,375900,3.009144,3.045482,-39.202241,38.3994,38.3998,30.6204,33.1659,1.2786,,,0,376000,106.4
95,379900,,,,,,,,,,,0,380000,106.5
96,383900,3.148790,3.184614,-39.761803,38.9587,38.9589,35.1238,36.8200,1.2993,,,0,384000,107.9
97,387900,3.047582,3.081671,-40.356700,39.5501,39.5506,33.6253,35.8765,1.4680,,,0,388000,109.4
98,391900,3.076579,3.107221,-40.904954,40.0963,40.0963,36.7976,37.6345,1.4695,,,0,392000,110.8
99,395900,3.104472,3.136092,-41.437241,40.6628,40.6629,35.1007,37.3314,1.5261,,,0,396000,112.2
100,399900,,,,,,,,,,,0,400000,112.4
101,403900,3.014499,3.041733,-42.001896,41.2001,41.2006,33.9260,34.8202,1.3413,1169.67,1001.0,100,404000,113.8
102,407900,3.805885,3.833685,-42.706645,41.9097,41.9098,35.9720,37.6924,1.4327,,,0,408000,115.3
103,411900,3.884331,3.922638,-43.396569,42.6185,42.6185,39.9367,42.2383,1.3889,,,0,412000,116.6
104,415900,4.049164,4.077380,-44.082949,43.3224,43.3226,40.8068,42.1841,1.4348,,,0,416000,118.1
105,419900,,,,,,,,,,,0,420000,118.2
106,423900,3.918330,3.950264,-44.772923,43.9803,43.9809,41.9067,42.5456,1.4034,,,0,424000,119.6
107,427900,4.186204,4.233447,-45.369887,44.5826,44.5824,40.0053,42.7081,1.4030,,,0,428000,121.0
