epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-45.41,143.3,27,5,4000,1.1,,,
2,7999,0.353272,0.353716,-2.088446,1.6690,1.6699,2.9067,2.9833,0.4845,0.0630,48.81,568.7,6,0,8000,14.1,,,
3,11999,0.610938,0.618757,-2.490364,2.2462,2.2457,3.6024,3.8720,0.9416,0.1712,73.40,458.7,9,2,12000,31.0,,,
4,15999,0.540599,0.547172,-2.833282,2.2679,2.2679,2.9878,3.1854,1.1420,0.3796,76.96,395.4,10,2,16000,47.9,,,
5,19999,0.579457,0.591306,-3.392786,2.7128,2.7126,3.0800,3.3134,1.3737,0.5244,55.30,356.6,11,5,20000,64.8,,,
6,23999,0.610112,0.619885,-4.225544,3.3984,3.3979,3.2361,3.3895,1.5645,0.6837,45.42,296.7,15,5,24000,82.2,,,
7,27999,0.670561,0.688597,-5.027367,4.1236,4.1230,3.6198,3.7940,1.7970,0.8471,89.59,430.6,8,3,28000,99.2,,,
8,31999,0.732289,0.745300,-6.182116,5.2067,5.2069,3.9161,4.0347,1.9842,0.9740,73.20,334.7,14,2,32000,116.6,,,
9,35999,0.767667,0.780211,-7.376680,6.3588,6.3584,4.3576,4.5002,2.1578,1.0676,88.39,360.3,11,1,36000,133.6,,,
10,39999,0.862137,0.877960,-8.290033,7.2695,7.2695,4.7479,4.8973,2.3472,1.1704,34.17,209.6,16,1,40000,150.5,,,
11,43999,0.870421,0.879520,-8.797581,7.7613,7.7609,4.8112,4.9902,2.5082,1.2433,110.27,517.0,9,2,44000,172.6,0.046139,0.021660,0.022220
12,47999,0.917672,0.928502,-8.960764,7.9417,7.9415,5.2255,5.2320,2.6144,1.2707,114.56,515.6,7,3,48000,206.7,0.000779,0.000504,0.000082
13,51999,0.942888,0.962293,-9.013149,8.0203,8.0199,5.2851,5.5237,2.6548,1.2783,43.60,257.4,17,5,52000,240.9,0.003232,0.002711,0.000283
14,55999,1.043763,1.065407,-8.796515,7.8273,7.8270,5.6374,5.7027,2.7556,1.3284,60.30,261.1,15,3,56000,275.1,0.001136,0.000845,0.000089
15,59999,1.166317,1.185985,-8.685899,7.7052,7.7043,6.0768,6.1720,2.8875,1.3740,31.64,307.4,12,1,60000,309.1,0.001553,0.001233,0.000136
16,63999,1.224743,1.240851,-8.667115,7.6526,7.6524,6.6005,6.6434,3.0115,1.4159,100.45,301.2,15,2,64000,343.4,0.001268,0.001021,0.000100
17,67999,1.268944,1.290650,-8.722593,7.7165,7.7162,6.8107,6.8795,3.0603,1.4141,102.92,354.6,10,2,68000,377.6,0.001379,0.001116,0.000119
18,71999,1.351332,1.380054,-8.581331,7.5762,7.5764,7.3916,7.5136,3.1331,1.4274,63.30,220.8,17,3,72000,411.5,0.000888,0.000690,0.000080
19,75999,1.478191,1.516880,-7.971702,6.9757,6.9761,7.9659,8.0859,3.2458,1.4480,94.08,359.6,13,4,76000,445.7,0.000952,0.000757,0.000078
20,79999,1.473490,1.509687,-7.840176,6.8115,6.8111,8.4618,8.4883,3.3176,1.4788,176.73,473.4,7,0,80000,480.1,0.000611,0.000450,0.000057
21,83999,1.519043,1.549686,-7.766821,6.7601,6.7601,9.1018,9.0758,3.3440,1.5135,76.29,212.8,21,3,84000,514.3,0.001872,0.001600,0.000147
22,87999,1.516910,1.573304,-7.708325,6.6844,6.6843,9.4901,9.4739,3.4108,1.5295,204.33,519.9,8,2,88000,548.4,0.001004,0.000800,0.000093
23,91999,1.553181,1.605115,-7.890948,6.8427,6.8424,10.4040,10.0772,3.4658,1.5601,183.60,455.1,7,0,92000,582.7,0.000740,0.000572,0.000066
24,95999,1.641825,1.700152,-8.020266,6.9726,6.9725,10.7856,10.6854,3.5603,1.5971,87.35,235.9,21,3,96000,616.8,0.001063,0.000861,0.000097
25,99999,1.711837,1.769188,-7.979081,6.9542,6.9547,11.4809,11.3010,3.6405,1.6286,103.59,265.3,15,3,100000,651.0,0.001055,0.000856,0.000091
26,103999,1.773919,1.823529,-8.158277,7.1260,7.1260,11.9110,12.0991,3.7067,1.6636,80.48,208.6,16,4,104000,685.1,0.001541,0.001277,0.000145
27,107999,1.842166,1.891640,-8.406738,7.3761,7.3760,12.7589,12.5072,3.8082,1.7227,274.52,551.1,8,1,108000,719.3,0.000716,0.000545,0.000075
28,111999,1.854798,1.896484,-8.501850,7.4976,7.4976,12.8606,12.8206,3.8695,1.7495,148.05,398.7,9,4,112000,753.5,0.000910,0.000731,0.000081
29,115999,1.959288,2.008477,-8.257188,7.2881,7.2877,13.7718,13.6006,3.9129,1.7836,67.07,265.5,15,6,116000,787.8,0.001205,0.000996,0.000105
30,119999,2.085259,2.154352,-7.587106,6.6351,6.6345,14.0668,14.1018,4.0358,1.8492,86.29,220.4,21,3,120000,822.2,0.001166,0.000942,0.000112
