epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-60.53,177.6,21,3,4000,1.1
2,7999,0.681307,0.680721,-1.673041,2.3589,2.3588,9.0365,9.2622,1.6409,0.0234,-79.71,301.7,14,4,8000,85.9
3,11999,0.552986,0.549477,3.623812,-4.4072,-4.4072,4.2127,4.1864,2.1194,0.0691,-33.60,257.1,15,10,12000,198.5
4,15999,0.540572,0.535883,6.080321,-7.3913,-7.3912,3.7560,3.7161,2.5214,0.2306,-23.24,342.9,12,4,16000,310.9
5,19999,0.664497,0.660639,8.238059,-9.8153,-9.8153,4.3547,4.3440,3.0337,0.3656,-8.59,266.6,15,8,20000,424.2
6,23999,0.968179,0.959061,12.560200,-14.4467,-14.4468,6.1521,6.0922,4.0582,0.6257,-19.24,155.8,24,11,24000,536.5
7,27999,1.535119,1.516711,20.756282,-23.0453,-23.0451,9.5211,9.4195,5.6572,0.8684,-58.91,215.7,19,12,28000,648.8
8,31999,2.618887,2.612126,29.887606,-32.7846,-32.7844,15.0520,14.6679,8.0272,1.2881,-55.33,173.9,19,9,32000,761.4
9,35999,6.197337,6.167317,49.415172,-53.8812,-53.8802,32.6546,31.6183,13.6104,2.1225,-77.23,151.6,30,11,36000,873.4
10,39999,14.679090,14.370897,75.385827,-82.0430,-82.0419,70.3897,68.3760,22.7177,3.3889,-87.99,101.4,43,14,40000,985.6
11,43999,29.152269,28.639183,97.371176,-106.7804,-106.7801,129.1856,125.9086,34.8459,5.2428,-68.72,65.5,48,17,44000,1099.7
12,47999,50.735730,50.227203,127.053741,-139.0323,-139.0316,215.3503,211.1561,48.6554,7.5158,-114.12,100.9,47,17,48000,1212.6
13,51999,91.796504,90.949121,160.698986,-176.3102,-176.3100,366.1857,360.1625,67.8661,10.5711,-88.28,68.7,60,19,52000,1325.1
14,55999,165.866551,164.238483,202.595670,-223.1242,-223.1245,625.7750,613.9834,95.6059,14.3426,-87.03,58.7,65,23,56000,1438.3
15,59999,273.735547,269.338514,258.069141,-283.9544,-283.9551,999.7138,981.0570,126.9443,18.8473,-209.85,132.7,29,10,60000,1550.3
16,63999,443.256078,437.251473,336.189863,-368.0437,-368.0417,1582.6137,1556.6376,166.5509,24.7974,-185.34,111.7,39,14,64000,1662.5
17,67999,670.573980,664.428854,406.162975,-443.5716,-443.5708,2335.5160,2301.9711,208.7070,30.8763,-142.51,84.9,47,12,68000,1774.8
18,71999,972.601080,956.034670,447.283976,-489.1022,-489.1046,3282.7318,3202.8223,250.4194,37.9460,-44.64,26.2,152,54,72000,1887.5
19,75999,1158.936603,1145.187798,447.438284,-491.8663,-491.8666,3871.7314,3803.3734,281.4932,43.3876,-52.58,31.9,126,44,76000,1999.6
20,79999,1360.433046,1339.331280,464.403317,-510.5329,-510.5344,4564.9259,4473.8257,313.6063,48.3945,-61.68,35.2,112,44,80000,2112.0
21,83999,1558.323024,1528.592908,469.329907,-516.2397,-516.2392,5262.6844,5139.2710,338.7355,53.2467,-28.40,17.3,234,86,84000,2225.0
22,87999,1551.664541,1522.240875,431.919194,-477.3359,-477.3366,5307.8915,5189.5806,341.8068,56.2321,-22.22,14.0,286,95,88000,2338.4
23,91999,1570.223957,1533.089631,398.729494,-443.5131,-443.5115,5367.3375,5249.5536,347.8398,58.2812,-20.45,12.2,326,100,92000,2452.2
24,95999,1659.800267,1630.340774,387.296676,-431.6332,-431.6373,5668.7767,5561.9279,360.6892,62.1873,-20.41,11.7,343,126,96000,2566.1
25,99999,1715.630907,1695.936676,372.886400,-417.2742,-417.2751,5844.2400,5756.3069,370.4265,65.1320,-19.99,11.7,343,126,100000,2678.7
26,103999,1852.716353,1827.662716,368.664730,-413.2292,-413.2331,6256.1678,6186.7710,383.9406,68.6049,-18.76,10.9,368,129,104000,2793.5
27,107999,2044.161640,2013.468272,374.551122,-420.5141,-420.5145,6870.9216,6811.4700,402.4762,72.3641,-27.01,14.4,278,108,108000,2908.0
28,111999,2244.469683,2206.537479,377.757055,-424.3575,-424.3608,7475.3753,7410.9502,419.7813,76.0156,-19.11,10.9,366,136,112000,3021.3
29,115999,2641.067467,2582.105074,399.459046,-447.0664,-447.0729,8671.2211,8616.9395,446.3922,83.0225,-28.04,15.1,265,96,116000,3134.0
30,119999,3091.733288,3014.964957,416.427974,-464.6797,-464.6924,10017.9849,9947.6682,478.0029,94.4419,-18.41,10.5,381,144,120000,3246.8
