epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,0,0,4000,0.2
2,7900,,,,,,,,,0,0,8000,0.5
3,11900,0.113178,-1.318248,0.4418,0.8566,0.0428,0.0024,,,0,0,12000,1.9
4,15900,0.144556,-1.324831,0.9544,1.5583,0.0804,0.0074,,,0,0,16000,3.3
5,19900,,,,,,,,,0,0,20000,3.5
6,23900,0.151838,-2.145545,1.5102,2.1648,0.1912,0.0070,,,0,0,24000,4.9
7,27900,0.189980,-2.970061,2.3079,2.5294,0.3124,0.0109,,,0,0,28000,6.3
8,31900,0.166022,-3.592603,2.8760,3.0434,0.3541,0.0124,,,0,0,32000,7.7
9,35900,0.182468,-4.092420,3.3044,3.6802,0.3127,0.0150,,,0,0,36000,9.1
10,39900,,,,,,,,,0,0,40000,9.3
11,43900,0.169559,-4.452860,3.6421,3.6631,0.4038,0.0155,,,0,0,44000,10.7
12,47900,0.210074,-4.877756,4.0452,3.7888,0.3975,0.0169,,,0,0,48000,12.1
13,51900,0.226758,-5.202796,4.3581,3.8800,0.3834,0.0181,,,0,0,52000,13.5
14,55900,0.234456,-5.728792,4.8928,4.2499,0.2888,0.0199,,,0,0,56000,14.9
15,59900,,,,,,,,,0,0,60000,15.0
16,63900,0.271742,-5.947315,5.2229,5.0171,0.3120,0.0264,,,0,0,64000,16.5
17,67900,0.332990,-6.339677,5.5687,5.8489,0.2872,0.0265,,,0,0,68000,17.9
18,71900,0.360961,-6.679382,5.9812,6.1558,0.3231,0.0276,,,0,0,72000,19.3
19,75900,0.396371,-7.052888,6.3931,7.2284,0.2981,0.0307,,,0,0,76000,20.7
20,79900,,,,,,,,,0,0,80000,20.8
21,83900,0.458587,-7.681024,6.9812,8.1903,0.3422,0.0347,,,0,0,84000,22.2
22,87900,0.591730,-8.511334,7.7846,11.5156,0.3414,0.0378,,,0,0,88000,23.7
23,91900,0.712738,-9.310255,8.5871,13.6689,0.3586,0.0432,,,0,0,92000,25.1
24,95900,0.798272,-10.457621,9.7066,16.1959,0.4238,0.0483,,,0,0,96000,26.5
25,99900,,,,,,,-149.12,1000.0,100,56,100000,26.7
26,103900,1.500717,-11.755743,10.9833,23.6780,0.4714,0.0512,,,0,0,104000,28.2
27,107900,1.498037,-13.616655,12.8513,19.9973,0.4639,0.0562,,,0,0,108000,29.6
28,111900,1.503841,-15.239401,14.4628,20.2177,0.4877,0.0618,,,0,0,112000,31.1
29,115900,1.475605,-16.600809,15.8685,19.1917,0.5242,0.0677,,,0,0,116000,32.5
30,119900,,,,,,,,,0,0,120000,32.6
31,123900,1.518128,-18.237743,17.4738,19.9091,0.5447,0.0680,,,0,0,124000,34.1
32,127900,1.506383,-20.008622,19.2390,18.7129,0.5336,0.0715,,,0,0,128000,35.5
33,131900,1.476318,-21.720635,20.9454,18.2393,0.5777,0.0730,,,0,0,132000,37.0
34,135900,1.518792,-23.586234,22.8164,18.7053,0.6080,0.0784,,,0,0,136000,38.4
35,139900,,,,,,,,,0,0,140000,38.5
36,143900,1.523975,-25.468333,24.6921,17.4404,0.6316,0.0830,,,0,0,144000,40.0
37,147900,1.557481,-27.526208,26.7364,18.0028,0.6507,0.0896,,,0,0,148000,41.4
38,151900,1.565924,-29.705957,28.8922,18.4191,0.6714,0.0941,,,0,0,152000,42.8
39,155900,1.616490,-32.040905,31.2051,16.1787,0.6960,0.0986,,,0,0,156000,44.2
40,159900,,,,,,,,,0,0,160000,44.4
41,163900,1.618680,-34.523942,33.6550,17.8715,0.7503,0.1021,,,0,0,164000,45.9
42,167900,1.691326,-37.076700,36.1865,17.1774,0.7669,0.1074,,,0,0,168000,47.3
43,171900,1.790353,-39.834128,38.9276,19.5885,0.8549,0.1140,,,0,0,172000,48.7
44,175900,1.848269,-42.665970,41.7392,18.2517,0.8242,0.1234,,,0,0,176000,50.2
45,179900,,,,,,,,,0,0,180000,50.4
46,183900,1.868386,-45.533996,44.5915,18.6371,0.8916,0.1292,,,0,0,184000,51.8
47,187900,1.974017,-48.478759,47.5273,18.8485,0.9407,0.1359,,,0,0,188000,53.2
48,191900,2.000625,-51.456078,50.5058,20.2121,0.9531,0.1429,,,0,0,192000,54.6
49,195900,2.060461,-54.442193,53.4895,20.4552,0.9445,0.1451,,,0,0,196000,56.0
50,199900,,,,,,,,,0,0,200000,56.2
51,203900,5.696062,-57.475167,56.5429,22.5664,0.9981,0.1491,1190.86,1001.0,100,45,204000,57.7
52,207900,6.146580,-60.291156,59.3576,22.4766,0.9785,0.1507,,,0,0,208000,59.2
53,211900,6.087353,-63.421959,62.4738,21.8035,0.9830,0.1558,,,0,0,212000,60.6
54,215900,6.574493,-66.614536,65.6345,23.3302,0.9835,0.1612,,,0,0,216000,62.1
55,219900,,,,,,,,,0,0,220000,62.2
56,223900,6.805792,-69.682114,68.6968,23.6861,1.0331,0.1674,,,0,0,224000,63.6
57,227900,6.549271,-72.909590,71.9118,24.0075,1.0652,0.1753,,,0,0,228000,65.1
58,231900,7.087801,-76.125909,75.1209,23.9867,1.0659,0.1823,,,0,0,232000,66.5
59,235900,7.623392,-79.397284,78.3893,25.2730,1.0909,0.1900,,,0,0,236000,67.9
60,239900,,,,,,,,,0,0,240000,68.0
61,243900,7.908306,-82.677714,81.6611,24.7732,1.1122,0.2001,,,0,0,244000,69.5
62,247900,7.964659,-85.899870,84.8715,25.8538,1.1255,0.2071,,,0,0,248000,70.9
