epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,46.04,7.0,524,248,4000,0.3
2,7900,,,,,,,,,,58.06,8.4,470,240,8000,0.6
3,11900,45.074174,44.078092,-3.153073,3.0076,3.1104,30.4231,31.7931,0.0859,0.0054,69.65,9.7,397,191,12000,1.3
4,15900,22.480068,21.507689,-6.030254,5.7868,5.9131,28.8777,28.8816,0.1792,0.0071,61.52,8.8,496,230,16000,1.9
5,19900,,,,,,,,,,23.13,4.7,839,426,20000,2.1
6,23900,8.277010,8.489802,-7.526505,7.1163,7.1704,13.4388,14.5641,0.0072,0.0010,23.18,4.7,847,409,24000,2.7
7,27900,6.570937,6.594717,-7.763858,7.4734,7.4793,8.0245,7.0126,0.0028,0.0308,22.87,4.7,849,394,28000,3.3
8,31900,6.351393,6.358497,-7.837611,7.7300,7.7365,13.1646,11.1885,0.0016,0.0245,22.49,4.7,858,441,32000,3.8
9,35900,6.453596,6.453306,-8.117258,8.0374,8.0411,8.0172,8.2772,0.0010,0.0052,22.23,4.6,867,423,36000,4.5
10,39900,,,,,,,,,,22.06,4.6,861,429,40000,4.8
11,43900,6.841611,6.831938,-8.320965,8.3258,8.3267,10.8315,10.7172,0.0008,0.0010,22.05,4.6,872,402,44000,5.4
12,47900,7.015296,7.008618,-8.711762,8.7379,8.7385,12.0572,11.2606,0.0007,0.0001,22.05,4.6,868,433,48000,5.9
13,51900,7.429712,7.416720,-8.986683,9.0344,9.0310,12.6241,11.5115,0.0005,0.0002,22.09,4.6,871,416,52000,6.5
14,55900,7.904435,7.904773,-9.260823,9.3606,9.3633,12.0570,11.4680,0.0004,0.0002,22.28,4.6,861,415,56000,7.1
15,59900,,,,,,,,,,22.29,4.6,861,415,60000,7.3
16,63900,8.179497,8.198320,-9.621760,9.7637,9.7579,14.3389,13.1422,0.0003,0.0006,22.31,4.6,862,438,64000,7.9
17,67900,8.774384,8.819524,-9.865622,10.0466,10.0479,13.9307,12.2012,0.0001,0.0004,22.20,4.6,868,453,68000,8.4
18,71900,9.215569,9.268922,-10.198384,10.3941,10.3933,22.2685,20.4351,0.0000,0.0004,22.06,4.6,866,448,72000,9.0
19,75900,9.819693,9.894281,-10.566005,10.7467,10.7447,13.7216,12.7082,0.0001,0.0002,22.02,4.6,865,451,76000,9.6
20,79900,,,,,,,,,,22.13,4.6,866,454,80000,9.8
21,83900,10.666083,10.742482,-10.843283,11.0776,11.0761,29.2442,28.7890,0.0003,0.0004,22.13,4.6,870,434,84000,10.3
22,87900,11.223886,11.281940,-11.114975,11.4204,11.4185,18.6516,17.4155,0.0005,0.0006,22.00,4.6,867,454,88000,10.9
23,91900,12.104974,12.152132,-11.365607,11.6534,11.6530,18.6084,17.7073,0.0009,0.0006,21.88,4.6,872,447,92000,11.5
24,95900,13.071141,13.107187,-11.552380,11.9022,11.9011,26.2293,26.7613,0.0013,0.0005,22.34,4.6,859,415,96000,12.1
25,99900,,,,,,,,,,22.07,4.6,870,418,100000,12.3
26,103900,13.881464,13.894373,-11.915744,12.3000,12.2995,25.7961,25.4030,0.0024,0.0004,22.46,4.7,857,399,104000,12.9
27,107900,14.760782,14.754646,-12.100786,12.5121,12.5113,27.7553,26.5458,0.0042,0.0003,22.18,4.6,866,441,108000,13.4
28,111900,15.785190,15.718884,-12.293991,12.6985,12.7016,31.0534,27.4804,0.0090,0.0002,22.28,4.6,863,427,112000,14.0
29,115900,16.620917,16.546530,-12.455347,12.8762,12.8786,33.5515,30.8214,0.0416,0.0002,21.96,4.6,871,469,116000,14.6
30,119900,,,,,,,,,,22.26,4.6,865,427,120000,14.8
31,123900,17.816771,17.718787,-14.981449,13.2147,13.2151,50.8612,46.0952,3.1512,0.0001,62.62,8.9,417,207,124000,15.4
32,127900,19.044272,18.925307,-18.265622,13.6825,13.6858,38.5505,36.4057,0.5182,0.0001,55.42,8.2,510,281,128000,16.0
33,131900,20.008765,19.888964,-19.008514,14.2284,14.2323,31.0524,29.9874,0.1117,0.0001,47.70,7.4,529,268,132000,16.6
34,135900,21.919285,21.785434,-19.554028,15.1771,15.1796,33.7501,32.2453,0.0782,0.0000,48.50,7.5,543,280,136000,17.2
35,139900,,,,,,,,,,51.80,7.8,514,261,140000,17.4
36,143900,25.125153,24.909791,-20.263368,16.7107,16.7162,35.7959,35.0664,0.0421,0.0000,55.65,8.2,484,239,144000,18.0
37,147900,28.900730,28.581738,-21.435759,17.6150,17.6179,49.6165,46.9980,0.0397,0.0001,55.64,8.2,489,254,148000,18.6
38,151900,32.337122,32.049867,-22.410285,18.4683,18.4747,54.4724,51.2727,0.0579,0.0001,54.45,8.1,494,243,152000,19.2
39,155900,34.513586,34.199520,-23.250806,19.2034,19.2077,63.6346,60.6468,0.1089,0.0001,53.62,8.0,500,250,156000,19.8
40,159900,,,,,,,,,,54.98,8.1,493,258,160000,20.0
41,163900,36.931056,36.644558,-23.756246,19.8210,19.8261,61.2089,58.0906,0.4207,0.0000,67.92,9.5,405,216,164000,20.7
42,167900,38.869509,38.626005,-24.688247,20.5306,20.5317,71.4249,67.1226,0.8061,0.0001,82.00,11.0,350,185,168000,21.3
43,171900,40.334527,40.193925,-25.745109,21.4607,21.4638,62.0730,61.3971,0.2411,0.0000,90.46,11.9,337,175,172000,21.8
44,175900,42.688059,42.552663,-26.608057,22.2972,22.3011,88.0292,80.1659,0.1730,0.0000,96.07,12.5,316,166,176000,22.5
45,179900,,,,,,,,,,103.15,13.3,298,158,180000,22.6
46,183900,44.228468,44.263555,-27.130651,23.0262,23.0307,63.3082,59.6314,0.1433,0.0000,101.66,13.1,304,148,184000,23.2
47,187900,46.827778,46.984908,-28.224789,23.9850,23.9860,82.4034,79.0409,0.2552,0.0000,103.40,13.3,306,145,188000,23.8
48,191900,48.573889,48.821875,-28.730712,24.6389,24.6471,74.9720,72.1057,0.1792,0.0000,97.85,12.7,313,174,192000,24.6
49,195900,49.852503,50.151197,-29.700968,25.5643,25.5649,81.3508,76.8706,0.1534,0.0000,99.03,12.8,318,154,196000,25.2
50,199900,,,,,,,,,,101.27,13.1,304,170,200000,25.4
51,203900,51.736956,52.151374,-30.678809,26.4367,26.4438,128.4907,117.1624,0.1703,0.0000,98.03,12.7,307,156,204000,26.0
52,207900,53.123309,53.530176,-31.537930,27.2427,27.2427,93.1097,90.9903,0.2266,0.0000,101.92,13.1,308,152,208000,26.5
53,211900,55.924456,56.327035,-32.323848,28.0423,28.0481,114.4296,107.5926,0.3265,0.0000,102.93,13.2,289,138,212000,27.1
