epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,12.68,18.2,143,4000,0.2
2,7900,,,,,,17.31,25.8,144,8000,0.4
3,11900,0.139033,-1.898862,1.6615,0.4836,0.0375,19.51,31.7,83,12000,1.7
4,15900,0.817936,-5.553293,5.0533,1.4692,0.1456,45.13,33.6,151,16000,2.9
5,19900,,,,,,132.40,71.2,14,20000,3.0
6,23900,1.455538,-10.194984,9.6108,2.2621,0.1485,164.81,83.1,62,24000,4.2
7,27900,2.697942,-15.304125,14.5255,4.1067,0.1857,219.04,101.0,24,28000,5.3
8,31900,3.979456,-21.167124,20.2652,5.8328,0.2385,241.59,108.6,17,32000,6.5
9,35900,6.192645,-27.089294,26.0816,9.8782,0.3205,236.40,109.8,74,36000,7.7
10,39900,,,,,,231.45,106.6,14,40000,7.8
11,43900,7.955620,-32.796639,31.6680,13.7138,0.3425,194.54,93.4,59,44000,9.0
12,47900,10.755415,-38.361634,37.2856,17.5933,0.4360,212.26,99.9,40,48000,10.1
13,51900,12.628733,-43.667611,42.6166,19.8428,0.4210,168.33,83.8,19,52000,11.4
14,55900,15.613619,-49.006456,47.9245,30.6111,0.5267,222.84,101.8,72,56000,12.5
15,59900,,,,,,244.65,107.3,18,60000,12.7
16,63900,16.975517,-54.372024,53.2602,35.2610,0.5007,243.29,107.5,24,64000,13.9
17,67900,19.347867,-60.296331,59.0363,46.3754,0.5347,270.47,113.1,65,68000,15.1
18,71900,22.498625,-65.458783,64.2004,58.3225,0.6093,235.25,104.2,14,72000,16.2
19,75900,23.913932,-70.673125,69.4687,63.9485,0.7086,221.23,99.2,65,76000,17.4
20,79900,,,,,,241.27,106.7,29,80000,17.6
21,83900,25.938813,-75.333045,74.0935,64.7812,0.7013,215.74,97.7,20,84000,18.8
22,87900,28.220342,-80.529940,79.2307,71.9659,0.7414,242.36,105.9,65,88000,19.9
23,91900,31.284677,-85.144102,83.8508,69.9070,0.8068,226.79,101.5,22,92000,21.1
24,95900,34.134443,-90.112416,88.7730,78.3640,0.8916,229.21,103.3,30,96000,22.3
25,99900,,,,,,244.39,109.7,56,100000,22.5
26,103900,38.142729,-94.687140,93.2932,81.2544,1.0089,194.16,89.9,30,104000,23.7
27,107900,41.539314,-99.570689,98.1893,90.2748,1.0672,244.05,106.7,30,108000,24.8
28,111900,46.124002,-104.060510,102.5609,95.6807,1.1190,249.33,108.5,56,112000,25.9
29,115900,50.333073,-108.762172,107.2028,103.0244,1.2578,224.31,102.3,27,116000,27.1
30,119900,,,,,,219.86,99.2,45,120000,27.3
31,123900,54.190899,-113.280516,111.6937,112.4508,1.2969,232.90,102.5,40,124000,28.4
32,127900,61.505654,-117.607878,115.9890,117.4388,1.2686,264.40,109.3,26,128000,29.5
33,131900,64.016053,-122.282151,120.6173,121.5080,1.3779,265.98,107.3,18,132000,30.7
34,135900,68.020915,-126.785592,125.0872,125.9720,1.4796,291.28,127.8,37,136000,31.9
35,139900,,,,,,319.49,146.1,46,140000,32.1
36,143900,73.135915,-130.790945,129.0891,137.6387,1.6428,292.62,115.4,19,144000,33.3
37,147900,76.636124,-135.306510,133.5749,146.5762,1.6448,296.75,119.1,26,148000,34.4
38,151900,81.439239,-139.279547,137.5458,152.3585,1.6669,309.88,123.9,54,152000,35.6
39,155900,83.831721,-143.544178,141.7931,151.0705,1.7174,318.88,124.7,18,156000,36.8
40,159900,,,,,,295.33,118.3,38,160000,37.0
41,163900,88.206409,-147.487203,145.7296,155.9642,1.7017,289.10,118.4,40,164000,38.2
42,167900,94.172634,-151.209524,149.4773,165.0108,1.9091,306.55,123.8,18,168000,39.3
43,171900,97.234355,-154.950896,153.2081,169.7413,1.9260,289.52,118.7,51,172000,40.5
44,175900,103.990299,-158.500285,156.6861,174.0202,2.0314,280.89,116.4,36,176000,41.6
45,179900,,,,,,253.78,108.1,19,180000,41.8
46,183900,107.703852,-162.100901,160.3196,180.0050,1.9386,264.93,111.2,47,184000,42.9
47,187900,113.926644,-165.507670,163.6934,187.6740,2.0403,286.81,119.5,34,188000,44.1
48,191900,120.508779,-169.078354,167.2529,196.2887,2.1972,274.58,114.2,22,192000,45.3
49,195900,127.404668,-172.398146,170.5307,198.1248,2.3122,284.39,119.8,44,196000,46.4
50,199900,,,,,,293.15,122.6,35,200000,46.6
51,203900,133.759614,-175.636637,173.7887,207.6685,2.2845,281.65,117.5,22,204000,47.8
52,207900,136.358953,-178.908260,177.0252,211.0571,2.2760,293.76,120.2,45,208000,48.9
53,211900,148.377060,-181.880263,179.9553,217.6879,2.4680,301.14,122.0,30,212000,50.1
54,215900,152.165357,-185.114453,183.1919,218.1793,2.3379,311.65,125.8,21,216000,51.4
55,219900,,,,,,322.72,130.3,32,220000,51.5
56,223900,157.430320,-188.050819,186.0991,237.1887,2.4707,323.36,128.7,46,224000,52.7
57,227900,166.354827,-191.219384,189.2302,241.1473,2.4990,307.74,122.8,17,228000,53.9
