epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,0,0,4000,1.4
2,7900,,,,,,,,,0,0,8000,2.5
1,3999,,,,,,,-149.07,101.0,39,13,4000,0.9
