epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,,,0,0,4000,0.2
2,7900,,,,,,,,,,,,0,0,8000,0.4
3,11900,0.077153,0.069919,-0.687860,-0.0924,-0.0923,0.5536,0.5682,0.0955,0.0076,,,0,0,12000,2.0
4,15900,0.066045,0.066250,-0.794840,0.2374,0.2379,0.7785,0.7466,0.1318,0.0074,,,0,0,16000,3.5
5,19900,,,,,,,,,,,,0,0,20000,3.6
6,23900,0.077212,0.078980,-0.438101,0.1064,0.1064,0.8287,0.8147,0.1313,0.0094,,,0,0,24000,5.1
7,27900,0.097016,0.099422,-0.409440,0.0168,0.0167,1.0347,1.0474,0.1967,0.0092,,,0,0,28000,6.6
8,31900,0.465815,0.473547,-0.915938,0.0502,0.0501,2.5886,2.5839,0.2236,0.0094,,,0,0,32000,8.1
9,35900,0.315724,0.323406,-0.721287,0.1109,0.1114,2.0862,2.1083,0.2089,0.0041,,,0,0,36000,9.7
10,39900,,,,,,,,,,,,0,0,40000,9.8
11,43900,0.256216,0.260559,-0.574118,0.0184,0.0186,1.9170,1.9200,0.1995,0.0048,,,0,0,44000,11.4
12,47900,0.246652,0.253471,-0.355370,-0.2010,-0.2007,2.0115,2.0052,0.2069,0.0078,,,0,0,48000,12.9
13,51900,0.221815,0.225974,-0.083890,-0.4365,-0.4363,2.1206,2.0728,0.2275,0.0123,,,0,0,52000,14.5
14,55900,0.264912,0.263994,0.192216,-0.6918,-0.6908,2.3040,2.2108,0.2560,0.0116,,,0,0,56000,16.0
15,59900,,,,,,,,,,,,0,0,60000,16.1
16,63900,0.241749,0.243316,0.525953,-0.9776,-0.9769,2.2658,2.2421,0.2974,0.0121,,,0,0,64000,17.6
17,67900,0.295822,0.292930,0.733120,-1.2114,-1.2109,2.6185,2.5291,0.3147,0.0131,,,0,0,68000,19.1
18,71900,0.318851,0.315283,0.901008,-1.4002,-1.3999,3.0460,2.8539,0.3317,0.0151,,,0,0,72000,20.6
19,75900,0.341132,0.339280,0.916286,-1.5056,-1.5051,3.1624,3.1225,0.3026,0.0187,,,0,0,76000,22.1
20,79900,,,,,,,,,,,,0,0,80000,22.3
21,83900,0.359144,0.358444,0.820049,-1.4698,-1.4693,3.4259,3.4364,0.3370,0.0214,,,0,0,84000,23.9
22,87900,0.395487,0.394332,0.659689,-1.3369,-1.3365,3.8502,3.7892,0.3920,0.0251,,,0,0,88000,25.4
23,91900,0.432719,0.431782,0.555764,-1.2306,-1.2305,4.3181,4.0587,0.3782,0.0274,,,0,0,92000,26.9
24,95900,0.483081,0.481366,0.458892,-1.1301,-1.1300,4.9735,4.7699,0.4696,0.0320,,,0,0,96000,28.4
25,99900,,,,,,,,,,-215.92,1000.0,100,51,100000,28.6
26,103900,0.670061,0.669046,0.231827,-0.9273,-0.9269,5.8165,5.4392,0.4684,0.0363,,,0,0,104000,30.1
27,107900,0.936002,0.925916,-0.043714,-0.5015,-0.5007,8.0609,7.5495,0.4869,0.0354,,,0,0,108000,31.7
28,111900,1.378164,1.380395,-0.124948,-0.3937,-0.3935,9.9525,9.8954,0.5545,0.0366,,,0,0,112000,33.2
29,115900,1.406026,1.398296,-0.302587,-0.2216,-0.2214,10.0912,9.9466,0.4484,0.0342,,,0,0,116000,34.8
30,119900,,,,,,,,,,,,0,0,120000,34.9
31,123900,1.298615,1.301949,-0.462616,-0.0662,-0.0665,9.7016,9.5001,0.5107,0.0363,,,0,0,124000,36.4
32,127900,1.182891,1.177704,-0.680587,0.1282,0.1277,9.3409,9.2687,0.4810,0.0390,,,0,0,128000,37.9
33,131900,1.085276,1.078056,-0.904604,0.3647,0.3648,9.2275,8.9746,0.4859,0.0410,,,0,0,132000,39.5
34,135900,1.045208,1.043896,-1.151301,0.6076,0.6074,9.6067,9.6273,0.4777,0.0437,,,0,0,136000,41.0
35,139900,,,,,,,,,,,,0,0,140000,41.2
36,143900,0.984446,0.986471,-1.420653,0.8866,0.8866,9.0384,8.8192,0.4689,0.0443,,,0,0,144000,42.7
37,147900,0.953200,0.958391,-1.728237,1.1818,1.1816,9.2404,9.0230,0.4923,0.0460,,,0,0,148000,44.2
38,151900,0.931674,0.939590,-2.058898,1.5122,1.5120,9.5474,9.5262,0.5270,0.0502,,,0,0,152000,45.7
39,155900,0.915899,0.926765,-2.404618,1.8600,1.8597,9.3304,9.3462,0.5263,0.0591,,,0,0,156000,47.2
40,159900,,,,,,,,,,,,0,0,160000,47.4
41,163900,0.922297,0.930793,-2.793502,2.2509,2.2502,9.3993,9.1828,0.5719,0.0644,,,0,0,164000,49.0
42,167900,0.917270,0.926432,-3.185506,2.6394,2.6393,10.6632,10.2669,0.6136,0.0631,,,0,0,168000,50.5
43,171900,0.909687,0.918978,-3.612906,3.0662,3.0659,10.1465,9.9770,0.6235,0.0675,,,0,0,172000,52.1
44,175900,0.913366,0.925527,-4.037314,3.4877,3.4875,10.7040,10.6025,0.6587,0.0665,,,0,0,176000,53.6
45,179900,,,,,,,,,,,,0,0,180000,53.7
46,183900,0.898571,0.910773,-4.499714,3.9425,3.9422,10.8439,10.9534,0.6687,0.0710,,,0,0,184000,55.3
47,187900,0.893942,0.907858,-4.976321,4.4222,4.4222,11.3458,11.2816,0.7136,0.0696,,,0,0,188000,56.8
48,191900,0.890042,0.904098,-5.461935,4.9081,4.9080,11.1394,11.0961,0.6507,0.0729,,,0,0,192000,58.4
49,195900,0.901834,0.907772,-5.996748,5.4225,5.4224,11.8539,11.5515,0.7389,0.0740,,,0,0,196000,59.9
50,199900,,,,,,,,,,,,0,0,200000,60.1
51,203900,0.953448,0.960260,-6.492642,5.9467,5.9468,11.7463,11.7528,0.7453,0.0776,509.03,1001.0,100,44,204000,61.6
52,207900,0.990682,0.996195,-7.037493,6.4954,6.4955,11.4566,11.7039,0.7737,0.0791,,,0,0,208000,63.2
53,211900,1.016179,1.024422,-7.629208,7.0857,7.0862,12.0454,11.8974,0.7960,0.0790,,,0,0,212000,64.7
54,215900,1.027053,1.037779,-8.275844,7.7300,7.7297,12.7039,13.3152,0.7381,0.0806,,,0,0,216000,66.3
55,219900,,,,,,,,,,,,0,0,220000,66.4
56,223900,1.045477,1.051909,-8.913564,8.3648,8.3649,12.2873,12.6232,0.8240,0.0831,,,0,0,224000,67.9
57,227900,1.080415,1.085005,-9.501061,8.9558,8.9559,12.4099,13.1002,0.8062,0.0835,,,0,0,228000,69.5
58,231900,1.119001,1.120086,-10.008688,9.4452,9.4457,13.5230,13.6689,0.7988,0.0857,,,0,0,232000,71.0
59,235900,1.143798,1.146819,-10.540665,9.9733,9.9737,13.3472,13.9676,0.8408,0.0939,,,0,0,236000,72.5
60,239900,,,,,,,,,,,,0,0,240000,72.7
61,243900,1.154772,1.159681,-11.098242,10.5131,10.5134,13.8372,14.5651,0.8647,0.0985,,,0,0,244000,74.3
62,247900,1.205889,1.210313,-11.655460,11.0443,11.0448,15.4689,16.1831,0.9119,0.0995,,,0,0,248000,75.8
63,251900,1.242973,1.246038,-12.214036,11.6136,11.6138,15.9728,16.3047,0.8602,0.1024,,,0,0,252000,77.4
64,255900,1.287013,1.297594,-12.853164,12.1969,12.1971,16.6107,18.2613,0.9056,0.1065,,,0,0,256000,78.9
65,259900,,,,,,,,,,,,0,0,260000,79.1
66,263900,1.322715,1.319733,-13.483855,12.8192,12.8200,16.2633,16.8155,0.9819,0.1080,,,0,0,264000,80.6
67,267900,1.351368,1.349344,-14.083826,13.4416,13.4420,17.5999,18.5822,0.9904,0.1127,,,0,0,268000,82.1
68,271900,1.402009,1.405687,-14.722492,14.0590,14.0592,19.2314,19.9611,1.1298,0.1137,,,0,0,272000,83.6
69,275900,1.418387,1.413454,-15.386212,14.6975,14.6979,19.4577,20.1637,1.0656,0.1194,,,0,0,276000,85.2
70,279900,,,,,,,,,,,,0,0,280000,85.3
