epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-71.67,208.9,16,2,4000,1.1
2,7999,0.170866,0.171017,-4.170395,3.8463,3.8461,1.3640,1.3789,1.3194,0.0068,47.11,499.6,9,2,8000,40.5
3,11999,0.446429,0.445641,-4.233030,4.1219,4.1218,2.7218,2.7973,3.0779,0.1070,-3.42,250.4,16,4,12000,92.5
4,15999,0.574932,0.575576,-2.009375,1.1441,1.1441,4.1108,4.1068,4.0607,0.3986,16.16,224.1,15,1,16000,144.7
5,19999,0.668398,0.671186,-0.114559,-0.8730,-0.8728,5.4461,5.3170,4.5048,0.6493,65.52,467.9,10,2,20000,197.5
6,23999,0.765182,0.767630,2.436858,-3.3241,-3.3239,7.4849,7.2659,4.6189,0.8032,105.49,396.4,9,2,24000,249.5
7,27999,1.329350,1.338259,8.659558,-9.5749,-9.5746,11.6246,11.6932,5.8096,1.0765,-7.26,254.6,17,3,28000,301.7
8,31999,1.605854,1.608367,15.810674,-17.1788,-17.1787,10.5014,10.9766,6.5578,1.3120,66.67,344.3,12,2,32000,353.8
9,35999,1.292713,1.284766,19.320806,-20.5390,-20.5393,8.2646,8.4451,6.3837,1.5957,35.69,365.6,11,4,36000,406.3
10,39999,1.172973,1.169925,20.525948,-21.7259,-21.7259,8.4554,8.4417,6.4188,1.7048,43.58,494.0,8,3,40000,458.8
11,43999,1.177387,1.175857,19.747658,-20.9374,-20.9371,10.2666,10.1351,6.4695,1.8270,29.78,325.6,11,3,44000,511.1
12,47999,1.278625,1.286202,18.421503,-19.7221,-19.7222,12.2323,12.1146,6.6620,1.9892,23.70,218.8,20,6,48000,564.1
13,51999,1.506329,1.518416,17.583684,-18.9956,-18.9957,14.2846,14.4261,7.1086,2.2291,-16.39,213.3,18,0,52000,616.8
14,55999,1.723332,1.732665,16.173248,-17.6955,-17.6954,16.5165,17.1070,7.5375,2.2635,12.51,283.9,14,5,56000,668.8
15,59999,2.020197,2.013575,14.777408,-16.4954,-16.4954,19.1152,19.5830,8.2264,2.5009,-6.49,209.6,17,4,60000,720.8
16,63999,2.270383,2.255847,13.903975,-15.7579,-15.7581,21.0261,21.3696,8.8251,2.8039,8.15,262.9,18,5,64000,772.8
17,67999,2.398337,2.368154,13.265826,-15.2112,-15.2106,21.8006,22.6884,9.2918,2.8998,50.76,337.5,11,1,68000,825.0
18,71999,2.466567,2.439143,12.940614,-14.9109,-14.9107,23.4447,24.2468,9.6196,2.9057,-6.37,178.1,20,3,72000,877.3
19,75999,2.783780,2.770091,13.904104,-15.9954,-15.9950,26.0271,26.7717,10.4841,3.2513,46.63,276.8,17,3,76000,929.8
20,79999,3.081542,3.099817,15.889416,-17.8919,-17.8909,28.1859,29.5722,11.0434,3.5119,-11.63,184.3,19,3,80000,982.8
21,83999,3.633835,3.602232,18.287726,-20.2873,-20.2862,31.6871,32.8506,11.9193,3.6206,-13.22,154.8,25,3,84000,1035.3
22,87999,3.799765,3.713039,19.817785,-21.8612,-21.8604,34.0884,34.4731,12.3654,3.6709,6.30,219.6,21,4,88000,1087.8
23,91999,4.128780,4.021516,20.881183,-22.9615,-22.9611,35.9722,36.2201,12.9575,3.7989,-14.76,122.3,26,4,92000,1140.8
24,95999,4.249344,4.156511,20.709049,-22.8431,-22.8426,37.8686,38.7842,13.4217,4.4073,47.21,305.3,13,4,96000,1193.1
25,99999,4.530833,4.499066,20.538923,-22.8108,-22.8101,40.9011,42.3181,13.6648,4.7128,22.42,231.4,18,4,100000,1245.5
26,103999,4.875678,4.808470,21.934922,-24.2869,-24.2861,42.6791,43.6912,14.2391,4.9580,-16.12,132.4,36,7,104000,1297.9
27,107999,5.338729,5.321410,23.938122,-26.2173,-26.2171,46.6905,47.7647,14.8071,4.9020,27.65,322.2,12,3,108000,1349.9
28,111999,5.902747,5.862935,25.406331,-27.7842,-27.7838,50.8439,51.1740,15.5573,5.7421,-3.81,141.4,27,5,112000,1402.4
29,115999,6.090700,6.094167,26.994038,-29.3063,-29.3056,52.6259,52.8535,15.6344,5.5350,-30.92,225.0,19,2,116000,1454.8
30,119999,5.926056,5.952768,26.846032,-29.1787,-29.1781,54.3857,54.2043,15.6427,5.6413,4.11,203.9,18,3,120000,1506.6
