epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-41.52,125.2,24,3,4000,1.1
2,7999,1.157478,1.164524,-0.479645,4.3338,4.3337,10.8572,10.4357,1.3853,0.0069,-54.13,260.1,16,5,8000,46.1
3,11999,0.798208,0.831466,6.056139,-5.9692,-5.9693,8.7418,8.1111,1.7584,0.0000,-24.33,428.1,11,5,12000,106.2
4,15999,1.338646,1.372677,8.986386,-9.6743,-9.6743,12.7877,11.8811,2.7779,1.5434,-34.21,151.5,27,8,16000,166.2
5,19999,2.394092,2.440334,16.053712,-17.5152,-17.5155,22.8053,20.9074,4.4649,2.8216,-141.71,406.2,8,1,20000,226.5
6,23999,2.179572,2.222189,15.273546,-16.8073,-16.8078,22.3293,21.1057,4.3813,2.9081,-52.85,142.1,32,13,24000,286.2
7,27999,3.197990,3.300284,20.767884,-22.3420,-22.3422,32.2081,31.7034,5.3871,3.5936,-51.77,120.6,34,14,28000,347.1
8,31999,6.935016,7.132841,38.340912,-40.2856,-40.2867,63.5094,64.9586,8.2243,5.1359,-52.73,102.2,34,10,32000,407.9
9,35999,10.235864,10.589604,52.496819,-54.4265,-54.4282,90.4793,95.7031,9.5506,5.8648,-204.44,385.0,11,4,36000,467.9
10,39999,13.051639,13.652645,62.187830,-64.2544,-64.2564,113.8410,121.8793,10.0676,6.1703,-82.46,110.6,39,8,40000,527.7
11,43999,11.639770,12.244255,56.685449,-58.8618,-58.8628,108.0361,114.3348,9.1353,5.7724,-70.21,110.8,37,11,44000,588.0
12,47999,9.521243,10.080519,49.033732,-50.9974,-50.9984,102.7198,107.3700,7.9404,5.1269,-46.38,69.1,57,20,48000,648.4
13,51999,7.656728,8.148009,40.929089,-42.6016,-42.6018,89.9655,92.9952,6.7687,4.5847,-36.99,91.9,38,14,52000,708.4
14,55999,5.926607,6.295985,32.937489,-34.4690,-34.4684,78.4636,81.0058,5.8269,4.1547,-33.08,129.4,35,11,56000,768.0
15,59999,5.662497,6.094518,28.471006,-29.9190,-29.9174,75.3642,76.8465,5.6021,4.1959,-20.33,85.6,46,12,60000,827.7
16,63999,5.427675,5.862849,26.410834,-27.8426,-27.8409,74.9402,77.0308,5.3988,4.2845,-22.60,109.0,32,12,64000,888.6
17,67999,5.184561,5.621479,23.719185,-25.1499,-25.1492,72.0458,74.5113,5.2806,4.3048,-10.02,139.6,33,10,68000,949.1
18,71999,5.381101,5.868233,22.975153,-24.3860,-24.3853,76.5474,80.8286,5.4016,4.4198,-13.65,81.6,49,16,72000,1009.5
19,75999,6.395124,7.004537,24.547302,-26.0193,-26.0184,85.2750,91.3911,5.8933,4.8224,-9.91,80.8,42,18,76000,1069.7
20,79999,6.643040,7.308149,24.968207,-26.4542,-26.4534,90.3521,95.2434,6.0242,5.0020,-16.27,109.8,41,15,80000,1129.9
21,83999,6.702736,7.413233,24.988906,-26.4483,-26.4466,92.9439,96.9878,6.0221,5.1025,-10.13,68.5,60,16,84000,1189.8
22,87999,7.083014,7.854373,24.434664,-25.8768,-25.8745,96.9612,100.8159,6.1296,5.2632,-7.23,62.4,58,18,88000,1250.1
23,91999,7.571429,8.345079,24.646466,-26.1308,-26.1321,102.3190,102.6657,6.4416,5.5429,0.87,63.3,67,25,92000,1309.8
24,95999,8.198361,8.935042,24.932548,-26.4009,-26.4029,108.1493,106.8700,6.6371,5.7007,-8.30,43.3,96,31,96000,1369.9
25,99999,8.228863,8.911075,23.047121,-24.5420,-24.5462,109.4562,108.6249,6.6204,5.8014,-4.32,43.6,74,17,100000,1430.1
26,103999,7.483087,8.069900,19.610743,-21.1001,-21.1010,105.2213,104.8366,6.3396,5.6233,-5.76,27.7,172,53,104000,1490.3
27,107999,6.281443,6.826196,15.740358,-17.1752,-17.1740,97.1412,94.3865,5.7867,5.1480,-3.49,35.3,106,39,108000,1550.8
28,111999,5.631648,6.124926,12.715820,-14.1405,-14.1401,92.4414,90.7080,5.4477,4.9175,-6.14,20.2,205,61,112000,1612.0
29,115999,4.869647,5.320832,10.195956,-11.5458,-11.5453,87.0878,86.2623,5.0760,4.6395,0.16,28.9,143,42,116000,1672.6
30,119999,4.791011,5.233548,8.965607,-10.3052,-10.3053,88.6228,88.2158,5.0593,4.6387,1.33,28.4,141,44,120000,1732.6
