step,episode_return,has_disturbance
1100,-9.59993860899646,1
1300,-17.858529215973697,1
1400,-5.70902867076027,0
1500,-16.428554317251194,0
1500,-11.03830268898867,0
1600,-16.125058819252256,1
1600,-4.895234865414637,1
1700,-12.114079945737934,1
1700,-19.02145259053289,1
1700,5.138349812890663,1
1800,9.58936032108419,1
1900,-1.2327025113647923,0
1900,-6.249532336189203,1
1900,13.530182645205795,1
2000,-6.671853238102261,0
2000,0.6182862186378462,1
2200,-18.156982430472425,1
2400,-10.477615872302344,1
2400,-26.487058536294505,1
2400,-1.8388599617923613,1
2500,-1.6897253439587532,1
2700,-14.421552359163549,1
2900,-35.584722643758234,0
2900,-20.847440862643655,0
3000,-39.961642054587024,1
3300,-15.7818989396559,0
3300,2.582676114878366,1
3500,-1.3696379995217929,0
3600,-3.279323662178533,0
3600,1.3957231193208854,0
3600,-23.069816415200034,1
3600,-20.914208710407486,1
3700,13.331408252512851,0
3800,5.003395806417869,1
3900,-26.566723605555875,1
4100,-16.744810052196737,1
4100,5.323698609733173,1
4200,-0.2380579376518579,0
4200,-5.508507471470286,0
4500,-12.833990982898804,0
4500,-18.124213962922994,1
4600,-36.146425761363105,0
5000,5.287792670135912,0
5100,12.410235465497045,0
5100,-2.899561379580896,1
5200,-32.140320561696896,0
10600,39.17521400482183,0
10800,-17.95260906193086,0
10900,29.50457357116371,0
10900,42.67783874656756,0
11800,-50.55547648700877,1
14800,-69.24616064272995,1
15400,-87.21421632123482,0
26800,-134.70003240369937,1
30100,-169.9238954191042,0
30100,-122.60731348605705,1
30400,-164.07079506068095,1
30500,-264.2962257634612,0
30600,-170.70903081242503,0
30600,-175.61726825265043,1
31000,-141.80961224708463,0
31000,-132.2751815876799,1
31100,-135.55243261250428,1
31300,-169.3322740660986,1
31300,-144.88418182307598,0
31400,-74.81420191948715,1
31600,-136.9490926352458,0
31700,-14.402877536907706,1
31800,-191.59052403711632,0
31800,-185.51018581077034,0
31900,-161.52417303765063,1
32200,-202.93382303002397,1
32300,-176.62497502101462,0
32300,-139.9856330766513,0
32400,-164.18649537848694,0
32800,4.3303931991973945,0
33200,-152.7891432958371,0
33300,-12.019747234867355,0
33400,-210.56587644944727,0
33500,5.185309491852303,1
33500,-160.34561456589003,0
33500,-161.07919964545,0
33700,-169.0067728016653,0
33800,-38.08387821704379,0
33900,-2.4025778480629607,1
34000,-176.3840640541354,1
34600,-281.21637088379566,1
34800,-10.446595203427925,0
34800,-198.24858330178517,0
34900,-176.89753025835654,0
35100,-169.50884509716835,0
35200,5.133386939881561,1
35300,-234.05235342750134,1
35300,-13.988083101619281,1
35400,-9.285902684015085,1
35500,-23.52521770596997,0
36000,6.719805961270419,1
36000,-213.8568494777875,0
36100,-242.23059133469,0
36100,-172.80025925821107,1
36200,-202.85081336051113,0
36400,-253.95198183386802,1
36800,-171.03563142856632,0
37500,-217.34687230614827,1
37500,-7.819459273673158,1
38900,-314.5874869426524,0
39600,-167.31423488495025,1
42800,-162.8033816123989,0
43400,-341.7611977387477,1
43600,-248.6185788107603,0
43700,16.12437676657968,1
52500,122.08343486613761,0
52600,-96.18328739997476,0
55800,-19.269074132839553,1
56300,17.283634424681168,0
56400,162.51030253045946,0
58000,6.914375334749516,1
59200,164.74900277491838,1
61700,-106.7014793159531,0
61900,205.65893471292733,1
62700,46.986147674836374,0
64200,242.0575717095539,1
65300,15.10160845722141,1
65500,240.33677248838387,1
65600,107.1133546321311,0
66200,-9.413104858751032,0
66700,157.8637004004649,1
66900,52.26799615135958,1
69100,282.11424340766996,0
70300,283.0320662953322,1
70400,296.4918878047015,1
70500,117.99220615227937,1
74100,325.8456902982892,1
74500,151.91798359977648,0
75900,56.800966456238505,1
76000,89.61372931442376,1
76700,87.8148429795117,1
77800,255.46938921590535,1
81800,65.25186058315171,1
84100,69.66452792737469,1
85300,204.61367123264068,0
