epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,46.61,7.0,524,266,4000,0.3,,,
2,7900,,,,,,,,,,65.83,9.3,405,201,8000,0.7,,,
3,11900,45.295519,46.704039,-3.107050,2.8919,2.7655,31.7982,32.7518,0.2740,0.0145,50.56,7.7,580,285,12000,1.6,,,
4,15900,21.631774,25.699007,-5.478695,5.2736,5.0160,31.8768,35.7206,0.1274,0.0169,24.83,4.9,810,426,16000,2.3,,,
5,19900,,,,,,,,,,22.76,4.7,839,413,20000,2.5,,,
6,23900,7.567022,8.400833,-7.028692,6.5753,6.3962,11.2119,15.4799,0.0433,0.0055,22.61,4.7,866,434,24000,3.2,,,
7,27900,5.882073,5.882079,-7.298780,6.9815,6.9868,6.2988,6.5690,0.0119,0.0038,22.71,4.7,852,440,28000,3.9,,,
8,31900,5.573435,5.583387,-7.378531,7.2377,7.2313,8.5272,9.1551,0.0034,0.0163,22.48,4.7,862,430,32000,4.6,,,
9,35900,5.589135,5.640524,-7.562073,7.5253,7.5161,6.4366,6.7611,0.0013,0.0069,21.92,4.6,865,446,36000,5.3,,,
10,39900,,,,,,,,,,22.18,4.6,866,432,40000,5.6,,,
11,43900,5.858032,5.921684,-7.822790,7.8349,7.8301,7.7608,8.0599,0.0007,0.0048,22.04,4.6,874,432,44000,6.3,,,
12,47900,6.229601,6.321662,-8.177117,8.1490,8.1459,8.9065,9.4740,0.0010,0.0000,21.97,4.6,861,426,48000,7.0,,,
13,51900,6.347457,6.453765,-8.539783,8.5708,8.5674,9.1551,10.3425,0.0008,0.0000,22.27,4.6,867,415,52000,7.7,,,
14,55900,6.699710,6.826687,-8.907795,8.9489,8.9468,11.3727,12.1428,0.0005,0.0000,22.29,4.6,863,423,56000,8.4,,,
15,59900,,,,,,,,,,22.21,4.6,865,434,60000,8.6,,,
16,63900,7.217852,7.360385,-9.301020,9.3584,9.3572,14.4445,14.7770,0.0006,0.0000,22.17,4.6,858,420,64000,9.4,,,
17,67900,7.728707,7.911341,-9.614277,9.7082,9.7067,11.0233,12.3488,0.0002,0.0000,22.17,4.6,873,446,68000,10.0,,,
18,71900,8.335566,8.541480,-9.970955,10.0751,10.0723,17.4502,18.4654,0.0006,0.0000,22.22,4.6,861,420,72000,10.8,,,
19,75900,9.117178,9.338828,-10.312857,10.4098,10.4097,16.4428,17.0060,0.0016,0.0000,22.10,4.6,869,412,76000,11.5,,,
20,79900,,,,,,,,,,22.04,4.6,865,473,80000,11.8,,,
21,83900,9.667524,9.919220,-10.561747,10.7540,10.7544,21.7354,23.2269,0.0027,0.0000,21.91,4.6,870,419,84000,12.5,,,
22,87900,10.569277,10.867983,-10.888881,11.0832,11.0812,18.9761,20.6874,0.0053,0.0000,22.11,4.6,868,432,88000,13.2,,,
23,91900,11.360331,11.659046,-11.175906,11.3930,11.3929,16.5134,17.2367,0.0118,0.0000,21.95,4.6,876,439,92000,14.0,,,
24,95900,12.152285,12.499660,-11.492608,11.7112,11.7121,14.5022,15.5106,0.0444,0.0000,22.44,4.7,850,425,96000,14.7,,,
25,99900,,,,,,,,,,22.42,4.7,865,431,100000,14.9,,,
26,103900,13.096042,13.489948,-11.973707,12.0270,12.0284,22.6443,24.2920,0.7770,0.0000,66.38,9.3,395,193,104000,15.6,,,
27,107900,14.077742,14.516755,-15.750153,12.5075,12.5069,23.9193,25.7747,5.4185,0.0000,56.05,8.2,513,238,108000,16.4,,,
28,111900,15.813549,16.263857,-17.167930,13.0706,13.0760,31.7945,34.4836,0.5053,0.0000,46.62,7.2,541,263,112000,17.1,,,
29,115900,17.256945,17.740570,-17.679238,13.5431,13.5405,20.9473,19.9889,0.1244,0.0000,48.17,7.4,544,274,116000,17.8,,,
30,119900,,,,,,,,,,48.36,7.4,536,264,120000,18.0,,,
31,123900,18.977585,19.543842,-18.255798,14.0810,14.0829,23.0077,24.1851,0.0689,0.0000,50.31,7.6,521,255,124000,18.8,,,
32,127900,21.190068,21.811608,-18.915580,14.8983,14.8931,25.2604,25.9201,0.0479,0.0000,50.96,7.7,514,243,128000,19.5,,,
33,131900,23.747055,24.409523,-19.693836,16.4363,16.4397,33.6718,34.2669,0.1986,0.0000,55.27,8.2,493,233,132000,20.2,,,
34,135900,26.044097,26.828425,-20.554564,17.3592,17.3546,45.2811,46.8229,0.7469,0.0000,62.34,8.9,428,227,136000,20.9,,,
35,139900,,,,,,,,,,100.04,12.9,301,153,140000,21.2,,,
36,143900,27.368577,28.277296,-21.462133,18.2399,18.2421,34.9014,36.8970,0.3899,0.0000,106.14,13.6,297,143,144000,21.9,,,
37,147900,29.282813,30.277081,-22.371821,19.0179,19.0136,32.6082,33.5179,0.2017,0.0000,106.91,13.7,289,150,148000,22.6,,,
38,151900,31.471015,32.572010,-23.322659,19.8364,19.8351,35.5586,36.8011,0.1908,0.0000,105.68,13.6,295,145,152000,23.3,,,
39,155900,33.350286,34.457390,-24.130130,20.6466,20.6481,56.9065,57.0260,0.1421,0.0000,97.98,12.7,308,158,156000,24.7,0.801200,0.643604,0.078798
40,159900,,,,,,,,,,100.24,13.0,321,160,160000,24.9,,,
41,163900,34.935015,36.231527,-24.949743,21.4601,21.4645,51.4857,59.0052,0.1242,0.0000,97.75,12.7,314,155,164000,26.3,0.640198,0.529152,0.055523
42,167900,36.999303,38.295798,-25.602059,22.0942,22.0908,54.2800,54.8781,0.1468,0.0000,97.94,12.7,311,159,168000,27.7,0.491639,0.408194,0.041722
43,171900,38.839967,40.230661,-26.504365,23.0233,23.0213,54.5794,53.8349,0.1149,0.0000,95.86,12.5,325,158,172000,29.1,0.383685,0.326070,0.028807
44,175900,40.187078,41.718500,-27.318644,23.6733,23.6752,57.8626,63.4952,0.1156,0.0000,100.82,13.0,307,161,176000,30.4,0.505343,0.432832,0.036256
45,179900,,,,,,,,,,101.06,13.0,302,139,180000,30.7,,,
46,183900,42.171220,43.724154,-28.158241,24.5658,24.5668,57.9770,56.8709,0.1838,0.0000,97.64,12.7,311,127,184000,32.0,0.506210,0.435051,0.035580
47,187900,44.382085,45.942167,-29.154204,25.3650,25.3684,59.9172,58.3182,0.1340,0.0000,103.41,13.3,299,158,188000,33.4,0.522496,0.448169,0.037164
48,191900,45.606861,47.218369,-29.969692,26.2249,26.2259,52.2029,53.3557,0.1407,0.0000,106.28,13.6,293,137,192000,34.8,0.535897,0.461140,0.037379
49,195900,47.370740,49.099168,-30.796461,26.9713,26.9745,67.1353,69.2213,0.1925,0.0000,109.56,14.0,285,146,196000,36.2,0.569933,0.488049,0.040942
50,199900,,,,,,,,,,105.99,13.6,300,150,200000,36.4,,,
51,203900,49.178192,50.989853,-31.767983,27.9788,27.9784,71.1905,72.3037,0.1476,0.0000,115.53,14.6,270,150,204000,37.9,0.558869,0.479125,0.039872
52,207900,50.726611,52.543398,-32.548361,28.6816,28.6830,87.7958,95.7392,0.1325,0.0000,115.69,14.6,277,135,208000,39.3,0.576994,0.492675,0.042159
53,211900,53.227053,55.049541,-33.566784,29.5435,29.5469,81.6666,84.1523,0.1742,0.0000,115.78,14.6,271,134,212000,40.7,0.558421,0.476579,0.040921
54,215900,56.339061,58.242828,-34.127956,30.1985,30.2098,98.0799,97.0623,0.2066,0.0000,112.89,14.3,280,154,216000,41.9,0.542355,0.464043,0.039156
55,219900,,,,,,,,,,112.46,14.2,277,132,220000,42.2,,,
56,223900,57.716229,59.822598,-35.420187,31.2839,31.2872,103.4317,116.4798,0.1758,0.0000,120.26,15.1,259,126,224000,43.5,0.496240,0.425236,0.035502
57,227900,58.940405,60.840501,-36.108926,31.9874,31.9876,88.1708,88.8583,0.2160,0.0000,119.46,15.0,279,132,228000,45.0,0.561042,0.480971,0.040036
58,231900,62.801137,64.996161,-37.085704,32.9274,32.9334,109.4108,109.7225,0.2596,0.0000,115.92,14.6,274,145,232000,46.3,0.564076,0.482885,0.040596
59,235900,63.992030,66.150746,-38.034017,33.6668,33.6693,98.9136,102.5288,0.3210,0.0000,117.98,14.8,258,125,236000,47.6,0.535068,0.458460,0.038304
60,239900,,,,,,,,,,122.91,15.4,262,132,240000,47.9,,,
61,243900,65.968060,68.467505,-38.895227,34.6259,34.6349,106.0745,111.8703,0.3197,0.0000,124.69,15.6,256,118,244000,49.3,0.521228,0.446132,0.037548
62,247900,67.985199,70.373941,-39.795651,35.3851,35.3805,107.8366,107.9362,0.4029,0.0000,126.08,15.7,256,133,248000,50.7,0.505491,0.434409,0.035541
63,251900,71.274798,73.644006,-40.768602,36.2820,36.2824,117.0371,120.2530,0.2773,0.0000,131.67,16.3,235,116,252000,52.0,0.472187,0.405752,0.033217
64,255900,73.809479,76.528439,-41.384204,36.9519,36.9599,150.5517,156.5734,0.4830,0.0000,137.41,16.9,235,116,256000,53.4,0.507063,0.436077,0.035493
65,259900,,,,,,,,,,139.16,17.1,244,147,260000,53.7,,,
66,263900,75.697388,78.561128,-42.432009,37.9679,37.9609,125.8581,130.4358,0.4310,0.0000,139.28,17.1,228,105,264000,55.0,0.582988,0.501677,0.040656
67,267900,76.998957,79.613469,-43.372164,38.8032,38.8112,130.9678,138.1564,0.3950,0.0000,142.20,17.5,220,115,268000,56.4,0.559494,0.481378,0.039058
68,271900,80.195809,83.038064,-44.192414,39.5878,39.5932,139.0945,153.0752,0.8643,0.0000,143.03,17.6,237,132,272000,57.8,0.566831,0.486781,0.040025
69,275900,83.781021,86.379756,-45.093304,40.2687,40.2657,139.4271,141.3867,0.7160,0.0000,134.51,16.6,243,120,276000,59.2,0.564412,0.485122,0.039645
70,279900,,,,,,,,,,145.85,17.9,219,107,280000,59.5,,,
71,283900,85.831673,88.821749,-45.753449,40.9819,40.9852,157.6463,162.0715,0.6996,0.0000,147.74,18.1,215,117,284000,60.9,0.599618,0.513173,0.043223
72,287900,85.974065,88.830469,-46.867983,42.1138,42.1067,163.1442,179.0171,0.6213,0.0000,146.79,18.0,228,106,288000,62.3,0.587657,0.503188,0.042234
73,291900,90.705617,93.857537,-47.459730,42.6749,42.6669,171.8724,189.7054,0.8204,0.0000,139.73,17.2,227,118,292000,63.7,0.567079,0.486149,0.040465
74,295900,90.622023,93.799441,-48.083306,43.3227,43.3206,162.0260,184.9052,0.5565,0.0000,167.50,20.2,192,104,296000,65.1,0.595648,0.510266,0.042691
75,299900,,,,,,,,,,179.47,21.5,191,83,300000,65.4,,,
76,303900,93.212879,96.013557,-48.851157,44.1989,44.2130,167.2445,171.2154,0.6316,0.0000,172.49,20.8,186,98,304000,66.7,0.591214,0.506137,0.042539
77,307900,100.099363,102.778108,-49.728027,44.8855,44.8731,212.8153,220.4086,0.7199,0.0000,181.61,21.7,182,91,308000,68.1,0.585359,0.501142,0.042108
78,311900,99.262437,102.018064,-50.677258,45.6564,45.6565,233.9799,242.3341,0.6659,0.0000,178.26,21.4,195,103,312000,69.5,0.616288,0.527132,0.044578
79,315900,102.505871,105.526600,-51.396993,46.4135,46.4109,221.5509,252.6551,0.5577,0.0000,177.66,21.3,179,85,316000,70.9,0.618516,0.528642,0.044937
80,319900,,,,,,,,,,191.91,22.8,182,89,320000,71.2,,,
81,323900,101.729313,104.385855,-52.165053,47.0981,47.0965,190.1027,203.3356,0.6041,0.0000,190.73,22.7,171,98,324000,72.5,0.612832,0.523908,0.044462
82,327900,106.046932,108.694858,-52.720777,47.7038,47.7219,196.5995,203.3449,0.7140,0.0000,190.72,22.7,175,81,328000,74.0,0.634421,0.542343,0.046039
83,331900,108.185934,110.674761,-53.604998,48.5224,48.5113,182.8996,191.5029,0.8009,0.0000,189.31,22.6,181,81,332000,75.4,0.627447,0.537006,0.045220
84,335900,109.674437,112.133219,-54.574580,49.3444,49.3591,202.8912,212.1131,1.0461,0.0000,195.27,23.2,170,75,336000,76.8,0.626230,0.534885,0.045673
85,339900,,,,,,,,,,205.89,24.4,163,76,340000,77.1,,,
86,343900,110.027226,113.050964,-55.031774,49.9905,49.9743,215.5093,225.4542,0.8872,0.0000,198.23,23.5,168,72,344000,78.4,0.637245,0.544450,0.046397
87,347900,112.999320,115.552478,-56.267950,51.0356,51.0421,227.7223,228.8875,0.7268,0.0000,196.08,23.3,166,76,348000,79.8,0.615222,0.526564,0.044329
88,351900,116.891480,119.008308,-56.595511,51.4862,51.4923,221.3664,216.7834,0.5410,0.0000,214.18,25.2,156,80,352000,81.2,0.600003,0.513102,0.043450
89,355900,119.367825,121.740252,-57.417592,52.2865,52.2828,257.7019,272.7155,0.7554,0.0000,234.00,27.4,153,71,356000,82.6,0.613630,0.524439,0.044596
90,359900,,,,,,,,,,230.74,27.0,137,53,360000,82.9,,,
91,363900,121.538341,124.103758,-58.334984,52.9664,52.9808,252.0056,251.3183,0.7121,0.0000,222.63,26.1,160,75,364000,84.3,0.601978,0.514531,0.043724
92,367900,119.792907,122.130617,-59.186968,53.6982,53.6967,260.0080,269.9520,0.9363,0.0000,225.02,26.4,153,75,368000,85.7,0.604907,0.518371,0.043268
93,371900,122.018444,124.466636,-59.936940,54.5461,54.5428,242.2395,251.6740,1.0874,0.0000,219.37,25.8,153,75,372000,87.1,0.604088,0.517078,0.043505
94,375900,126.233256,128.914236,-60.467837,55.0569,55.0588,225.3637,235.7248,1.0426,0.0000,237.91,27.8,145,62,376000,88.4,0.611791,0.524171,0.043810
95,379900,,,,,,,,,,228.79,26.8,151,81,380000,88.7,,,
96,383900,127.138803,129.626969,-61.358667,55.9128,55.9219,223.1747,236.1290,1.1248,0.0000,227.85,26.7,150,79,384000,90.1,0.617816,0.528715,0.044551
97,387900,132.219889,135.155866,-62.103805,56.5551,56.5472,283.8940,315.9409,0.9215,0.0000,227.11,26.6,144,67,388000,91.4,0.627198,0.536771,0.045213
98,391900,130.356525,133.386967,-63.000531,57.4307,57.4307,262.8039,278.5050,0.7281,0.0000,239.70,28.0,139,68,392000,92.9,0.626528,0.535515,0.045506
99,395900,134.296961,137.022873,-63.786861,58.1902,58.1945,296.4048,315.0718,0.9751,0.0000,246.27,28.7,144,69,396000,94.3,0.615410,0.527270,0.044070
100,399900,,,,,,,,,,239.09,27.9,145,68,400000,94.5,,,
101,403900,133.958463,136.999411,-64.575118,59.0114,59.0143,324.1215,333.1654,1.0710,0.0000,236.38,27.6,143,72,404000,95.9,0.596578,0.510810,0.042884
102,407900,138.273558,141.420827,-65.016566,59.4950,59.5105,276.4394,302.4425,0.6288,0.0000,258.78,30.0,130,71,408000,97.3,0.647523,0.553374,0.047075
103,411900,141.593366,144.598095,-65.569495,60.1174,60.1143,308.6545,336.2604,0.8539,0.0000,259.99,30.2,133,70,412000,98.8,0.605212,0.517880,0.043666
104,415900,141.537734,144.708030,-66.480971,61.0223,61.0123,338.0240,355.6968,1.0351,0.0000,263.56,30.6,130,72,416000,100.2,0.615119,0.526137,0.044491
105,419900,,,,,,,,,,259.65,30.1,134,59,420000,100.5,,,
106,423900,143.513241,146.243255,-67.049261,61.4250,61.4234,337.9857,344.0556,0.7928,0.0000,260.53,30.2,138,66,424000,101.8,0.613497,0.525374,0.044062
107,427900,146.013751,148.798667,-67.969034,62.3697,62.3922,346.9543,362.5055,0.9479,0.0000,247.27,28.8,123,60,428000,103.2,0.594123,0.509144,0.042489
108,431900,146.132421,148.815124,-68.898576,63.2029,63.1895,352.3139,354.0023,0.7605,0.0000,269.05,31.2,133,65,432000,104.6,0.611740,0.523990,0.043875
109,435900,146.151611,149.158222,-69.329555,63.9106,63.9133,353.3820,377.5722,0.8657,0.0000,270.29,31.3,124,64,436000,106.0,0.610384,0.522642,0.043871
110,439900,,,,,,,,,,263.28,30.5,137,56,440000,106.3,,,
111,443900,152.110821,155.444463,-70.088164,64.4482,64.4624,350.4526,366.2226,1.0399,0.0000,261.39,30.3,132,62,444000,107.7,0.619234,0.530277,0.044478
112,447900,151.539693,154.849427,-70.644714,64.9730,64.9629,355.2563,374.8210,1.0945,0.0000,275.76,31.9,125,60,448000,109.1,0.621205,0.531872,0.044666
113,451900,153.673145,156.733617,-71.298563,65.5598,65.5730,358.5476,383.1705,0.9498,0.0000,264.72,30.7,117,53,452000,110.5,0.611156,0.523652,0.043752
114,455900,156.138168,159.893887,-72.271287,66.6036,66.6007,379.1335,411.6197,0.9955,0.0000,285.13,32.9,132,72,456000,112.0,0.610017,0.521922,0.044047
115,459900,,,,,,,,,,279.90,32.3,125,61,460000,112.2,,,
116,463900,155.868310,159.134729,-72.839901,67.0501,67.0426,367.0889,379.0863,0.8154,0.0000,260.85,30.3,136,74,464000,113.6,0.610240,0.522558,0.043841
117,467900,158.109034,161.410505,-73.636075,67.9459,67.9492,417.9497,433.7019,0.9055,0.0000,257.25,29.9,131,63,468000,115.0,0.603374,0.516693,0.043341
118,471900,161.471721,164.662604,-74.066476,68.1941,68.2009,374.3151,403.7525,1.3831,0.0000,271.79,31.4,126,53,472000,116.4,0.617330,0.528730,0.044300
119,475900,164.734745,168.239375,-74.509829,68.9320,68.9097,376.8655,391.1054,1.5031,0.0000,260.82,30.3,126,62,476000,117.8,0.608599,0.521231,0.043684
120,479900,,,,,,,,,,271.63,31.4,133,65,480000,118.0,,,
121,483900,163.020266,166.871841,-75.206830,69.6897,69.7121,427.7316,445.6667,1.0918,0.0000,269.61,31.2,135,63,484000,119.4,0.605684,0.518938,0.043373
122,487900,169.840319,173.342631,-76.060570,70.3231,70.3213,457.3377,511.7068,1.0675,0.0000,253.47,29.5,130,65,488000,120.8,0.590011,0.505541,0.042235
123,491900,169.147267,173.049310,-76.566036,71.0000,70.9928,410.8993,420.2405,0.7803,0.0000,278.68,32.2,128,60,492000,122.2,0.620587,0.531457,0.044565
124,495900,167.869539,170.753123,-76.987565,71.5054,71.5109,401.6310,403.4208,1.3027,0.0000,268.61,31.1,127,66,496000,123.7,0.587824,0.504339,0.041742
125,499900,,,,,,,,,,264.89,30.7,126,64,500000,123.9,,,
126,503900,173.732473,177.257127,-78.111171,72.3647,72.3353,542.8553,597.2173,1.2437,0.0000,271.83,31.4,136,79,504000,125.4,0.595965,0.510490,0.042737
127,507900,174.552958,177.431133,-78.365801,72.8178,72.8302,436.6087,460.2671,1.1668,0.0000,274.80,31.8,118,68,508000,126.7,0.598766,0.513148,0.042809
128,511900,180.564601,184.366245,-79.068084,73.5247,73.5281,455.3720,487.7023,0.9228,0.0000,268.12,31.0,133,67,512000,128.1,0.617999,0.529709,0.044145
129,515900,186.340332,189.879559,-79.267515,73.7448,73.7428,558.2749,590.3522,1.5401,0.0000,259.42,30.1,124,65,516000,129.6,0.619839,0.530401,0.044719
130,519900,,,,,,,,,,278.18,32.1,126,55,520000,129.8,,,
131,523900,175.260061,178.649309,-80.578263,74.9767,74.9576,506.9992,545.3285,1.4677,0.0000,282.62,32.6,124,59,524000,131.2,0.617718,0.528829,0.044444
132,527900,179.014680,182.094388,-81.225809,75.4119,75.4179,511.5836,544.3804,1.1824,0.0000,269.22,31.1,132,57,528000,132.6,0.614267,0.526407,0.043930
133,531900,185.076961,188.946007,-81.147817,75.4783,75.4832,511.2728,553.4799,0.9687,0.0000,267.96,31.0,128,63,532000,134.1,0.588579,0.504363,0.042108
134,535900,187.396494,191.696948,-82.288129,76.5314,76.5132,539.8753,595.6528,1.1173,0.0000,267.62,30.9,131,55,536000,135.5,0.591127,0.506229,0.042449
135,539900,,,,,,,,,,273.84,31.6,126,68,540000,135.8,,,
