episode_id,length,total_reward,has_disturbance,mean_alpha_target
0,43,-14.747963905334473,0,0.9000000953674316
1,268,-187.10841369628906,0,0.8999999761581421
2,302,-189.5139617919922,0,0.9000000357627869
3,62,15.83597469329834,0,0.9000001549720764
4,69,-40.60958480834961,0,0.9000001549720764
5,31,-3.380702018737793,0,0.8999998569488525
6,30,-18.44181251525879,0,0.8999998569488525
7,56,-36.22287368774414,0,0.9000000357627869
8,23,1.857871413230896,0,0.8999998569488525
9,192,-29.9697265625,0,0.8999999165534973
10,158,-81.46354675292969,0,0.9000000953674316
11,56,2.0745291709899902,0,0.9000000357627869
12,27,8.985548973083496,0,0.8999999165534973
13,183,-116.58065795898438,0,0.9000000953674316
14,1001,-343.20623779296875,1,0.10000001639127731
15,73,-44.248268127441406,1,0.10000000894069672
16,85,-16.678327560424805,1,0.10000003129243851
17,216,-112.74984741210938,0,0.8999999165534973
18,261,-99.6511459350586,0,0.8999999761581421
19,87,-52.90293884277344,0,0.9000000953674316
20,143,-53.04209518432617,0,0.9000000953674316
21,48,-49.28908920288086,0,0.9000000357627869
22,1001,-320.46221923828125,0,0.8999999165534973
23,1001,-49.94889831542969,0,0.8999999165534973
24,849,351.694580078125,0,0.8999999761581421
25,1001,219.31082153320312,1,0.10000001639127731
26,1001,190.10916137695312,0,0.8999999165534973
27,228,-5.210578918457031,0,0.8999999165534973
28,147,32.14142608642578,1,0.10000000149011612
29,96,-9.113723754882812,0,0.8999999165534973
30,1001,-25.57324981689453,0,0.8999999165534973
31,48,26.314220428466797,0,0.9000000357627869
32,1001,-39.678077697753906,0,0.8999999165534973
33,102,-13.451228141784668,0,0.9000000357627869
34,78,0.37590324878692627,0,0.9000001549720764
35,31,0.2517814040184021,0,0.8999998569488525
36,1001,-17.271255493164062,0,0.8999999165534973
37,1001,-67.76737976074219,0,0.8999999165534973
38,120,2.9795355796813965,0,0.8999998569488525
39,14,0.8845598697662354,0,0.8999997973442078
40,1001,8.002479553222656,0,0.8999999165534973
41,339,-41.69422912597656,0,0.8999999165534973
42,84,-2.133934497833252,0,0.9000000953674316
43,1001,213.36856079101562,0,0.8999999165534973
44,89,16.47633171081543,0,0.8999999761581421
45,1001,167.6124725341797,0,0.8999999165534973
46,1001,183.94700622558594,0,0.8999999165534973
47,23,3.1370468139648438,0,0.8999998569488525
48,69,0.1967400312423706,0,0.9000001549720764
49,216,15.281986236572266,0,0.8999999165534973
50,237,-100.10734558105469,1,0.10000001639127731
51,617,7.362609386444092,1,0.10000000894069672
52,178,-4.753717422485352,0,0.8999999761581421
53,73,18.563648223876953,0,0.9000000357627869
54,114,14.962043762207031,1,0.10000002384185791
