epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,0,4000,0.3
2,7900,,,,,,,,0,8000,0.8
3,11900,176.510351,-55.359653,55.1703,315.3062,0.0004,,,0,12000,2.7
4,15900,898.588609,-158.717561,158.1088,459.5629,0.0029,,,0,16000,4.5
5,19900,,,,,,,,0,20000,5.1
6,23900,888.490462,-281.354683,279.3491,767.2545,0.0284,,,0,24000,7.1
7,27900,994.048562,-402.408165,398.2174,1540.4703,0.1246,,,0,28000,9.3
8,31900,973.429022,-522.040582,516.4622,2217.1356,0.1935,,,0,32000,11.3
9,35900,985.867021,-641.934224,636.0023,2744.5739,0.3039,,,0,36000,13.3
10,39900,,,,,,,,0,40000,14.0
11,43900,954.919182,-759.060333,753.1797,3116.0129,0.3896,,,0,44000,16.2
12,47900,948.353904,-868.785406,863.1560,4093.2051,0.4255,,,0,48000,18.1
13,51900,937.653556,-973.082937,967.8634,5004.8628,0.6613,,,0,52000,20.1
14,55900,953.193525,-1074.354149,1069.5623,7231.5249,0.8012,,,0,56000,22.4
15,59900,,,,,,,,0,60000,23.0
16,63900,988.395870,-1172.426660,1168.0239,8723.4555,1.0164,,,0,64000,25.2
17,67900,1015.461712,-1267.480388,1263.3362,10652.1822,1.2061,,,0,68000,27.5
18,71900,1055.998827,-1361.550271,1357.6378,14323.0038,1.3914,,,0,72000,29.9
19,75900,1399.249917,-1455.131894,1451.1692,22408.4702,1.6863,,,0,76000,31.9
20,79900,,,,,,,,0,80000,32.5
21,83900,1429.018878,-1548.335010,1544.0444,28354.4938,1.9746,,,0,84000,34.7
22,87900,1433.095445,-1639.825713,1635.1999,29748.0436,2.3211,,,0,88000,36.9
23,91900,1478.852784,-1731.156505,1726.2874,34489.1282,2.7958,,,0,92000,38.8
24,95900,1502.401332,-1822.244271,1817.2260,40663.2010,3.1400,,,0,96000,40.8
25,99900,,,,,,57957.93,1000.0,100,100000,41.4
26,103900,5001.087161,-1908.055513,1902.9688,50965.8596,3.2790,,,0,104000,43.3
27,107900,5279.994734,-2011.505786,2006.5799,56265.5706,3.5708,,,0,108000,45.4
28,111900,5371.524972,-2116.303403,2111.3630,55244.3211,4.1083,,,0,112000,47.5
29,115900,5415.030914,-2221.899357,2216.9499,61895.3074,4.5516,,,0,116000,49.8
30,119900,,,,,,,,0,120000,50.4
31,123900,6144.565135,-2327.782754,2322.8034,69237.1563,4.5791,,,0,124000,52.5
32,127900,6342.654695,-2428.378766,2423.3549,77290.6496,5.0665,,,0,128000,54.8
33,131900,7405.823266,-2527.673704,2522.5272,82400.6305,5.4086,,,0,132000,56.7
34,135900,7403.582630,-2627.170881,2621.7199,81495.2838,5.9079,,,0,136000,58.9
35,139900,,,,,,,,0,140000,59.5
36,143900,7741.762735,-2727.662764,2721.8794,94393.8517,6.2676,,,0,144000,61.9
37,147900,8118.368746,-2830.165489,2824.1937,96369.6573,6.4517,,,0,148000,64.1
38,151900,7947.521928,-2932.369013,2926.2426,98406.3846,6.2257,,,0,152000,66.4
39,155900,8465.833942,-3037.557490,3031.1155,101481.1578,6.5267,,,0,156000,68.7
40,159900,,,,,,,,0,160000,69.4
41,163900,8350.164345,-3141.449965,3134.8204,106662.2195,6.7732,,,0,164000,71.8
42,167900,9358.022240,-3242.726058,3236.0919,112351.3832,7.4028,,,0,168000,74.2
43,171900,8529.808556,-3343.281056,3336.5546,117583.8802,7.3148,,,0,172000,76.6
44,175900,8879.186305,-3443.099537,3436.2657,121980.3466,7.1798,,,0,176000,79.0
45,179900,,,,,,,,0,180000,79.6
46,183900,9440.222574,-3542.549676,3535.5230,129138.5700,6.9632,,,0,184000,81.9
47,187900,9727.533799,-3639.275859,3632.2082,139864.2993,6.6852,,,0,188000,84.2
48,191900,10332.159414,-3734.669948,3727.4838,139563.7518,7.2224,,,0,192000,86.4
49,195900,9684.225011,-3832.580609,3825.2836,143738.2858,7.5245,,,0,196000,88.6
50,199900,,,,,,,,0,200000,89.3
51,203900,18920.197411,-3924.547129,3917.1558,144296.2261,7.5413,86580.33,1001.0,100,204000,91.5
52,207900,19535.853204,-4014.123624,4006.6436,151855.0079,7.8208,,,0,208000,93.7
53,211900,21077.433343,-4098.148257,4090.5497,164678.7698,7.0582,,,0,212000,96.0
54,215900,20785.944409,-4185.344168,4177.6255,163179.7037,6.9257,,,0,216000,98.2
55,219900,,,,,,,,0,220000,98.9
56,223900,20908.308415,-4271.491648,4263.9573,162994.4931,7.4785,,,0,224000,101.2
57,227900,20921.689378,-4354.037635,4346.5428,164485.7096,6.7704,,,0,228000,103.6
58,231900,20887.431774,-4434.321179,4426.7323,174270.5827,6.7517,,,0,232000,105.8
59,235900,21122.069829,-4514.484564,4506.9186,158690.1718,6.8164,,,0,236000,108.0
60,239900,,,,,,,,0,240000,108.7
61,243900,21904.650101,-4592.623100,4585.1767,166476.4050,6.6676,,,0,244000,110.9
62,247900,19652.793646,-4672.457473,4664.9924,195278.3637,7.1691,,,0,248000,113.2
63,251900,23547.898255,-4745.423773,4737.8869,172946.2967,7.1888,,,0,252000,115.5
64,255900,21851.715376,-4822.549594,4815.1676,168248.5907,7.0038,,,0,256000,117.8
65,259900,,,,,,,,0,260000,118.4
66,263900,22218.563348,-4892.663250,4885.1061,180797.6317,6.8244,,,0,264000,121.3
67,267900,22302.412276,-4963.314940,4955.6242,186338.5727,6.8526,,,0,268000,123.7
68,271900,22753.417676,-5037.685943,5030.0183,178363.2831,6.8107,,,0,272000,126.4
69,275900,23194.607655,-5105.919463,5098.1952,191226.1487,6.8527,,,0,276000,128.7
70,279900,,,,,,,,0,280000,129.4
71,283900,22480.881070,-5176.401282,5168.7306,188343.8407,7.0940,,,0,284000,131.6
72,287900,22349.309809,-5247.053890,5239.6688,196505.9405,7.2855,,,0,288000,133.9
73,291900,22113.345711,-5311.048520,5303.5889,179945.8086,7.4452,,,0,292000,136.2
74,295900,22610.468164,-5379.526214,5371.8396,193340.8308,7.6024,,,0,296000,138.6
75,299900,,,,,,,,0,300000,139.2
76,303900,24367.673038,-5446.645194,5438.8185,196070.6620,7.1242,84564.35,1001.0,100,304000,141.5
77,307900,33237.692182,-5508.963952,5501.3901,200681.9259,7.8808,,,0,308000,143.8
78,311900,34626.631608,-5570.184525,5562.6353,206101.3216,7.8274,,,0,312000,146.1
79,315900,35338.962614,-5631.367151,5623.8214,220162.6972,7.4057,,,0,316000,148.4
80,319900,,,,,,,,0,320000,149.1
81,323900,34951.231251,-5695.465150,5687.9342,198897.8365,8.0235,,,0,324000,151.5
82,327900,35132.856090,-5751.956667,5744.4599,220379.2306,7.8201,,,0,328000,153.8
83,331900,36391.095835,-5811.915449,5804.4985,214945.3204,8.5826,,,0,332000,156.1
84,335900,35769.223473,-5873.078024,5865.8434,202171.0603,8.2484,,,0,336000,158.3
85,339900,,,,,,,,0,340000,159.0
86,343900,36420.093245,-5929.315031,5922.0254,221020.7446,8.6655,,,0,344000,161.3
87,347900,34862.947870,-5987.297254,5979.9265,201606.3223,8.4233,,,0,348000,163.7
88,351900,35126.593563,-6045.561774,6038.2126,215908.6018,8.5197,,,0,352000,166.0
89,355900,38118.743975,-6099.533609,6092.0640,203921.9178,7.9079,,,0,356000,168.7
90,359900,,,,,,,,0,360000,169.4
91,363900,33133.687250,-6158.018046,6150.7461,204384.8585,8.4185,,,0,364000,171.8
92,367900,36196.837418,-6211.788444,6204.4522,209176.2562,8.4090,,,0,368000,174.1
93,371900,36566.921167,-6264.998300,6257.9553,208060.7038,8.3642,,,0,372000,176.6
94,375900,37406.798145,-6318.724203,6311.5644,208292.6576,8.4427,,,0,376000,178.9
95,379900,,,,,,,,0,380000,179.6
96,383900,36564.805019,-6367.674545,6360.4619,219282.4923,8.4444,,,0,384000,181.7
97,387900,37185.766034,-6415.996736,6408.7883,215187.9947,8.7279,,,0,388000,184.1
98,391900,34986.660040,-6466.857281,6459.7471,207052.1688,8.4188,,,0,392000,186.7
99,395900,38688.311746,-6514.082990,6506.9784,223466.5271,8.5233,,,0,396000,189.1
100,399900,,,,,,,,0,400000,189.7
1,3999,,,,,,32964.57,1000.7,3,4000,2.4
1,3900,,,,,,,,,,,0,4000,0.3
2,7900,,,,,,,,,,,0,8000,0.8
3,11900,1766.483884,1574.336385,-36.732668,34.9921,37.6708,3248.2548,3045.4680,0.1069,,,0,12000,1.6
4,15900,651.478780,602.832479,-69.979896,69.5947,69.8397,1137.7903,1293.4400,0.1191,,,0,16000,2.2
5,19900,,,,,,,,,,,0,20000,2.8
6,23900,478.257621,447.233470,-80.419894,80.3436,80.6959,1839.7005,1776.6993,0.0147,,,0,24000,3.6
7,27900,270.928903,253.069305,-89.091214,88.5523,88.7790,841.2544,801.4322,0.1024,,,0,28000,4.3
8,31900,214.810275,206.433317,-96.779077,96.2282,96.3237,722.2587,763.3783,0.0004,,,0,32000,5.0
9,35900,168.263313,164.331290,-103.572911,103.0039,103.0447,800.3679,824.6516,0.0003,,,0,36000,5.7
10,39900,,,,,,,,,,,0,40000,6.3
11,43900,141.834110,140.677815,-110.020428,109.3839,109.4195,693.6453,704.1137,0.0002,,,0,44000,7.2
12,47900,122.407985,122.422079,-116.839189,116.1178,116.1458,761.3152,739.2163,0.0001,,,0,48000,7.9
