epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,-7.63,24.2,40,20,4000,0.3,,,
2,7900,,,,,,,-12.42,43.9,14,6,8000,0.6,,,
3,11900,0.426504,-1.727378,1.1958,1.5443,0.0634,0.0038,36.83,59.0,1,1,12000,2.3,,,
4,15900,0.672673,-1.826204,1.1825,2.7323,0.0470,0.0043,,,0,0,16000,3.9,,,
5,19900,,,,,,,,,0,0,20000,4.1,,,
6,23900,0.553911,-0.756340,-0.3412,3.1134,0.2908,0.0067,-244.02,185.2,32,10,24000,5.8,,,
7,27900,0.737833,-1.823643,-0.0572,4.6759,0.9494,0.0116,-254.55,203.9,7,5,28000,7.7,0.763788,0.634506,0.064641
8,31900,1.254789,-3.842000,1.6427,6.5752,1.2991,0.0143,-284.42,227.8,12,8,32000,9.5,0.535442,0.438748,0.048347
9,35900,1.199799,-4.687260,3.2927,6.7957,1.3489,0.0221,-82.49,92.5,2,0,36000,11.4,0.222044,0.186363,0.017840
10,39900,,,,,,,,,0,0,40000,11.6,,,
11,43900,1.058029,-4.384651,3.3232,6.5394,1.3061,0.0202,-309.18,291.8,6,2,44000,13.5,0.132103,0.114009,0.009047
12,47900,1.111977,-4.477473,3.4226,6.4878,0.9933,0.0197,-221.88,271.8,5,3,48000,15.4,0.092743,0.079558,0.006592
13,51900,1.088365,-4.730671,3.7322,6.5297,1.0421,0.0219,-378.69,452.8,5,3,52000,17.3,0.071002,0.060838,0.005082
14,55900,1.051182,-5.069905,4.1264,6.1029,1.0267,0.0289,-122.81,335.5,4,2,56000,19.2,0.107432,0.094739,0.006347
15,59900,,,,,,,-209.64,352.0,1,0,60000,19.4,,,
16,63900,1.018443,-5.530404,4.6034,6.2691,1.0328,0.0326,-100.43,429.0,1,0,64000,21.3,0.093092,0.078660,0.007216
17,67900,0.941277,-5.983596,5.1071,5.9648,1.1125,0.0354,-417.46,642.0,1,1,68000,23.1,0.100094,0.083753,0.008171
18,71900,0.959048,-7.499056,5.6663,6.2942,1.5753,0.0468,-63.42,396.0,4,1,72000,25.0,0.041723,0.030866,0.005428
19,75900,1.389039,-9.278263,7.7556,7.9831,1.4746,0.0527,-107.59,431.3,9,5,76000,27.0,0.201155,0.148362,0.026396
20,79900,,,,,,,33.45,105.7,3,1,80000,27.2,,,
21,83900,1.449144,-11.173394,9.7845,8.0236,1.3848,0.0565,41.08,307.0,1,0,84000,29.1,0.124663,0.091675,0.016494
22,87900,1.453880,-12.988982,11.6449,8.1808,1.3880,0.0610,-47.67,651.0,2,0,88000,30.9,0.027969,0.012077,0.007946
23,91900,1.547186,-14.729649,13.4443,8.7671,1.5091,0.0660,-98.64,360.7,3,2,92000,32.8,0.040866,0.023726,0.008570
24,95900,1.619178,-16.341508,15.1443,8.7565,1.5387,0.0717,68.57,254.5,4,1,96000,34.6,0.065345,0.045544,0.009901
25,99900,,,,,,,-314.32,959.8,24,9,100000,34.9,,,
26,103900,1.729161,-17.877788,16.7200,9.2093,1.5049,0.0768,-174.31,818.9,16,10,104000,36.8,0.267157,0.229024,0.019067
27,107900,1.969277,-19.561661,18.4636,9.9984,1.6054,0.0825,-11.76,360.2,10,6,108000,38.7,0.118906,0.089931,0.014487
28,111900,1.993933,-21.172997,20.1413,9.7470,1.5440,0.0864,113.99,326.5,6,3,112000,40.5,0.063785,0.040325,0.011730
29,115900,2.032524,-22.710013,21.7173,9.8628,1.6174,0.0917,65.41,342.0,2,1,116000,42.4,0.035326,0.014183,0.010571
30,119900,,,,,,,221.67,186.0,1,1,120000,42.6,,,
31,123900,2.094512,-24.270264,23.3085,9.9319,1.6183,0.0956,76.70,892.2,17,10,124000,44.5,0.025677,0.008327,0.008675
32,127900,2.354749,-25.865801,24.9095,10.3141,1.5943,0.1024,238.17,588.2,6,4,128000,46.4,0.144200,0.105908,0.019146
33,131900,2.504404,-27.405249,26.4910,10.9982,1.6870,0.1092,287.24,874.8,11,3,132000,48.3,0.138024,0.088916,0.024554
34,135900,2.581872,-28.974830,28.0680,11.0293,1.7232,0.1159,330.99,364.0,4,2,136000,50.2,0.133028,0.091972,0.020528
35,139900,,,,,,,176.57,219.3,3,2,140000,50.5,,,
36,143900,2.628535,-30.525621,29.6538,11.2008,1.7588,0.1243,324.93,563.8,5,2,144000,52.4,0.061268,0.025873,0.017698
37,147900,2.657004,-32.007061,31.1549,11.0755,1.7380,0.1316,355.70,577.5,8,4,148000,54.3,0.074816,0.043243,0.015787
38,151900,2.862907,-33.527229,32.6818,12.3166,1.7678,0.1374,460.23,806.8,4,3,152000,56.2,0.083169,0.053056,0.015056
39,155900,2.975672,-35.075174,34.2254,12.0782,1.7899,0.1453,344.48,438.1,8,3,156000,58.1,0.081604,0.055318,0.013143
40,159900,,,,,,,330.61,397.6,5,2,160000,58.3,,,
41,163900,3.296709,-36.547325,35.7079,13.6126,1.7774,0.1538,499.72,526.0,3,2,164000,60.3,0.066779,0.045807,0.010486
42,167900,3.353971,-38.031383,37.1970,13.7681,1.8567,0.1596,481.24,499.4,7,1,168000,62.1,0.054928,0.036664,0.009132
43,171900,3.410271,-39.472399,38.6491,14.0612,1.8256,0.1694,414.45,734.3,3,0,172000,64.0,0.069336,0.052433,0.008452
44,175900,3.548581,-40.886611,40.0716,14.5616,1.7532,0.1763,451.01,1001.0,5,5,176000,65.8,0.052751,0.037057,0.007847
45,179900,,,,,,,562.86,727.7,3,0,180000,66.1,,,
46,183900,3.660593,-42.345252,41.5331,15.1348,1.7317,0.1824,440.46,503.0,4,2,184000,67.9,0.056113,0.037884,0.009114
47,187900,3.687410,-43.746567,42.9456,14.7244,2.0182,0.1915,340.25,241.0,1,1,188000,69.8,0.050690,0.035393,0.007648
48,191900,3.756503,-45.083626,44.2798,14.9783,1.9049,0.1990,650.47,1001.0,2,1,192000,71.8,0.027242,0.017126,0.005058
49,195900,3.876589,-46.319071,45.5261,15.5517,2.0008,0.2081,432.36,1001.0,1,1,196000,73.6,0.020960,0.011432,0.004764
50,199900,,,,,,,726.27,667.0,3,2,200000,73.8,,,
51,203900,4.194847,-47.650689,46.8545,16.9060,2.0208,0.2167,657.91,892.5,19,12,204000,75.9,0.035822,0.023353,0.006235
52,207900,4.690724,-49.031560,48.2427,17.7855,2.0643,0.2255,484.56,614.6,14,7,208000,77.8,0.110618,0.092011,0.009304
53,211900,5.031098,-50.422471,49.6380,19.3520,2.1041,0.2367,646.45,625.3,9,6,212000,79.7,0.097807,0.076100,0.010854
54,215900,5.097964,-51.741553,50.9861,19.2769,2.0585,0.2482,317.53,238.7,3,1,216000,81.6,0.042213,0.028975,0.006619
55,219900,,,,,,,158.72,206.7,3,2,220000,81.8,,,
56,223900,5.111631,-53.044916,52.3067,19.5707,1.9291,0.2564,503.91,758.6,16,6,224000,83.7,0.023944,0.012390,0.005777
57,227900,5.437934,-54.300925,53.5513,20.2626,1.9306,0.2639,433.83,507.7,6,4,228000,85.6,0.067813,0.051211,0.008301
58,231900,5.647595,-55.586131,54.8435,21.1436,2.0678,0.2732,815.81,815.5,4,2,232000,87.5,0.020517,0.009963,0.005277
59,235900,5.835358,-56.858784,56.1341,21.8653,2.1465,0.2831,580.35,628.6,5,1,236000,89.4,0.037851,0.028470,0.004691
60,239900,,,,,,,337.28,460.3,6,4,240000,89.7,,,
61,243900,6.137343,-58.015682,57.2988,23.4457,2.0781,0.2923,383.23,365.2,5,3,244000,91.5,0.034968,0.023892,0.005538
62,247900,6.208065,-59.150644,58.4292,23.2265,2.1676,0.2973,499.94,686.2,6,4,248000,93.4,0.021749,0.011963,0.004893
63,251900,6.205423,-60.395582,59.6606,23.7044,2.1689,0.3043,572.37,684.4,5,2,252000,95.3,0.064235,0.051765,0.006235
64,255900,6.300799,-61.466868,60.7622,22.2967,2.1733,0.3124,745.97,780.2,10,7,256000,97.2,0.061584,0.049868,0.005858
65,259900,,,,,,,686.89,737.6,5,2,260000,97.5,,,
66,263900,6.764302,-62.750474,62.0502,23.7018,2.2149,0.3262,585.40,744.7,3,3,264000,99.4,0.046570,0.034419,0.006075
67,267900,6.710507,-63.878004,63.1800,25.1349,2.2242,0.3365,820.80,675.1,8,3,268000,101.3,0.039809,0.031183,0.004313
68,271900,7.161424,-65.090086,64.4068,26.1978,2.2918,0.3434,566.53,560.1,7,2,272000,103.3,0.057462,0.045142,0.006160
69,275900,7.357916,-66.154060,65.4811,26.6286,2.2186,0.3499,243.52,559.8,4,2,276000,105.2,0.048148,0.036425,0.005862
70,279900,,,,,,,469.71,665.8,5,1,280000,105.4,,,
71,283900,7.596928,-67.222764,66.5549,26.8269,2.2070,0.3518,834.57,721.4,7,4,284000,107.3,0.025059,0.016508,0.004276
72,287900,7.983382,-68.314807,67.6456,28.6229,2.3022,0.3654,290.11,305.8,6,3,288000,109.2,0.036560,0.025721,0.005420
73,291900,7.925485,-69.268198,68.6073,28.4211,2.3440,0.3672,771.23,555.8,4,2,292000,111.1,0.037775,0.028931,0.004422
74,295900,7.711655,-70.340051,69.6637,28.0776,2.3340,0.3772,,,0,0,296000,113.0,0.027295,0.020641,0.003327
75,299900,,,,,,,718.24,728.0,4,3,300000,113.3,,,
76,303900,8.342283,-71.284094,70.6067,30.1052,2.2854,0.3838,579.57,813.0,11,9,304000,115.2,0.023151,0.015590,0.003780
77,307900,8.814149,-72.411921,71.7603,30.8542,2.4102,0.3931,421.40,675.5,10,8,308000,117.1,0.065714,0.055475,0.005120
78,311900,8.717962,-73.352111,72.7020,30.6944,2.3254,0.4049,573.83,780.9,10,3,312000,119.0,0.074568,0.061915,0.006327
79,315900,8.818172,-74.489716,73.8337,30.6319,2.4276,0.4047,575.87,867.0,3,1,316000,120.8,0.034238,0.024948,0.004645
80,319900,,,,,,,947.36,1001.0,2,1,320000,121.1,,,
81,323900,9.199138,-75.586978,74.9511,30.0724,2.4224,0.4097,770.33,769.2,13,9,324000,123.0,0.031407,0.023003,0.004202
82,327900,9.584746,-76.615726,75.9949,32.5824,2.3513,0.4164,567.48,470.0,6,3,328000,124.9,0.054179,0.042007,0.006086
83,331900,9.891909,-77.751577,77.1128,34.7276,2.4150,0.4363,487.34,659.2,4,2,332000,126.8,0.070883,0.059498,0.005692
84,335900,10.418002,-78.964489,78.3049,36.7019,2.4694,0.4377,654.38,509.9,13,8,336000,128.6,0.086249,0.070002,0.008124
85,339900,,,,,,,612.16,637.5,4,2,340000,128.9,,,
86,343900,10.098212,-80.046205,79.3795,33.6547,2.4111,0.4433,888.58,660.0,6,4,344000,130.8,0.032736,0.023066,0.004835
87,347900,10.812030,-81.176048,80.5230,35.4246,2.4748,0.4466,650.71,539.5,4,3,348000,132.6,0.053268,0.041317,0.005976
88,351900,11.251457,-82.151216,81.4936,36.5105,2.5207,0.4616,900.58,810.5,4,2,352000,134.5,0.023254,0.014751,0.004252
89,355900,11.525221,-83.301161,82.6382,39.9543,2.6529,0.4640,603.68,650.3,7,2,356000,136.4,0.042405,0.031799,0.005303
90,359900,,,,,,,757.51,738.9,9,4,360000,136.7,,,
91,363900,11.661143,-84.419451,83.7486,37.8313,2.6116,0.4791,496.81,396.0,4,3,364000,138.6,0.057000,0.047705,0.004648
92,367900,11.763346,-85.579510,84.9099,38.2595,2.6652,0.4795,844.54,751.0,8,3,368000,140.5,0.035136,0.026884,0.004126
93,371900,11.569098,-86.787346,86.1253,36.6131,2.6103,0.4854,264.83,551.5,2,1,372000,142.3,0.031807,0.023376,0.004215
94,375900,11.636038,-87.883804,87.2270,37.2217,2.6586,0.4891,1325.86,1001.0,2,1,376000,144.2,0.027776,0.021087,0.003345
95,379900,,,,,,,1049.72,805.4,5,4,380000,144.5,,,
96,383900,12.133301,-89.112303,88.4381,39.1901,2.7129,0.4934,566.54,584.5,6,1,384000,146.4,0.033139,0.025556,0.003792
97,387900,12.673971,-90.420362,89.7195,43.5589,2.8157,0.5034,1168.89,839.8,4,2,388000,148.2,0.032112,0.024840,0.003636
98,391900,13.312114,-91.716061,91.0162,40.8434,2.5893,0.5053,1266.42,670.5,2,1,392000,150.1,0.029827,0.022066,0.003880
99,395900,12.902246,-93.002383,92.3017,43.4204,2.7402,0.5099,,,0,0,396000,152.0,0.013950,0.008349,0.002800
100,399900,,,,,,,786.10,583.6,8,4,400000,152.3,,,
