epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,,,0,0,4000,0.2
2,7900,,,,,,,,,,,,0,0,8000,0.5
3,11900,0.075987,0.068593,-0.826228,-0.0232,-0.0219,0.5240,0.4996,0.0895,0.0093,,,0,0,12000,2.2
4,15900,0.077712,0.075470,-0.916999,0.3428,0.3425,0.8221,0.7970,0.0654,0.0002,,,0,0,16000,3.7
5,19900,,,,,,,,,,,,0,0,20000,3.8
6,23900,0.092425,0.090965,-0.678173,0.2623,0.2620,0.9815,1.0046,0.1107,0.0001,,,0,0,24000,5.3
7,27900,0.100190,0.098996,-0.258387,-0.0562,-0.0564,1.2142,1.2190,0.1577,0.0001,,,0,0,28000,6.7
8,31900,0.109899,0.109935,-0.021275,-0.4545,-0.4546,1.3309,1.4342,0.2940,0.0113,,,0,0,32000,8.2
9,35900,0.221573,0.225897,-0.526515,-0.2077,-0.2081,1.8307,1.9189,0.2468,0.0124,,,0,0,36000,9.6
10,39900,,,,,,,,,,,,0,0,40000,9.8
11,43900,0.173086,0.172219,-0.628642,-0.0550,-0.0548,1.6075,1.6976,0.2736,0.0065,,,0,0,44000,11.2
12,47900,0.183264,0.185043,-0.665821,-0.0404,-0.0400,1.8025,1.9209,0.2819,0.0053,,,0,0,48000,12.8
13,51900,0.196173,0.195309,-0.414862,-0.1476,-0.1479,1.8477,2.0629,0.2780,0.0184,,,0,0,52000,14.2
14,55900,0.192923,0.191696,-0.173941,-0.3500,-0.3501,1.9444,2.0879,0.2685,0.0143,,,0,0,56000,15.7
15,59900,,,,,,,,,,,,0,0,60000,15.9
16,63900,0.191211,0.190047,0.135141,-0.6240,-0.6242,1.9442,2.1185,0.2761,0.0195,,,0,0,64000,17.5
17,67900,0.179456,0.178932,0.441686,-0.9145,-0.9148,2.1027,2.2632,0.2918,0.0178,,,0,0,68000,18.9
18,71900,0.179150,0.178142,0.721614,-1.2014,-1.2014,2.0883,2.2506,0.3391,0.0173,,,0,0,72000,20.3
19,75900,0.206143,0.204832,0.890594,-1.4250,-1.4250,2.3775,2.4205,0.3274,0.0158,,,0,0,76000,21.8
20,79900,,,,,,,,,,,,0,0,80000,21.9
21,83900,0.226859,0.223206,1.088336,-1.6194,-1.6191,2.4083,2.5409,0.3322,0.0162,,,0,0,84000,23.4
22,87900,0.232881,0.230835,1.165962,-1.7615,-1.7616,2.4409,2.5679,0.3086,0.0171,,,0,0,88000,24.8
23,91900,0.246875,0.246254,1.207320,-1.8479,-1.8480,2.7477,2.8555,0.3635,0.0192,,,0,0,92000,26.3
24,95900,0.269537,0.266780,1.293809,-1.9350,-1.9349,2.8194,2.8604,0.3565,0.0202,,,0,0,96000,27.7
25,99900,,,,,,,,,,-312.68,1000.0,100,51,100000,27.9
26,103900,0.399702,0.398290,1.240401,-1.8991,-1.8993,3.5558,3.6725,0.4425,0.0228,,,0,0,104000,29.4
27,107900,0.557035,0.554205,1.151203,-1.7272,-1.7276,4.4987,4.6246,0.4994,0.0233,,,0,0,108000,30.8
28,111900,0.566368,0.565970,1.067068,-1.6576,-1.6579,4.5619,4.8149,0.5831,0.0222,,,0,0,112000,32.5
29,115900,0.592613,0.588760,0.916292,-1.5341,-1.5347,4.6934,4.9568,0.5973,0.0260,,,0,0,116000,33.9
30,119900,,,,,,,,,,,,0,0,120000,34.1
31,123900,0.603048,0.595315,0.660916,-1.2947,-1.2951,4.8549,5.1844,0.5958,0.0247,,,0,0,124000,35.6
32,127900,0.622563,0.615655,0.238021,-0.9107,-0.9112,5.4038,5.6445,0.6704,0.0263,,,0,0,128000,37.1
33,131900,0.648829,0.644064,-0.254153,-0.4540,-0.4546,5.5744,5.9370,0.6926,0.0286,,,0,0,132000,38.5
34,135900,0.654680,0.647786,-0.791329,0.0702,0.0695,5.8915,6.1509,0.7039,0.0291,,,0,0,136000,40.0
35,139900,,,,,,,,,,,,0,0,140000,40.2
36,143900,0.648542,0.642804,-1.407518,0.6570,0.6563,5.9399,6.4215,0.7489,0.0320,,,0,0,144000,41.7
37,147900,0.668283,0.661961,-2.083650,1.3173,1.3169,6.4513,7.0778,0.8037,0.0364,,,0,0,148000,43.2
38,151900,0.667404,0.661385,-2.836861,2.0621,2.0613,6.3895,7.1052,0.7786,0.0487,,,0,0,152000,44.7
39,155900,0.685428,0.677357,-3.651285,2.8705,2.8698,7.0996,7.6980,0.8129,0.0500,,,0,0,156000,46.2
40,159900,,,,,,,,,,,,0,0,160000,46.3
41,163900,0.706209,0.699596,-4.477551,3.6856,3.6850,7.6199,8.2463,0.7635,0.0491,,,0,0,164000,48.1
42,167900,0.731642,0.725636,-5.390925,4.5612,4.5607,8.4506,8.7385,0.8190,0.0537,,,0,0,168000,49.5
43,171900,0.756362,0.753716,-6.303785,5.4790,5.4786,8.4754,9.3289,0.9317,0.0596,,,0,0,172000,51.0
44,175900,0.794804,0.794078,-7.210461,6.3910,6.3905,9.4052,10.1397,0.9912,0.0694,,,0,0,176000,52.5
45,179900,,,,,,,,,,,,0,0,180000,52.6
46,183900,0.824241,0.824541,-8.151650,7.3225,7.3219,9.9908,10.7086,1.0561,0.0769,,,0,0,184000,54.1
47,187900,0.842087,0.844813,-9.089210,8.2481,8.2478,10.0649,10.8207,1.1501,0.0892,,,0,0,188000,55.5
48,191900,0.876774,0.877106,-9.985808,9.1584,9.1583,10.1326,11.0771,1.1990,0.0898,,,0,0,192000,57.1
