step,episode_return,has_disturbance
1600,78.32947420532398,1
1600,75.88268119050893,0
1600,78.38500524950902,1
1600,77.69187160544662,0
1600,78.52072269323025,0
1600,78.83834119194704,0
1700,83.00860818984283,0
1700,83.03202171631139,0
1700,83.7021637357283,0
1700,83.65078499176371,0
1700,83.68647546361906,1
1700,83.74592022590546,1
1700,82.52595855571477,0
1700,83.20139921816644,0
1700,82.21780768303546,0
1700,83.3055823935696,0
1700,83.37154171093589,0
1700,83.0911820464459,1
1700,83.26288575873919,1
1700,83.40466481120505,0
1700,82.94118326832955,0
1800,87.75635253352966,1
1800,88.37935149728358,1
1800,89.17215123952191,1
1800,88.29262880585769,1
1800,88.86181786725263,1
1800,87.06321941938047,0
1800,88.06598535045113,0
1800,88.26935293755312,0
1800,87.17679310306602,0
1800,89.52902849644232,0
1800,88.51884976819562,1
1800,87.94723653747162,0
1900,96.10691910548175,1
1900,93.25381426398285,1
1900,94.73340951928725,0
1900,95.15279299986982,1
1900,94.97098900312885,1
1900,93.43207032915811,0
1900,94.6023605403079,0
1900,94.16637576962387,1
1900,94.05393063308745,0
2000,99.20364450437638,1
2000,98.80189871873003,1
2000,96.87037686778582,0
2000,96.49922234734967,0
2000,99.94048117109531,0
2000,100.03393618152639,1
2100,103.7401268531712,1
2100,106.05516233659127,1
2100,105.18380303442481,1
2100,104.96544106930114,1
2100,103.99613754322644,0
2100,103.62010477224656,1
2200,110.24896331433807,1
2200,106.18295823191852,0
2200,107.44410818391471,0
2200,110.56731331926802,1
2200,108.75061657556532,1
2200,110.43822147533596,0
2200,103.93929978165677,0
2300,103.44091678552854,1
2300,112.2594804602367,1
2300,115.901142940271,0
2300,111.29916236532299,0
2400,119.34499035770112,0
2400,118.04986944821515,1
2500,121.81400084971038,1
2500,123.44362486715248,0
2500,125.65198309181027,0
2800,138.15369876995467,1
2800,130.8760594572803,1
2800,135.5027859382829,0
2900,137.43983100495925,0
2900,142.6511155229555,1
2900,142.95027924452592,1
2900,140.65475234551107,0
2900,146.84025333757577,0
2900,142.09684832708174,1
3000,144.00238090496498,1
3000,146.3101049740182,1
3000,145.4661677897203,1
3000,145.8834786978581,0
3000,151.35831967575615,0
3100,143.6213085093542,1
3100,154.99157772805384,1
3200,147.4299088560532,1
3200,144.72365672014607,0
3200,160.87311071074802,0
3200,158.91738650981918,1
3200,157.3912601699487,0
3300,160.3011863690632,1
3400,78.6114566792493,1
3400,166.5951939108026,0
3400,78.25266945939089,0
3400,170.01600011401132,1
3400,165.84151694884216,1
3500,77.21634240845154,1
3600,83.25165168033811,1
3600,184.70056427460102,1
3600,170.32893521226865,1
3600,82.91740776016515,1
3600,168.2340774177565,1
3600,82.98427783395232,1
3700,91.8201408646501,0
3700,86.10963522858793,1
3700,95.50295509228977,1
3700,172.63693331478285,1
3800,78.56252962357702,1
3800,89.74513781942531,1
3800,83.6127016647634,1
3900,82.89294694937898,1
3900,78.44001445647595,1
3900,102.25734971970566,0
3900,96.6483938211776,0
4000,99.56887259582574,1
4000,78.27065584180777,1
4100,77.89593880013481,0
4100,81.7535276541628,1
4100,83.06171527646389,0
4100,89.51638669084902,0
4200,104.46290933380477,1
4200,105.58588702480611,1
4200,82.77433552248552,0
4200,94.9547450448777,1
4200,83.49820482790635,1
4200,106.57639382898279,0
4200,103.6518291505185,0
4200,104.0408258077549,0
4300,83.1386366871574,1
4300,117.76297986256057,0
4300,109.00122866696078,0
4300,114.74544501565887,0
4300,100.92085236064061,0
4400,225.37875541640753,0
4400,121.27833496312545,0
4500,114.7411683946601,1
4500,121.10234165932697,0
4500,105.58888494855425,0
4600,113.43332048414433,0
4600,128.11899374370321,0
4700,77.7749574952343,1
4700,131.59908265260788,0
4700,78.80868543460063,0
4700,136.58253183571279,0
4800,104.91902288453105,0
4800,89.28712449221146,0
4800,144.49368661521277,0
4800,124.8286800586521,1
4900,149.9911645376939,1
4900,136.45717178288183,0
4900,138.6660685191776,1
4900,123.07430903295742,1
4900,88.30708166248759,0
5000,121.63559498208488,1
5000,83.02066022771373,1
5000,88.58758564476265,1
5000,84.53180545516793,0
5000,94.59036706691074,0
5000,88.7841911629142,0
5100,146.90663403001017,1
5100,93.6544177775131,0
5200,151.81688538539362,1
5200,88.68627829622504,0
5200,84.08542490137073,1
5200,138.15708682260455,0
5200,152.50840597540153,1
5200,149.98553604783703,0
5300,83.48296840090923,0
5300,111.97712849609667,1
5300,165.46120038777627,0
5300,78.515534542813,1
5400,171.68887756979566,0
5400,87.98198651029861,0
5400,146.0478510730066,0
5400,115.3895184039966,1
5500,146.21784736965856,1
5500,78.99353103928351,1
5500,165.89785690853026,0
5500,83.46838705352287,0
5500,168.908045706626,0
5500,83.83193294898294,0
5600,111.30364031828834,1
5600,89.37952558928097,0
5600,78.87917535677437,1
5700,84.1525916431513,0
5700,105.52610784494091,0
5700,88.36616709602524,0
5700,78.22302735945894,1
5700,94.10004481059859,0
5800,181.58014521130974,1
5800,151.79648828163067,1
5800,136.20928001060426,1
5900,126.80536394342005,1
5900,94.93983714502677,0
5900,213.01237287545948,0
5900,117.60574789081862,1
6000,119.17020064392996,0
6000,84.25850606699434,0
6000,91.03237334951,1
6100,126.14452458072613,1
6100,157.9676755212847,0
6100,143.46424064061006,1
6200,173.5324706027444,1
6300,125.39111677344988,0
6300,100.10114445242569,1
6400,100.34984428577236,1
